Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Zaid Abdul-Aziz,FC,2.0574,106.59420695,26,HOU,48,4,United States,NBA 1972-1973 Players Information
Kareem Abdul-Jabbar,C,2.1844,102.05828325,25,MIL,76,3,United States,NBA 1972-1973 Players Information
Mahdi Abdul-Rahman,G,1.8796,83.91458845000001,30,"BUF, GOS",53,8,United States,NBA 1972-1973 Players Information
Don Adams,SF,1.9811999999999999,95.2543977,25,"ATL, DET",74,2,United States,NBA 1972-1973 Players Information
Rick Adelman,PG,1.8541999999999998,79.37866475,26,POR,75,4,United States,NBA 1972-1973 Players Information
Lucius Allen,PG,1.8796,79.37866475,25,MIL,80,3,United States,NBA 1972-1973 Players Information
Tiny Archibald,PG,1.8541999999999998,68.0388555,24,KCK,80,2,United States,NBA 1972-1973 Players Information
Dennis Awtrey,C,2.0827999999999998,106.59420695,25,"CHI, PHL",81,2,United States,NBA 1972-1973 Players Information
Dick Barnett,SG,1.9304,86.1825503,36,NYK,51,12,United States,NBA 1972-1973 Players Information
Jim Barnett,GF,1.9304,77.1107029,28,GSW,82,6,United States,NBA 1972-1973 Players Information
Rick Barry,F,2.0065999999999997,92.98643585,28,GSW,82,2,United States,NBA 1972-1973 Players Information
Butch Beard,G,1.905,83.91458845000001,25,SEA,73,2,United States,NBA 1972-1973 Players Information
Walt Bellamy,C,2.1082,102.05828325,33,ATL,74,11,United States,NBA 1972-1973 Players Information
Henry Bibby,G,1.8541999999999998,83.91458845000001,23,NYK,55,0,United States,NBA 1972-1973 Players Information
Dave Bing,G,1.905,81.6466266,29,DET,82,6,United States,NBA 1972-1973 Players Information
John Block,FC,2.0574,93.89362059,28,"KCK, PHL",73,6,United States,NBA 1972-1973 Players Information
Tom Boerwinkle,C,2.1336,120.20197805000001,27,CHI,8,4,United States,NBA 1972-1973 Players Information
Freddie Boyd,G,1.8796,81.6466266,22,PHI,82,0,United States,NBA 1972-1973 Players Information
Steve Bracey,G,1.8541999999999998,79.37866475,22,ATL,70,0,United States,NBA 1972-1973 Players Information
Bill Bradley,GF,1.9558,92.98643585,29,NYK,82,5,United States,NBA 1972-1973 Players Information
Bill Bridges,FC,1.9811999999999999,103.41906036,33,"LAL, PHL",82,10,United States,NBA 1972-1973 Players Information
John Brisker,GF,1.9558,95.2543977,25,SEA,70,0,United States,NBA 1972-1973 Players Information
Fred Brown,G,1.905,82.55381134000001,24,SEA,79,1,United States,NBA 1972-1973 Players Information
Roger Brown,C,2.1082,102.05828325,23,LAL,1,0,United States,NBA 1972-1973 Players Information
Corky Calhoun,F,2.0065999999999997,95.2543977,22,PHX,82,0,United States,NBA 1972-1973 Players Information
Austin Carr,G,1.9304,90.718474,24,CLE,82,1,United States,NBA 1972-1973 Players Information
Fred Carter,G,1.905,83.91458845000001,28,PHI,81,3,United States,NBA 1972-1973 Players Information
Wilt Chamberlain,C,2.159,120.20197805000001,36,LAL,82,13,United States,NBA 1972-1973 Players Information
Don Chaney,G,1.9558,95.2543977,26,BOS,79,4,United States,NBA 1972-1973 Players Information
Phil Chenier,PG,1.905,81.6466266,22,WAS,71,1,United States,NBA 1972-1973 Players Information
Bob Christian,C,2.0827999999999998,115.66605435000001,26,ATL,54,2,United States,NBA 1972-1973 Players Information
Archie Clark,G,1.8796,79.37866475,31,WAS,39,6,United States,NBA 1972-1973 Players Information
Jim Cleamons,SG,1.905,83.91458845000001,23,CLE,80,1,United States,NBA 1972-1973 Players Information
Barry Clemens,PF,1.9811999999999999,95.2543977,29,CLE,72,7,United States,NBA 1972-1973 Players Information
Mel Counts,FC,2.1336,104.32624510000001,31,"LAL, PHL",65,8,United States,NBA 1972-1973 Players Information
Dave Cowens,FC,2.0574,104.32624510000001,24,BOS,82,2,United States,NBA 1972-1973 Players Information
Pete Cross,FC,2.0574,104.32624510000001,24,"KCK, SEA",29,2,United States,NBA 1972-1973 Players Information
Dick Cunningham,C,2.0827999999999998,111.13013065000001,26,MIL,72,4,United States,NBA 1972-1973 Players Information
Bob Dandridge,SF,1.9811999999999999,88.45051215000001,25,MIL,73,3,United States,NBA 1972-1973 Players Information
Bob Davis,SF,2.0065999999999997,97.52235955,22,POR,9,0,United States,NBA 1972-1973 Players Information
Charlie Davis,SG,1.8796,72.57477920000001,23,"CLE, POR",75,1,United States,NBA 1972-1973 Players Information
Dwight Davis,PF,2.032,99.79032140000001,23,CLE,81,0,United States,NBA 1972-1973 Players Information
Jim Davis,C,2.0574,102.05828325,31,DET,71,6,United States,NBA 1972-1973 Players Information
Mickey Davis,GF,2.0065999999999997,88.45051215000001,22,MIL,74,0,United States,NBA 1972-1973 Players Information
Mike Davis,G,1.905,83.91458845000001,26,WAS,13,0,United States,NBA 1972-1973 Players Information
Dave DeBusschere,F,1.9811999999999999,99.79032140000001,32,NYK,77,10,United States,NBA 1972-1973 Players Information
Terry Dischinger,GF,2.0065999999999997,85.72895793,32,POR,62,8,United States,NBA 1972-1973 Players Information
Terry Driscoll,PF,2.0065999999999997,97.52235955,25,"MIL, WAS",59,2,United States,NBA 1972-1973 Players Information
Charles Dudley,PG,1.8796,81.6466266,22,SEA,12,0,United States,NBA 1972-1973 Players Information
Ken Durrett,SF,2.0065999999999997,86.1825503,24,KCK,8,1,United States,NBA 1972-1973 Players Information
Joe Ellis,F,1.9811999999999999,79.37866475,28,GSW,74,6,United States,NBA 1972-1973 Players Information
Leroy Ellis,FC,2.0827999999999998,95.2543977,32,"LAL, PHL",79,10,United States,NBA 1972-1973 Players Information
Scott English,SF,1.9811999999999999,92.98643585,22,PHX,29,0,United States,NBA 1972-1973 Players Information
Keith Erickson,GF,1.9558,88.45051215000001,28,LAL,76,7,United States,NBA 1972-1973 Players Information
