Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Paul Arizin,GF,1.9304,86.1825503,29,PHI,68,5,United States,NBA 1957-1958 Players Information
Dick Atha,PG,1.8796,86.1825503,26,DET,17,1,United States,NBA 1957-1958 Players Information
Ernie Beck,GF,1.9304,86.1825503,26,PHI,71,3,United States,NBA 1957-1958 Players Information
Al Bianchi,G,1.905,83.91458845000001,25,SYR,69,1,United States,NBA 1957-1958 Players Information
Doug Bolstorff,G,1.9304,88.45051215000001,26,DET,4,0,United States,NBA 1957-1958 Players Information
Carl Braun,SG,1.9558,81.6466266,30,NYK,71,8,United States,NBA 1957-1958 Players Information
George Brown,F,1.9811999999999999,86.1825503,22,MIN,1,0,United States,NBA 1957-1958 Players Information
Bob Burrow,C,2.0065999999999997,103.41906036,23,MIN,14,1,United States,NBA 1957-1958 Players Information
Nat Clifton,PF,1.9811999999999999,99.79032140000001,35,DET,68,7,United States,NBA 1957-1958 Players Information
Jack Coleman,PF,2.0065999999999997,88.45051215000001,33,STH,72,8,United States,NBA 1957-1958 Players Information
Ed Conlin,F,1.9558,90.718474,24,SYR,60,2,United States,NBA 1957-1958 Players Information
Larry Costello,PG,1.8541999999999998,84.36818082,26,SYR,72,2,United States,NBA 1957-1958 Players Information
Bob Cousy,PG,1.8541999999999998,79.37866475,29,BOS,65,7,United States,NBA 1957-1958 Players Information
Walt Davis,FC,2.032,92.98643585,27,"PHI, STH",61,4,United States,NBA 1957-1958 Players Information
George Dempsey,PG,1.8796,86.1825503,28,PHI,67,3,United States,NBA 1957-1958 Players Information
Corky Devlin,F,1.9558,90.718474,26,MIN,70,2,United States,NBA 1957-1958 Players Information
Dick Duckett,G,1.8541999999999998,88.45051215000001,24,CIN,34,0,United States,NBA 1957-1958 Players Information
Walter Dukes,C,2.1336,99.79032140000001,27,DET,72,2,United States,NBA 1957-1958 Players Information
Pat Dunn,G,1.8796,77.1107029,26,PHI,26,0,United States,NBA 1957-1958 Players Information
