Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Mahmoud Abdul-Rauf,PG,1.8288,73.48196394,31,VAN,41,8,United States,NBA 2000-2001 Players Information
Tariq Abdul-Wahad,SF,1.9811999999999999,101.15109851000001,26,DEN,29,3,France,NBA 2000-2001 Players Information
Shareef Abdur-Rahim,F,2.0574,102.05828325,24,VAN,81,4,United States,NBA 2000-2001 Players Information
Cory Alexander,G,1.8541999999999998,83.91458845000001,27,ORL,26,5,United States,NBA 2000-2001 Players Information
Courtney Alexander,SG,1.9558,92.98643585,23,"DAL, WAS",65,0,United States,NBA 2000-2001 Players Information
Ray Allen,SG,1.9558,92.98643585,25,MIL,82,4,United States,NBA 2000-2001 Players Information
Rafer Alston,G,1.8796,79.37866475,24,MIL,37,1,United States,NBA 2000-2001 Players Information
John Amaechi,C,2.0827999999999998,122.4699399,30,ORL,82,2,United States,NBA 2000-2001 Players Information
Derek Anderson,G,1.9558,87.99691978,26,SAS,82,3,United States,NBA 2000-2001 Players Information
Kenny Anderson,PG,1.8288,76.20351816,30,BOS,33,9,United States,NBA 2000-2001 Players Information
Nick Anderson,GF,1.9811999999999999,103.41906036,33,SAC,21,11,United States,NBA 2000-2001 Players Information
Shandon Anderson,GF,1.9811999999999999,94.34721296000001,27,HOU,82,4,United States,NBA 2000-2001 Players Information
Greg Anthony,PG,1.8288,79.83225712000001,33,POR,58,9,United States,NBA 2000-2001 Players Information
Darrell Armstrong,PG,1.8288,77.1107029,32,ORL,75,6,United States,NBA 2000-2001 Players Information
Chucky Atkins,G,1.8034,83.91458845000001,26,DET,81,2,United States,NBA 2000-2001 Players Information
Stacey Augmon,SF,1.9811999999999999,92.98643585,32,POR,66,9,United States,NBA 2000-2001 Players Information
Ike Austin,C,2.0827999999999998,115.66605435000001,31,VAN,52,7,United States,NBA 2000-2001 Players Information
William Avery,PG,1.8796,89.35769689,21,MIN,55,1,United States,NBA 2000-2001 Players Information
Dalibor Bagaric,C,2.159,115.66605435000001,21,CHI,35,0,Croatia,NBA 2000-2001 Players Information
Vin Baker,PF,2.1082,108.8621688,29,SEA,76,7,United States,NBA 2000-2001 Players Information
Erick Barkley,PG,1.8541999999999998,80.28584949,23,POR,8,0,United States,NBA 2000-2001 Players Information
Dana Barros,PG,1.8034,74.84274105,33,DET,60,11,United States,NBA 2000-2001 Players Information
Brent Barry,G,2.0065999999999997,95.2543977,29,SEA,67,5,United States,NBA 2000-2001 Players Information
Jon Barry,SG,1.9304,88.45051215000001,31,SAC,62,8,United States,NBA 2000-2001 Players Information
Tony Battie,PF,2.1082,104.32624510000001,25,BOS,40,3,United States,NBA 2000-2001 Players Information
Raja Bell,SG,1.9558,92.53284348000001,24,PHI,5,1,United States,NBA 2000-2001 Players Information
Jonathan Bender,F,2.1082,91.62565874,20,IND,59,1,United States,NBA 2000-2001 Players Information
Corey Benjamin,SG,1.9811999999999999,90.718474,23,CHI,65,2,United States,NBA 2000-2001 Players Information
David Benoit,F,2.032,99.79032140000001,32,UTA,49,7,United States,NBA 2000-2001 Players Information
Travis Best,PG,1.8034,82.55381134000001,28,IND,77,5,United States,NBA 2000-2001 Players Information
Mike Bibby,G,1.8796,88.45051215000001,22,VAN,82,2,United States,NBA 2000-2001 Players Information
Chauncey Billups,G,1.905,95.2543977,24,MIN,77,3,United States,NBA 2000-2001 Players Information
Mookie Blaylock,PG,1.8541999999999998,86.1825503,33,GSW,69,11,United States,NBA 2000-2001 Players Information
Corie Blount,PF,2.0574,108.8621688,32,"GOS, PHX",68,7,United States,NBA 2000-2001 Players Information
Mark Blount,C-F,2.1336,113.3980925,25,BOS,64,1,United States,NBA 2000-2001 Players Information
Muggsy Bogues,PG,1.6001999999999998,61.68856232,36,TOR,3,13,United States,NBA 2000-2001 Players Information
Etdrick Bohannon,F,2.0574,99.79032140000001,27,CLE,6,3,United States,NBA 2000-2001 Players Information
Calvin Booth,C,2.1082,104.32624510000001,24,"DAL, WAS",55,1,United States,NBA 2000-2001 Players Information
Cal Bowdler,PF,2.0827999999999998,111.13013065000001,23,ATL,44,1,United States,NBA 2000-2001 Players Information
Bruce Bowen,F,2.0065999999999997,90.718474,29,MIA,82,5,United States,NBA 2000-2001 Players Information
Ryan Bowen,F,2.0574,98.88313666,25,DEN,57,1,United States,NBA 2000-2001 Players Information
Ira Bowman,SG,1.9558,88.45051215000001,27,ATL,3,2,United States,NBA 2000-2001 Players Information
Earl Boykins,G,1.651,61.23496995,24,LAC,10,2,United States,NBA 2000-2001 Players Information
Shawn Bradley,C,2.286,106.59420695,28,DAL,82,7,United StatesGermany,NBA 2000-2001 Players Information
Elton Brand,PF,2.0574,115.21246198,21,CHI,74,1,United States,NBA 2000-2001 Players Information
Terrell Brandon,PG,1.8034,81.6466266,30,MIN,78,9,United States,NBA 2000-2001 Players Information
Chucky Brown,SF,2.0065999999999997,97.06876718000001,33,"CLE, GOS",26,11,United States,NBA 2000-2001 Players Information
Dee Brown,PG,1.8541999999999998,72.57477920000001,32,ORL,7,10,United States,NBA 2000-2001 Players Information
P.J. Brown,C,2.1082,102.05828325,31,CHA,80,7,United States,NBA 2000-2001 Players Information
Randy Brown,PG,1.8796,86.1825503,32,BOS,54,9,United States,NBA 2000-2001 Players Information
Rick Brunson,SG,1.9304,86.1825503,28,"BOS, NYK",22,4,United States,NBA 2000-2001 Players Information
Kobe Bryant,SG,1.9811999999999999,96.16158244,22,LAL,68,4,United States,NBA 2000-2001 Players Information
Mark Bryant,PF,2.0574,111.13013065000001,35,DAL,18,12,United States,NBA 2000-2001 Players Information
Greg Buckner,G-F,1.9304,95.2543977,24,DAL,37,2,United States,NBA 2000-2001 Players Information
Jud Buechler,SF,1.9811999999999999,99.79032140000001,32,DET,57,10,United States,NBA 2000-2001 Players Information
Rodney Buford,SF,1.9558,85.72895793,23,PHI,47,1,United States,NBA 2000-2001 Players Information
Matt Bullard,PF,2.0827999999999998,97.52235955,33,HOU,61,9,United States,NBA 2000-2001 Players Information
Scott Burrell,G-F,2.0065999999999997,98.88313666,30,CHA,4,7,United States,NBA 2000-2001 Players Information
Jason Caffey,PF,2.032,115.66605435000001,27,MIL,70,5,United States,NBA 2000-2001 Players Information
Marcus Camby,C,2.1082,108.8621688,26,NYK,63,4,United States,NBA 2000-2001 Players Information
Elden Campbell,FC,2.1082,97.52235955,32,CHA,78,10,United States,NBA 2000-2001 Players Information
Brian Cardinal,PF,2.032,111.13013065000001,23,DET,15,0,United States,NBA 2000-2001 Players Information
Chris Carr,G,1.9558,93.89362059,26,BOS,35,5,United States,NBA 2000-2001 Players Information
Anthony Carter,PG,1.8541999999999998,86.1825503,25,MIA,72,2,United States,NBA 2000-2001 Players Information
Vince Carter,SF,1.9811999999999999,99.79032140000001,24,TOR,75,2,United States,NBA 2000-2001 Players Information
Sam Cassell,G,1.905,83.91458845000001,31,MIL,76,7,United States,NBA 2000-2001 Players Information
Kelvin Cato,C,2.1082,115.66605435000001,26,HOU,35,3,United States,NBA 2000-2001 Players Information
Duane Causwell,C,2.1336,108.8621688,32,MIA,31,10,United States,NBA 2000-2001 Players Information
Cedric Ceballos,SF,1.9811999999999999,86.1825503,31,"DET, MIA",40,10,United States,NBA 2000-2001 Players Information
Calbert Cheaney,GF,2.0065999999999997,94.80080533,29,DEN,9,7,United States,NBA 2000-2001 Players Information
Chris Childs,SG,1.905,88.45051215000001,33,"NYK, TOR",77,7,United States,NBA 2000-2001 Players Information
Doug Christie,SG,1.9811999999999999,90.718474,30,SAC,81,8,United States,NBA 2000-2001 Players Information
Keon Clark,C,2.1082,100.24391377,25,"DEN, TOR",81,2,United States,NBA 2000-2001 Players Information
Mateen Cleaves,G,1.8796,92.98643585,23,DET,78,0,United States,NBA 2000-2001 Players Information
John Coker,C,2.1336,114.75886961,29,GSW,6,4,United States,NBA 2000-2001 Players Information
Derrick Coleman,FC,2.0827999999999998,104.32624510000001,33,CHA,34,10,United States,NBA 2000-2001 Players Information
Bimbo Coles,SG,1.8541999999999998,81.6466266,32,CLE,47,10,United States,NBA 2000-2001 Players Information
Jason Collier,F-C,2.1336,117.9340162,23,HOU,23,0,United States,NBA 2000-2001 Players Information
Sean Colson,G,1.8288,79.37866475,25,"ATL, HOU",13,0,United States,NBA 2000-2001 Players Information
Tyrone Corbin,F,1.9811999999999999,95.2543977,38,TOR,15,15,United States,NBA 2000-2001 Players Information
Chris Crawford,PF,2.0574,106.59420695,25,ATL,47,3,United States,NBA 2000-2001 Players Information
Jamal Crawford,SG,1.9558,88.45051215000001,20,CHI,61,0,United States,NBA 2000-2001 Players Information
Austin Croshere,F,2.0574,106.59420695,25,IND,81,3,United States,NBA 2000-2001 Players Information
John Crotty,PG,1.8541999999999998,83.91458845000001,31,UTA,31,9,United States,NBA 2000-2001 Players Information
Vonteego Cummings,PG,1.9304,86.1825503,25,GSW,66,1,United States,NBA 2000-2001 Players Information
Bill Curley,F,2.0574,99.79032140000001,28,"DAL, GOS",20,6,United States,NBA 2000-2001 Players Information
Dell Curry,SG,1.9304,86.1825503,36,TOR,71,14,United States,NBA 2000-2001 Players Information
Michael Curry,F-G,1.9558,95.2543977,32,DET,68,7,United States,NBA 2000-2001 Players Information
Erick Dampier,C,2.1082,120.20197805000001,25,GSW,43,4,United States,NBA 2000-2001 Players Information
Antonio Daniels,G,1.9304,88.45051215000001,25,SAS,79,3,United States,NBA 2000-2001 Players Information
Kornel David,F,2.0574,106.59420695,29,"DET, TOR",27,3,Hungary,NBA 2000-2001 Players Information
Antonio Davis,FC,2.0574,111.13013065000001,32,TOR,78,7,United States,NBA 2000-2001 Players Information
Baron Davis,G,1.905,97.52235955,21,CHA,82,1,United States,NBA 2000-2001 Players Information
Dale Davis,C-F,2.1082,114.30527724000001,31,POR,81,9,United States,NBA 2000-2001 Players Information
Emanual Davis,SG,1.9304,88.45051215000001,32,SEA,62,5,United States,NBA 2000-2001 Players Information
Hubert Davis,SF,1.9558,83.00740371,30,"DAL, WAS",66,8,United States,NBA 2000-2001 Players Information
Ricky Davis,GF,2.0065999999999997,88.45051215000001,21,MIA,7,2,United States,NBA 2000-2001 Players Information
Terry Davis,F,2.0574,102.05828325,33,DEN,19,11,United States,NBA 2000-2001 Players Information
Todd Day,GF,1.9811999999999999,85.27536556,31,MIN,31,7,United States,NBA 2000-2001 Players Information
Andrew DeClercq,C,2.0827999999999998,104.32624510000001,28,ORL,67,5,United States,NBA 2000-2001 Players Information
Vinny Del Negro,SG,1.9304,83.91458845000001,34,"GOS, PHX",65,10,United States,NBA 2000-2001 Players Information
Tony Delk,G,1.8541999999999998,85.72895793,27,PHX,82,4,United States,NBA 2000-2001 Players Information
Derrick Dial,G,1.9304,83.46099608,25,SAS,33,1,United States,NBA 2000-2001 Players Information
Michael Dickerson,SG,1.9558,86.1825503,25,VAN,70,2,United States,NBA 2000-2001 Players Information
Vlade Divac,C,2.159,117.9340162,33,SAC,81,11,Serbia,NBA 2000-2001 Players Information
Michael Doleac,C,2.1082,118.84120094000001,23,ORL,77,2,United States,NBA 2000-2001 Players Information
Keyon Dooling,G,1.905,88.90410452,20,LAC,76,0,United States,NBA 2000-2001 Players Information
Sherman Douglas,PG,1.8288,81.6466266,34,NJN,59,11,United States,NBA 2000-2001 Players Information
Bryce Drew,SG,1.8796,83.91458845000001,26,CHI,48,2,United States,NBA 2000-2001 Players Information
Chris Dudley,C,2.1082,106.59420695,36,PHX,53,13,United States,NBA 2000-2001 Players Information
Tim Duncan,FC,2.1082,113.3980925,24,SAS,82,3,United States,NBA 2000-2001 Players Information
Tyus Edney,PG,1.778,68.94604024,28,IND,24,3,United States,NBA 2000-2001 Players Information
Kevin Edwards,PG,1.905,86.1825503,35,VAN,46,11,United States,NBA 2000-2001 Players Information
Howard Eisley,G,1.8796,80.28584949,28,DAL,82,6,United States,NBA 2000-2001 Players Information
Obinna Ekezie,C,2.0574,122.4699399,25,"DAL, WAS",33,1,Nigeria,NBA 2000-2001 Players Information
Khalid El-Amin,G,1.778,90.718474,21,CHI,50,0,United States,NBA 2000-2001 Players Information
Mario Elie,SG,1.9558,95.2543977,37,PHX,68,10,United States,NBA 2000-2001 Players Information
Sean Elliott,SF,2.032,92.98643585,33,SAS,52,11,United States,NBA 2000-2001 Players Information
LaPhonso Ellis,PF,2.032,108.8621688,30,MIN,82,8,United States,NBA 2000-2001 Players Information
Pervis Ellison,C,2.0574,95.2543977,33,SEA,9,11,United States,NBA 2000-2001 Players Information
Evan Eschmeyer,C,2.1082,115.66605435000001,25,NJN,74,1,United States,NBA 2000-2001 Players Information
Patrick Ewing,C,2.1336,108.8621688,38,SEA,79,15,United StatesJamaica,NBA 2000-2001 Players Information
Jamie Feick,F,2.0574,115.66605435000001,26,NJN,6,4,United States,NBA 2000-2001 Players Information
Danny Ferry,PF,2.0827999999999998,104.32624510000001,34,SAS,80,10,United States,NBA 2000-2001 Players Information
