Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Mahmoud Abdul-Rauf,PG,1.8288,73.48196394,26,DEN,57,5,United States,NBA 1995-1996 Players Information
Michael Adams,PG,1.778,73.93555631000001,33,CHA,21,10,United States,NBA 1995-1996 Players Information
Rafael Addison,SF,2.0065999999999997,97.52235955,31,CHA,53,4,United States,NBA 1995-1996 Players Information
Cory Alexander,G,1.8541999999999998,83.91458845000001,22,SAS,60,0,United States,NBA 1995-1996 Players Information
Jerome Allen,G,1.9304,83.91458845000001,23,MIN,41,0,United States,NBA 1995-1996 Players Information
Derrick Alston,FC,2.1082,102.05828325,23,PHI,73,1,United States,NBA 1995-1996 Players Information
John Amaechi,C,2.0827999999999998,122.4699399,25,CLE,28,0,United States,NBA 1995-1996 Players Information
Andrew Amaya,F,2.0065999999999997,104.32624510000001,24,VAN,54,1,United States,NBA 1995-1996 Players Information
Cadillac Anderson,PF,2.0827999999999998,104.32624510000001,31,SAS,46,7,United States,NBA 1995-1996 Players Information
Kenny Anderson,PG,1.8288,76.20351816,25,"CHA, NJN",69,4,United States,NBA 1995-1996 Players Information
Nick Anderson,GF,1.9811999999999999,103.41906036,28,ORL,77,6,United States,NBA 1995-1996 Players Information
Willie Anderson,SF,2.0065999999999997,86.1825503,29,"NYK, TOR",76,7,United States,NBA 1995-1996 Players Information
Greg Anthony,PG,1.8288,79.83225712000001,28,VAN,69,4,United States,NBA 1995-1996 Players Information
B.J. Armstrong,G,1.8796,79.37866475,28,GSW,82,6,United States,NBA 1995-1996 Players Information
Darrell Armstrong,PG,1.8288,77.1107029,27,ORL,13,1,United States,NBA 1995-1996 Players Information
Vincent Askew,GF,1.9811999999999999,95.2543977,30,SEA,69,7,United States,NBA 1995-1996 Players Information
Keith Askins,F,2.0065999999999997,89.35769689,28,MIA,75,5,United States,NBA 1995-1996 Players Information
Stacey Augmon,SF,1.9811999999999999,92.98643585,27,ATL,77,4,United States,NBA 1995-1996 Players Information
Anthony Avent,F,2.0574,106.59420695,26,VAN,71,3,United States,NBA 1995-1996 Players Information
Vin Baker,PF,2.1082,108.8621688,24,MIL,82,2,United States,NBA 1995-1996 Players Information
Steve Bardo,SG,1.9558,86.1825503,27,DET,9,4,United States,NBA 1995-1996 Players Information
Charles Barkley,PF,1.9811999999999999,114.30527724000001,33,PHX,71,11,United States,NBA 1995-1996 Players Information
Dana Barros,PG,1.8034,74.84274105,28,BOS,80,6,United States,NBA 1995-1996 Players Information
Brent Barry,G,2.0065999999999997,95.2543977,24,LAC,79,0,United States,NBA 1995-1996 Players Information
Jon Barry,SG,1.9304,88.45051215000001,26,GSW,68,3,United States,NBA 1995-1996 Players Information
Corey Beck,G,1.8541999999999998,86.1825503,24,CHA,5,0,United States,NBA 1995-1996 Players Information
Benoit Benjamin,C,2.1336,113.3980925,31,"MIL, VAN",83,10,United States,NBA 1995-1996 Players Information
Elmer Bennett,PG,1.8288,77.56429527,26,PHI,8,2,United States,NBA 1995-1996 Players Information
Mario Bennett,C-F,1.9811999999999999,106.59420695,22,PHX,19,0,United States,NBA 1995-1996 Players Information
David Benoit,F,2.032,99.79032140000001,27,UTA,81,3,United States,NBA 1995-1996 Players Information
Travis Best,PG,1.8034,82.55381134000001,23,IND,59,0,United States,NBA 1995-1996 Players Information
Mookie Blaylock,PG,1.8541999999999998,86.1825503,28,ATL,81,6,United States,NBA 1995-1996 Players Information
Corie Blount,PF,2.0574,108.8621688,27,LAL,57,2,United States,NBA 1995-1996 Players Information
Muggsy Bogues,PG,1.6001999999999998,61.68856232,31,CHA,6,8,United States,NBA 1995-1996 Players Information
Anthony Bonner,F,2.032,97.52235955,27,ORL,4,5,United States,NBA 1995-1996 Players Information
Melvin Booker,G,1.8541999999999998,83.91458845000001,23,HOU,11,1,United States,NBA 1995-1996 Players Information
Anthony Bowie,GF,1.9811999999999999,86.1825503,32,ORL,74,9,United States,NBA 1995-1996 Players Information
Donnie Boyce,SF,1.9558,88.90410452,22,ATL,8,0,United States,NBA 1995-1996 Players Information
Shawn Bradley,C,2.286,106.59420695,23,"NJN, PHL",79,2,United StatesGermany,NBA 1995-1996 Players Information
Marques Bragg,PF,2.032,104.32624510000001,25,MIN,53,1,United States,NBA 1995-1996 Players Information
Terrell Brandon,PG,1.8034,81.6466266,25,CLE,75,4,United States,NBA 1995-1996 Players Information
Tim Breaux,F,2.0065999999999997,97.52235955,25,HOU,54,1,United States,NBA 1995-1996 Players Information
Frank Brickowski,PF,2.0574,108.8621688,36,SEA,63,11,United States,NBA 1995-1996 Players Information
Scott Brooks,PG,1.8034,74.84274105,30,DAL,69,8,United States,NBA 1995-1996 Players Information
Chucky Brown,SF,2.0065999999999997,97.06876718000001,28,HOU,82,6,United States,NBA 1995-1996 Players Information
Dee Brown,PG,1.8541999999999998,72.57477920000001,27,BOS,65,5,United States,NBA 1995-1996 Players Information
Mike Brown,PF,2.0574,116.57323909,32,PHI,9,9,United States,NBA 1995-1996 Players Information
P.J. Brown,C,2.1082,102.05828325,26,NJN,81,2,United States,NBA 1995-1996 Players Information
Randy Brown,PG,1.8796,86.1825503,27,CHI,68,4,United States,NBA 1995-1996 Players Information
Mark Bryant,PF,2.0574,111.13013065000001,30,HOU,71,7,United States,NBA 1995-1996 Players Information
Jud Buechler,SF,1.9811999999999999,99.79032140000001,27,CHI,74,5,United States,NBA 1995-1996 Players Information
Matt Bullard,PF,2.0827999999999998,97.52235955,28,ATL,46,4,United States,NBA 1995-1996 Players Information
Scott Burrell,G-F,2.0065999999999997,98.88313666,25,CHA,20,2,United States,NBA 1995-1996 Players Information
Junior Burrough,PF,2.032,109.76935354000001,23,BOS,61,0,United States,NBA 1995-1996 Players Information
Mitchell Butler,SG,1.9558,95.2543977,25,WAS,61,2,United States,NBA 1995-1996 Players Information
Jason Caffey,PF,2.032,115.66605435000001,22,CHI,57,0,United States,NBA 1995-1996 Players Information
Michael Cage,PF,2.0574,101.60469088,34,CLE,82,11,United States,NBA 1995-1996 Players Information
Adrian Caldwell,PF,2.032,120.20197805000001,29,IND,51,3,United States,NBA 1995-1996 Players Information
Elden Campbell,FC,2.1082,97.52235955,27,LAL,82,5,United States,NBA 1995-1996 Players Information
Antoine Carr,PF,2.0574,102.05828325,34,UTA,80,11,United States,NBA 1995-1996 Players Information
Chris Carr,G,1.9558,93.89362059,21,PHX,61,0,United States,NBA 1995-1996 Players Information
Sam Cassell,G,1.905,83.91458845000001,26,HOU,61,2,United States,NBA 1995-1996 Players Information
Duane Causwell,C,2.1336,108.8621688,27,SAC,73,5,United States,NBA 1995-1996 Players Information
Cedric Ceballos,SF,1.9811999999999999,86.1825503,26,LAL,78,5,United States,NBA 1995-1996 Players Information
Rex Chapman,SG,1.9304,83.91458845000001,28,MIA,56,7,United States,NBA 1995-1996 Players Information
Calbert Cheaney,GF,2.0065999999999997,94.80080533,24,WAS,70,2,United States,NBA 1995-1996 Players Information
Pete Chilcutt,F,2.0827999999999998,104.32624510000001,27,HOU,74,4,United States,NBA 1995-1996 Players Information
Randolph Childress,SG,1.8796,85.27536556,23,POR,28,0,United States,NBA 1995-1996 Players Information
Chris Childs,SG,1.905,88.45051215000001,28,NJN,78,2,United States,NBA 1995-1996 Players Information
Doug Christie,SG,1.9811999999999999,90.718474,25,"NYK, TOR",55,3,United States,NBA 1995-1996 Players Information
Robert Churchwell,GF,1.9811999999999999,88.45051215000001,24,GSW,4,1,United States,NBA 1995-1996 Players Information
Charles Claxton,C,2.1336,120.20197805000001,25,BOS,3,0,United States,NBA 1995-1996 Players Information
John Coker,C,2.1336,114.75886961,24,PHX,5,0,United States,NBA 1995-1996 Players Information
Derrick Coleman,FC,2.0827999999999998,104.32624510000001,28,PHI,11,5,United States,NBA 1995-1996 Players Information
Bimbo Coles,SG,1.8541999999999998,81.6466266,27,"GOS, MIA",81,5,United States,NBA 1995-1996 Players Information
Marty Conlon,F-C,2.0827999999999998,101.60469088,28,MIL,74,5,United States,NBA 1995-1996 Players Information
Anthony Cook,FC,2.0574,92.98643585,28,POR,11,4,United States,NBA 1995-1996 Players Information
Tyrone Corbin,F,1.9811999999999999,95.2543977,33,"MIA, SAC",71,10,United States,NBA 1995-1996 Players Information
Joe Courtney,PF,2.032,106.59420695,26,CLE,23,3,United States,NBA 1995-1996 Players Information
John Crotty,PG,1.8541999999999998,83.91458845000001,26,CLE,58,4,United States,NBA 1995-1996 Players Information
Terry Cummings,PF,2.0574,99.79032140000001,34,MIL,81,13,United States,NBA 1995-1996 Players Information
Dell Curry,SG,1.9304,86.1825503,31,CHA,82,9,United States,NBA 1995-1996 Players Information
Michael Curry,F-G,1.9558,95.2543977,27,"DET, WAS",46,2,United States,NBA 1995-1996 Players Information
Rastko Cvetkovic,C,2.159,117.9340162,25,DEN,14,0,Serbia,NBA 1995-1996 Players Information
Sasha Danilovic,SF,1.9558,90.718474,26,MIA,19,0,Bosnia and Herzegovina,NBA 1995-1996 Players Information
Yinka Dare,C,2.159,122.4699399,23,NJN,58,1,Nigeria,NBA 1995-1996 Players Information
Antonio Davis,FC,2.0574,111.13013065000001,27,IND,82,2,United States,NBA 1995-1996 Players Information
Dale Davis,C-F,2.1082,114.30527724000001,26,IND,78,4,United States,NBA 1995-1996 Players Information
Hubert Davis,SF,1.9558,83.00740371,25,NYK,74,3,United States,NBA 1995-1996 Players Information
Mark Davis,G-F,2.0065999999999997,95.2543977,22,MIN,57,0,United States,NBA 1995-1996 Players Information
Terry Davis,F,2.0574,102.05828325,28,DAL,28,6,United States,NBA 1995-1996 Players Information
Todd Day,GF,1.9811999999999999,85.27536556,26,"BOS, MIL",79,3,United States,NBA 1995-1996 Players Information
Andrew DeClercq,C,2.0827999999999998,104.32624510000001,23,GSW,22,0,United States,NBA 1995-1996 Players Information
Terry Dehere,SG,1.9304,86.1825503,24,LAC,82,2,United States,NBA 1995-1996 Players Information
Vinny Del Negro,SG,1.9304,83.91458845000001,29,SAS,82,5,United States,NBA 1995-1996 Players Information
Bison Dele,C,2.1082,106.59420695,26,LAC,65,4,United States,NBA 1995-1996 Players Information
Dell Demps,G,1.905,92.98643585,26,SAS,16,2,United States,NBA 1995-1996 Players Information
Vlade Divac,C,2.159,117.9340162,28,LAL,79,6,Serbia,NBA 1995-1996 Players Information
Sherman Douglas,PG,1.8288,81.6466266,29,"BOS, MIL",79,6,United States,NBA 1995-1996 Players Information
Clyde Drexler,SG,2.0065999999999997,95.2543977,33,HOU,52,12,United States,NBA 1995-1996 Players Information
Kevin Duckworth,C,2.1336,124.73790175,31,MIL,8,9,United States,NBA 1995-1996 Players Information
Chris Dudley,C,2.1082,106.59420695,31,POR,80,8,United States,NBA 1995-1996 Players Information
Joe Dumars,SG,1.905,86.1825503,32,DET,67,10,United States,NBA 1995-1996 Players Information
Richard Dumas,SF,2.0065999999999997,90.718474,26,PHI,39,3,United States,NBA 1995-1996 Players Information
Tony Dumas,F,1.9811999999999999,86.1825503,23,DAL,67,1,United States,NBA 1995-1996 Players Information
Ledell Eackles,SG,1.9558,99.79032140000001,29,WAS,55,7,United States,NBA 1995-1996 Players Information
Acie Earl,PF,2.0827999999999998,108.8621688,25,TOR,42,2,United States,NBA 1995-1996 Players Information
Tyus Edney,PG,1.778,68.94604024,23,SAC,80,0,United States,NBA 1995-1996 Players Information
Blue Edwards,SG,1.9304,90.718474,30,VAN,82,6,United States,NBA 1995-1996 Players Information
Doug Edwards,F,2.0065999999999997,99.79032140000001,25,VAN,31,2,United States,NBA 1995-1996 Players Information
James Edwards,C,2.1336,102.05828325,40,CHI,28,18,United States,NBA 1995-1996 Players Information
Kevin Edwards,PG,1.905,86.1825503,30,NJN,34,7,United States,NBA 1995-1996 Players Information
Craig Ehlo,SG,1.9811999999999999,81.6466266,34,ATL,79,12,United States,NBA 1995-1996 Players Information
Howard Eisley,G,1.8796,80.28584949,23,UTA,65,1,United States,NBA 1995-1996 Players Information
Mario Elie,SG,1.9558,95.2543977,32,HOU,45,5,United States,NBA 1995-1996 Players Information
Sean Elliott,SF,2.032,92.98643585,28,SAS,77,6,United States,NBA 1995-1996 Players Information
Dale Ellis,GF,2.0065999999999997,92.98643585,35,DEN,81,12,United States,NBA 1995-1996 Players Information
LaPhonso Ellis,PF,2.032,108.8621688,25,DEN,45,3,United States,NBA 1995-1996 Players Information
LeRon Ellis,C,2.1082,102.05828325,26,MIA,12,2,United States,NBA 1995-1996 Players Information
Pervis Ellison,C,2.0574,95.2543977,28,BOS,69,6,United States,NBA 1995-1996 Players Information
Vincenzo Esposito,SG,1.905,89.81128926000001,27,TOR,30,0,Italy,NBA 1995-1996 Players Information
Patrick Ewing,C,2.1336,108.8621688,33,NYK,76,10,United StatesJamaica,NBA 1995-1996 Players Information
Duane Ferrell,F,2.0065999999999997,94.80080533,31,IND,54,7,United States,NBA 1995-1996 Players Information
Danny Ferry,PF,2.0827999999999998,104.32624510000001,29,CLE,82,5,United States,NBA 1995-1996 Players Information
Michael Finley,G-F,2.0065999999999997,102.05828325,22,PHX,82,0,United States,NBA 1995-1996 Players Information
Matt Fish,PF,2.1082,106.59420695,26,"DEN, NYK",18,2,United States,NBA 1995-1996 Players Information
Vern Fleming,G,1.9558,83.91458845000001,34,NJN,77,11,United States,NBA 1995-1996 Players Information
Sherell Ford,F,2.0065999999999997,95.2543977,23,SEA,28,0,United States,NBA 1995-1996 Players Information
Greg Foster,C,2.1082,108.8621688,27,UTA,73,5,United States,NBA 1995-1996 Players Information
Rick Fox,SF,2.0065999999999997,104.32624510000001,26,BOS,81,4,CanadaBahamas,NBA 1995-1996 Players Information
Kevin Gamble,SF,1.9558,95.2543977,30,"MIA, SAC",65,8,United States,NBA 1995-1996 Players Information
Kevin Garnett,PF,2.1082,108.8621688,19,MIN,80,0,United States,NBA 1995-1996 Players Information
Chris Gatling,PF,2.0827999999999998,99.79032140000001,28,"GOS, MIA",71,4,United States,NBA 1995-1996 Players Information
Kenny Gattison,FC,2.032,102.05828325,31,VAN,25,9,United States,NBA 1995-1996 Players Information
Matt Geiger,C,2.1336,110.22294591,26,CHA,77,3,United States,NBA 1995-1996 Players Information
Kendall Gill,SG,1.9558,88.45051215000001,27,"CHA, NJN",47,5,United States,NBA 1995-1996 Players Information
Armen Gilliam,PF,2.0574,104.32624510000001,31,NJN,78,8,United States,NBA 1995-1996 Players Information
Gerald Glass,F,1.9558,108.8621688,28,"CHA, NJN",15,4,United States,NBA 1995-1996 Players Information
Anthony Goldwire,G,1.8541999999999998,82.55381134000001,24,CHA,42,0,United States,NBA 1995-1996 Players Information
Greg Graham,G,1.9304,83.00740371,25,"NJN, PHL",53,2,United States,NBA 1995-1996 Players Information
Ronnie Grandison,F,1.9811999999999999,97.52235955,31,"ATL, MIA, NYK",28,5,United States,NBA 1995-1996 Players Information
Brian Grant,PF,2.0574,115.21246198,23,SAC,78,1,United States,NBA 1995-1996 Players Information
Gary Grant,G,1.905,83.91458845000001,30,NYK,47,7,United States,NBA 1995-1996 Players Information
Greg Grant,PG,1.7018,63.502931800000006,29,"DEN, PHL, WAS",31,5,United States,NBA 1995-1996 Players Information
Harvey Grant,F,2.032,88.45051215000001,30,POR,76,7,United States,NBA 1995-1996 Players Information
Horace Grant,PF,2.0827999999999998,115.66605435000001,30,ORL,63,8,United States,NBA 1995-1996 Players Information
A.C. Green,PF,2.0574,99.79032140000001,32,PHX,82,10,United States,NBA 1995-1996 Players Information
Tom Gugliotta,PF,2.0827999999999998,108.8621688,26,MIN,78,3,United States,NBA 1995-1996 Players Information
Jack Haley,FC,2.0827999999999998,108.8621688,32,CHI,1,8,United States,NBA 1995-1996 Players Information
Thomas Hamilton,C,2.1844,149.6854821,20,BOS,11,0,United States,NBA 1995-1996 Players Information
Geert Hammink,C,2.1336,118.84120094000001,26,"GOS, ORL",6,2,Netherlands,NBA 1995-1996 Players Information
Tom Hammonds,PF,2.0574,97.52235955,28,DEN,71,6,United States,NBA 1995-1996 Players Information
Darrin Hancock,F,2.0065999999999997,92.98643585,24,CHA,63,1,United States,NBA 1995-1996 Players Information
Penny Hardaway,PG,2.0065999999999997,88.45051215000001,24,ORL,82,2,United States,NBA 1995-1996 Players Information
Tim Hardaway,PG,1.8288,79.37866475,29,"GOS, MIA",80,6,United States,NBA 1995-1996 Players Information
Derek Harper,PG,1.9304,83.91458845000001,34,NYK,82,12,United States,NBA 1995-1996 Players Information
Ron Harper,SG,1.9811999999999999,83.91458845000001,32,CHI,80,9,United States,NBA 1995-1996 Players Information
Lucious Harris,SG,1.9558,86.1825503,25,DAL,61,2,United States,NBA 1995-1996 Players Information
Antonio Harvey,C,2.1082,102.05828325,25,"LAC, VAN",55,2,United States,NBA 1995-1996 Players Information
Hersey Hawkins,SG,1.905,86.1825503,29,SEA,82,7,United States,NBA 1995-1996 Players Information
