Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Precious Achiuwa,SF,2.032,110.22294591,23,TOR,55,2,Nigeria,NBA 2022-2023 Players Information
Steven Adams,C,2.1082,120.20197805000001,29,MEM,42,9,New Zealand,NBA 2022-2023 Players Information
Bam Adebayo,C,2.0574,115.66605435000001,25,MIA,75,5,United States,NBA 2022-2023 Players Information
Ochai Agbaji,SF,1.9558,97.52235955,22,UTA,59,0,United States,NBA 2022-2023 Players Information
Santi Aldama,C,2.1336,97.52235955,22,MEM,77,1,Spain,NBA 2022-2023 Players Information
Nickeil Alexander-Walker,SG,1.9558,92.98643585,24,"MIN, UTH",59,3,Canada,NBA 2022-2023 Players Information
Grayson Allen,SG,1.9304,89.81128926000001,27,MIL,72,4,United States,NBA 2022-2023 Players Information
Jarrett Allen,C,2.0574,110.22294591,24,CLE,68,5,United States,NBA 2022-2023 Players Information
Jose Alvarado,G,1.8288,81.19303423000001,24,NOP,61,1,United StatesPuerto Rico,NBA 2022-2023 Players Information
Kyle Anderson,PF,2.0574,104.32624510000001,29,MIN,69,8,United StatesChina,NBA 2022-2023 Players Information
Giannis Antetokounmpo,F,2.1082,110.22294591,28,MIL,63,9,GreeceNigeria,NBA 2022-2023 Players Information
Thanasis Antetokounmpo,SF,2.0065999999999997,99.33672903,30,MIL,37,4,GreeceNigeria,NBA 2022-2023 Players Information
Cole Anthony,PG,1.8796,83.91458845000001,22,ORL,60,2,United States,NBA 2022-2023 Players Information
OG Anunoby,SF,2.0065999999999997,108.8621688,25,TOR,67,5,EnglandUnited States,NBA 2022-2023 Players Information
Ryan Arcidiacono,G,1.905,88.45051215000001,28,"NYK, POR",20,5,United States,NBA 2022-2023 Players Information
Deni Avdija,SG,2.0574,95.2543977,22,WAS,76,2,Israel,NBA 2022-2023 Players Information
Deandre Ayton,C,2.1336,112.03731539,24,PHX,67,4,Bahamas,NBA 2022-2023 Players Information
Udoka Azubuike,C,2.1082,122.4699399,23,UTA,36,2,Nigeria,NBA 2022-2023 Players Information
Marvin Bagley III,PF,2.0827999999999998,106.59420695,23,DET,42,4,United States,NBA 2022-2023 Players Information
"Patrick Baldwin, Jr.",SG,2.0574,99.79032140000001,20,GSW,31,0,United States,NBA 2022-2023 Players Information
LaMelo Ball,G,2.0065999999999997,81.6466266,21,CHA,36,2,United States,NBA 2022-2023 Players Information
Mohamed Bamba,C,2.1336,104.77983747,24,"LAL, ORL",49,4,United States,NBA 2022-2023 Players Information
Paolo Banchero,C,2.0827999999999998,113.3980925,20,ORL,72,0,United StatesItaly,NBA 2022-2023 Players Information
Desmond Bane,SG,1.9558,97.52235955,24,MEM,58,2,United States,NBA 2022-2023 Players Information
Dalano Banton,PG,2.032,92.53284348000001,23,TOR,31,1,Canada,NBA 2022-2023 Players Information
Dominick Barlow,F,2.0574,97.52235955,19,SAS,28,0,United States,NBA 2022-2023 Players Information
Harrison Barnes,SF,2.032,102.05828325,30,SAC,82,10,United States,NBA 2022-2023 Players Information
Scottie Barnes,SF,2.0065999999999997,107.50139169,21,TOR,77,1,United States,NBA 2022-2023 Players Information
R.J. Barrett,SG,1.9811999999999999,97.06876718000001,22,NYK,73,3,Canada,NBA 2022-2023 Players Information
Will Barton,GF,1.9558,82.10021897,32,"TOR, WAS",56,10,United States,NBA 2022-2023 Players Information
Charles Bassey,PF,2.0827999999999998,104.32624510000001,22,SAS,35,1,NigeriaUnited States,NBA 2022-2023 Players Information
Keita Bates-Diop,SF,2.032,103.87265273,27,SAS,67,4,United States,NBA 2022-2023 Players Information
Nicolas Batum,F,2.032,104.32624510000001,34,LAC,78,14,France,NBA 2022-2023 Players Information
Darius Bazley,PF,2.0574,97.97595192,22,"OKC, PHX",43,3,United States,NBA 2022-2023 Players Information
Bradley Beal,SG,1.9304,93.89362059,29,WAS,50,10,United States,NBA 2022-2023 Players Information
Malik Beasley,SG,1.9304,84.82177319,26,"LAL, UTH",81,6,United States,NBA 2022-2023 Players Information
MarJon Beauchamp,SG,2.0065999999999997,90.26488163,22,MIL,52,0,United States,NBA 2022-2023 Players Information
Davis Bertans,SF,2.0827999999999998,102.05828325,30,DAL,45,6,Latvia,NBA 2022-2023 Players Information
Patrick Beverley,PG,1.8796,81.6466266,34,"CHI, LAL",67,10,United States,NBA 2022-2023 Players Information
Saddiq Bey,F,2.0065999999999997,97.52235955,23,"ATL, DET",77,2,United States,NBA 2022-2023 Players Information
Khem Birch,PF,2.032,105.68702221000001,30,TOR,20,5,Canada,NBA 2022-2023 Players Information
Goga Bitadze,C,2.0827999999999998,113.3980925,23,"IND, ORL",38,3,Georgia,NBA 2022-2023 Players Information
Bismack Biyombo,PF,2.032,115.66605435000001,30,PHX,61,11,Democratic Republic of the Congo,NBA 2022-2023 Players Information
Buddy Boeheim,SG,1.9558,92.98643585,23,DET,10,0,United States,NBA 2022-2023 Players Information
Bogdan Bogdanovic,SG,1.9558,102.05828325,30,ATL,54,5,Serbia,NBA 2022-2023 Players Information
Bojan Bogdanovic,F,2.0065999999999997,102.51187562000001,33,DET,59,8,Bosnia and HerzegovinaCroatia,NBA 2022-2023 Players Information
Bol Bol,C,2.2098,99.79032140000001,23,ORL,70,3,United States,NBA 2022-2023 Players Information
Leandro Bolmaro,SG,1.9811999999999999,90.718474,22,UTA,14,1,Argentina,NBA 2022-2023 Players Information
Devin Booker,SG,1.9811999999999999,93.44002822,26,PHX,53,7,United States,NBA 2022-2023 Players Information
"B.J. Boston, Jr.",SG,1.9811999999999999,85.27536556,21,LAC,22,1,United States,NBA 2022-2023 Players Information
Chris Boucher,PF,2.0574,90.718474,30,TOR,76,5,Saint LuciaCanada,NBA 2022-2023 Players Information
James Bouknight,G,1.9304,86.1825503,22,CHA,34,1,United States,NBA 2022-2023 Players Information
Jamaree Bouyea,G,1.8796,81.6466266,23,"MIA, WAS",5,0,United States,NBA 2022-2023 Players Information
Tony Bradley,C,2.1082,112.49090776,25,CHI,12,5,United States,NBA 2022-2023 Players Information
Malaki Branham,GF,1.9304,81.6466266,19,SAS,66,0,United States,NBA 2022-2023 Players Information
Jarrell Brantley,SF,1.9558,113.3980925,26,UTA,4,2,United States,NBA 2022-2023 Players Information
Christian Braun,SF,1.9811999999999999,99.79032140000001,21,DEN,76,0,United States,NBA 2022-2023 Players Information
Mikal Bridges,SG,1.9811999999999999,94.80080533,26,"BRK, PHX",83,4,United States,NBA 2022-2023 Players Information
Oshae Brissett,PF,2.0065999999999997,95.2543977,24,IND,65,3,Canada,NBA 2022-2023 Players Information
Malcolm Brogdon,SG,1.9304,103.87265273,30,BOS,67,6,United States,NBA 2022-2023 Players Information
Dillon Brooks,F,1.9811999999999999,102.05828325,27,MEM,73,5,Canada,NBA 2022-2023 Players Information
Greg Brown III,SF,2.0065999999999997,93.44002822,21,POR,16,1,United States,NBA 2022-2023 Players Information
Jaylen Brown,SF,1.9811999999999999,101.15109851000001,26,BOS,67,6,United States,NBA 2022-2023 Players Information
"Bruce Brown, Jr.",SG,1.9304,91.62565874,26,DEN,80,4,United States,NBA 2022-2023 Players Information
"Troy Brown, Jr.",SF,2.0065999999999997,97.52235955,23,LAL,76,4,United States,NBA 2022-2023 Players Information
Kendall Brown,G,2.0065999999999997,92.98643585,19,IND,6,0,United States,NBA 2022-2023 Players Information
Moses Brown,C,2.1844,117.02683146000001,23,"BRK, LAC",36,3,United States,NBA 2022-2023 Players Information
Sterling Brown,G,1.9558,99.33672903,28,LAL,4,5,United States,NBA 2022-2023 Players Information
Jalen Brunson,PG,1.8796,86.1825503,26,NYK,68,4,United States,NBA 2022-2023 Players Information
Thomas Bryant,C,2.0827999999999998,112.49090776,25,"DEN, LAL",59,5,United States,NBA 2022-2023 Players Information
Reggie Bullock,SG,1.9811999999999999,92.98643585,31,DAL,78,9,United States,NBA 2022-2023 Players Information
Alec Burks,SG,1.9558,97.06876718000001,31,DET,51,11,United States,NBA 2022-2023 Players Information
Deonte Burton,F,1.9304,108.8621688,29,SAC,2,2,United States,NBA 2022-2023 Players Information
Jared Butler,PG,1.905,87.54332741,22,OKC,6,1,United States,NBA 2022-2023 Players Information
Jimmy Butler,GF,2.0065999999999997,104.32624510000001,33,MIA,64,11,United States,NBA 2022-2023 Players Information
John Butler,C,2.1336,86.1825503,20,POR,19,0,United States,NBA 2022-2023 Players Information
Jamal Cain,F,1.9811999999999999,86.63614267,23,MIA,18,0,United States,NBA 2022-2023 Players Information
Kentavious Caldwell-Pope,SG,1.9558,92.53284348000001,30,DEN,76,9,United States,NBA 2022-2023 Players Information
Facundo Campazzo,PG,1.8034,74.84274105,31,DAL,8,2,Argentina,NBA 2022-2023 Players Information
Vlatko Cancar,SF,2.032,107.04779932000001,25,DEN,60,3,Slovenia,NBA 2022-2023 Players Information
