Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Zaid Abdul-Aziz,FC,2.0574,106.59420695,31,"BOS, HOU",16,9,United States,NBA 1977-1978 Players Information
Kareem Abdul-Jabbar,C,2.1844,102.05828325,30,LAL,62,8,United States,NBA 1977-1978 Players Information
Tom Abernethy,PF,2.0065999999999997,99.79032140000001,23,LAL,73,1,United States,NBA 1977-1978 Players Information
Alvan Adams,FC,2.0574,95.2543977,23,PHX,70,2,United States,NBA 1977-1978 Players Information
Lucius Allen,PG,1.8796,79.37866475,30,KCK,76,8,United States,NBA 1977-1978 Players Information
Jim Ard,PF,2.032,97.52235955,29,"BOS, CHI",15,3,United States,NBA 1977-1978 Players Information
Tate Armstrong,SG,1.905,79.37866475,22,CHI,66,0,United States,NBA 1977-1978 Players Information
Bird Averitt,SG,1.8541999999999998,77.1107029,25,"BUF, NJN",55,1,United States,NBA 1977-1978 Players Information
Dennis Awtrey,C,2.0827999999999998,106.59420695,30,PHX,81,7,United States,NBA 1977-1978 Players Information
Gus Bailey,GF,1.9558,83.91458845000001,27,NOJ,48,3,United States,NBA 1977-1978 Players Information
Greg Ballard,F,2.0065999999999997,97.52235955,23,WAS,76,0,United States,NBA 1977-1978 Players Information
Mike Bantom,FC,2.0574,90.718474,26,IND,82,4,United States,NBA 1977-1978 Players Information
Marvin Barnes,FC,2.032,95.2543977,25,"BUF, DET",60,1,United States,NBA 1977-1978 Players Information
Rick Barry,F,2.0065999999999997,92.98643585,33,GSW,82,7,United States,NBA 1977-1978 Players Information
Tim Bassett,FC,2.032,102.05828325,26,NJN,65,1,United States,NBA 1977-1978 Players Information
Butch Beard,G,1.905,83.91458845000001,30,NYK,79,7,United States,NBA 1977-1978 Players Information
Ron Behagen,FC,2.0574,83.91458845000001,27,"ATL, HOU, IND",80,4,United States,NBA 1977-1978 Players Information
Mel Bennett,F,2.0065999999999997,90.718474,23,IND,31,1,United States,NBA 1977-1978 Players Information
Kent Benson,C,2.0827999999999998,106.59420695,23,MIL,69,0,United States,NBA 1977-1978 Players Information
Henry Bibby,G,1.8541999999999998,83.91458845000001,28,PHI,82,5,United States,NBA 1977-1978 Players Information
Bob Bigelow,GF,2.0065999999999997,97.52235955,24,"BOS, KCK",5,2,United States,NBA 1977-1978 Players Information
Dave Bing,G,1.905,81.6466266,34,BOS,80,11,United States,NBA 1977-1978 Players Information
Otis Birdsong,GF,1.905,86.1825503,22,KCK,73,0,United States,NBA 1977-1978 Players Information
Tom Boerwinkle,C,2.1336,120.20197805000001,32,CHI,22,9,United States,NBA 1977-1978 Players Information
Phil Bond,PG,1.8796,79.37866475,23,HOU,7,0,United States,NBA 1977-1978 Players Information
Ron Boone,GF,1.8796,90.718474,31,KCK,82,1,United States,NBA 1977-1978 Players Information
Jim Bostic,F,2.0065999999999997,102.05828325,25,DET,4,1,United States,NBA 1977-1978 Players Information
Tom Boswell,FC,2.0574,99.79032140000001,24,BOS,65,2,United States,NBA 1977-1978 Players Information
Freddie Boyd,G,1.8796,81.6466266,27,NOJ,21,5,United States,NBA 1977-1978 Players Information
Alonzo Bradley,SF,1.9811999999999999,86.1825503,24,HOU,43,0,United States,NBA 1977-1978 Players Information
Mike Bratz,G,1.8796,83.91458845000001,22,PHX,79,0,United States,NBA 1977-1978 Players Information
Jim Brewer,PF,2.0574,95.2543977,26,CLE,79,4,United States,NBA 1977-1978 Players Information
Junior Bridgeman,GF,1.9558,95.2543977,24,MIL,82,2,United States,NBA 1977-1978 Players Information
Allan Bristow,GF,2.0065999999999997,95.2543977,26,SAS,82,4,United States,NBA 1977-1978 Players Information
Wayman Britt,PG,1.8796,,25,DET,7,1,United States,NBA 1977-1978 Players Information
Gary Brokaw,G,1.9304,80.73944186,24,BUF,13,3,United States,NBA 1977-1978 Players Information
Fred Brown,G,1.905,82.55381134000001,29,SEA,72,6,United States,NBA 1977-1978 Players Information
John Brown,SF,2.0065999999999997,99.79032140000001,26,ATL,74,4,GermanyUnited States,NBA 1977-1978 Players Information
Joe Bryant,PF,2.0574,83.91458845000001,23,PHI,81,2,United States,NBA 1977-1978 Players Information
Quinn Buckner,G,1.905,86.1825503,23,MIL,82,1,United States,NBA 1977-1978 Players Information
Ticky Burden,SG,1.8796,83.91458845000001,25,NYK,2,1,United States,NBA 1977-1978 Players Information
Tom Burleson,C,2.1844,102.05828325,26,KCK,76,3,United States,NBA 1977-1978 Players Information
Don Buse,G,1.9304,86.1825503,27,PHX,82,1,United States,NBA 1977-1978 Players Information
Corky Calhoun,F,2.0065999999999997,95.2543977,27,POR,79,5,United States,NBA 1977-1978 Players Information
Mack Calvin,PG,1.8288,74.84274105,30,DEN,77,1,United States,NBA 1977-1978 Players Information
Austin Carr,G,1.9304,90.718474,29,CLE,82,6,United States,NBA 1977-1978 Players Information
Kenny Carr,GF,2.0065999999999997,99.79032140000001,22,LAL,52,0,United States,NBA 1977-1978 Players Information
M.L. Carr,GF,1.9811999999999999,92.98643585,27,DET,79,3,United States,NBA 1977-1978 Players Information
Bob Carrington,SG,1.9811999999999999,88.45051215000001,24,"IND, NJN",72,1,United States,NBA 1977-1978 Players Information
Harvey Catchings,FC,2.0574,98.88313666,26,PHI,61,3,United States,NBA 1977-1978 Players Information
Don Chaney,G,1.9558,95.2543977,31,"BOS, LAL",51,8,United States,NBA 1977-1978 Players Information
Kenny Charles,SG,1.905,81.6466266,26,ATL,21,4,Trinidad and Tobago,NBA 1977-1978 Players Information
Phil Chenier,PG,1.905,81.6466266,27,WAS,36,6,United States,NBA 1977-1978 Players Information
Jim Chones,FC,2.1082,99.79032140000001,28,CLE,82,3,United States,NBA 1977-1978 Players Information
Jim Cleamons,SG,1.905,83.91458845000001,28,NYK,79,6,United States,NBA 1977-1978 Players Information
E.C. Coleman,PF,2.032,102.05828325,27,GSW,72,4,United States,NBA 1977-1978 Players Information
Doug Collins,GF,1.9811999999999999,81.6466266,26,PHI,79,4,United States,NBA 1977-1978 Players Information
Norm Cook,F,2.032,95.2543977,22,DEN,2,1,United States,NBA 1977-1978 Players Information
Dave Cowens,FC,2.0574,104.32624510000001,29,BOS,77,7,United States,NBA 1977-1978 Players Information
Wesley Cox,SF,1.9811999999999999,97.52235955,23,GSW,42,0,United States,NBA 1977-1978 Players Information
Charlie Criss,G,1.7271999999999998,74.84274105,29,ATL,77,1,United States,NBA 1977-1978 Players Information
Mark Crow,SF,2.0065999999999997,95.2543977,23,NJN,14,0,United States,NBA 1977-1978 Players Information
Louie Dampier,PG,1.8288,77.1107029,33,SAS,82,1,United States,NBA 1977-1978 Players Information
Bob Dandridge,SF,1.9811999999999999,88.45051215000001,30,WAS,75,8,United States,NBA 1977-1978 Players Information
Adrian Dantley,SF,1.9558,94.34721296000001,22,"IND, LAL",79,1,United States,NBA 1977-1978 Players Information
Brad Davis,G,1.905,81.6466266,22,LAL,33,0,United States,NBA 1977-1978 Players Information
Johnny Davis,G,1.8796,77.1107029,22,POR,82,1,United States,NBA 1977-1978 Players Information
Walter Davis,GF,1.9811999999999999,87.54332741,23,PHX,81,0,United States,NBA 1977-1978 Players Information
Darryl Dawkins,C,2.1082,113.85168487,21,PHI,70,2,United States,NBA 1977-1978 Players Information
Ernie DiGregorio,PG,1.8288,81.6466266,27,"BOS, LAL",51,4,United States,NBA 1977-1978 Players Information
Derrek Dickey,F,2.0065999999999997,98.88313666,26,"CHI, GOS",48,4,United States,NBA 1977-1978 Players Information
Coby Dietrick,FC,2.0827999999999998,99.79032140000001,29,SAS,79,1,United States,NBA 1977-1978 Players Information
Jacky Dorsey,SF,2.0065999999999997,104.32624510000001,23,"DEN, POR",10,1,United States,NBA 1977-1978 Players Information
Leon Douglas,C,2.0827999999999998,104.32624510000001,23,DET,79,1,United States,NBA 1977-1978 Players Information
John Drew,GF,1.9811999999999999,92.98643585,23,ATL,70,3,United States,NBA 1977-1978 Players Information
Charles Dudley,PG,1.8796,81.6466266,27,GSW,76,5,United States,NBA 1977-1978 Players Information
"Mike Dunleavy, Sr.",G,1.905,81.6466266,23,"HOU, PHL",15,1,United States,NBA 1977-1978 Players Information
T.R. Dunn,G,1.9304,87.08973504000001,23,POR,63,0,United States,NBA 1977-1978 Players Information
Jim Eakins,C,2.1082,97.52235955,31,"MIL, SAN",33,1,United States,NBA 1977-1978 Players Information
Al Eberhard,F,1.9811999999999999,102.05828325,25,DET,37,3,United States,NBA 1977-1978 Players Information
James Edwards,C,2.1336,102.05828325,22,"IND, LAL",83,0,United States,NBA 1977-1978 Players Information
Bo Ellis,F,2.0574,89.35769689,23,DEN,77,0,United States,NBA 1977-1978 Players Information
Len Elmore,FC,2.0574,99.79032140000001,25,IND,69,1,United States,NBA 1977-1978 Players Information
Alex English,SF,2.0065999999999997,86.1825503,24,MIL,82,1,United States,NBA 1977-1978 Players Information
Julius Erving,SF,1.9811999999999999,90.718474,28,PHI,74,5,United States,NBA 1977-1978 Players Information
Al Fleming,SF,2.0065999999999997,97.52235955,23,SEA,20,1,United States,NBA 1977-1978 Players Information
Mike Flynn,G,1.8796,81.6466266,24,IND,71,1,Morocco,NBA 1977-1978 Players Information
Chris Ford,SG,1.9558,86.1825503,29,DET,82,5,United States,NBA 1977-1978 Players Information
Don Ford,F,2.0574,97.52235955,25,LAL,79,2,United States,NBA 1977-1978 Players Information
Bayard Forrest,C,2.0827999999999998,106.59420695,23,PHX,64,0,United States,NBA 1977-1978 Players Information
Walt Frazier,PG,1.9304,90.718474,32,CLE,51,10,United States,NBA 1977-1978 Players Information
World B. Free,G,1.8796,83.91458845000001,24,PHI,76,2,United States,NBA 1977-1978 Players Information
Terry Furlow,SG,1.9304,86.1825503,23,CLE,53,1,United States,NBA 1977-1978 Players Information
Mike Gale,G,1.9304,83.91458845000001,27,SAS,70,1,United States,NBA 1977-1978 Players Information
Gus Gerard,GF,2.032,90.718474,24,"BUF, DET",57,1,United States,NBA 1977-1978 Players Information
George Gervin,GF,2.0065999999999997,81.6466266,25,SAS,82,1,United States,NBA 1977-1978 Players Information
John Gianelli,FC,2.0827999999999998,99.79032140000001,27,MIL,82,5,United States,NBA 1977-1978 Players Information
Artis Gilmore,C,2.1844,108.8621688,28,CHI,82,1,United States,NBA 1977-1978 Players Information
Mike Glenn,G,1.8796,79.37866475,22,BUF,56,0,United States,NBA 1977-1978 Players Information
Glen Gondrezick,F,1.9811999999999999,98.88313666,22,NYK,71,0,United States,NBA 1977-1978 Players Information
Gail Goodrich,G,1.8541999999999998,77.1107029,34,NOJ,81,12,United States,NBA 1977-1978 Players Information
Mike Green,C,2.0827999999999998,90.718474,26,"SAN, SEA",72,1,United States,NBA 1977-1978 Players Information
Rickey Green,PG,1.8288,77.1107029,23,GSW,75,0,United States,NBA 1977-1978 Players Information
Steve Green,SF,2.0065999999999997,99.79032140000001,24,IND,44,1,United States,NBA 1977-1978 Players Information
Kevin Grevey,GF,1.9558,95.2543977,24,WAS,81,2,United States,NBA 1977-1978 Players Information
Greg Griffin,F,2.0065999999999997,83.91458845000001,25,PHX,36,0,United States,NBA 1977-1978 Players Information
Paul Griffin,FC,2.0574,92.98643585,24,NOJ,82,1,United States,NBA 1977-1978 Players Information
Bob Gross,SF,1.9811999999999999,90.718474,24,POR,72,2,United States,NBA 1977-1978 Players Information
Ernie Grunfeld,GF,1.9811999999999999,95.2543977,22,MIL,73,0,RomaniaUnited States,NBA 1977-1978 Players Information
Glenn Hansen,SG,1.9304,92.98643585,25,"CHI, KCK",5,2,United States,NBA 1977-1978 Players Information
Joe Hassett,SG,1.9558,81.6466266,22,SEA,49,0,United States,NBA 1977-1978 Players Information
John Havlicek,GF,1.9558,90.718474,37,BOS,82,13,United States,NBA 1977-1978 Players Information
Steve Hawes,C,2.0574,99.79032140000001,27,ATL,75,3,United States,NBA 1977-1978 Players Information
Robert Hawkins,G,1.9304,86.1825503,23,NJN,15,2,United States,NBA 1977-1978 Players Information
Elvin Hayes,FC,2.0574,106.59420695,32,WAS,81,9,United States,NBA 1977-1978 Players Information
Spencer Haywood,PF,2.032,102.05828325,28,NYK,67,7,United States,NBA 1977-1978 Players Information
Gar Heard,PF,1.9811999999999999,99.33672903,29,PHX,80,7,United States,NBA 1977-1978 Players Information
Tom Henderson,SG,1.905,86.1825503,26,WAS,75,3,United States,NBA 1977-1978 Players Information
Armond Hill,PG,1.9304,86.1825503,24,ATL,82,1,United States,NBA 1977-1978 Players Information
Darnell Hillman,FC,2.0574,97.52235955,28,"DEN, NJN",78,1,United States,NBA 1977-1978 Players Information
Wilbur Holland,G,1.8288,79.37866475,26,CHI,82,2,United States,NBA 1977-1978 Players Information
Lionel Hollins,G,1.905,83.91458845000001,24,POR,81,2,United States,NBA 1977-1978 Players Information
Lou Hudson,GF,1.9558,95.2543977,33,LAL,82,11,United States,NBA 1977-1978 Players Information
