Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Kareem Abdul-Jabbar,C,2.1844,102.05828325,34,LAL,76,12,United States,NBA 1981-1982 Players Information
Alvan Adams,FC,2.0574,95.2543977,27,PHX,79,6,United States,NBA 1981-1982 Players Information
Mark Aguirre,SF,1.9811999999999999,105.23342984,22,DAL,51,0,United States,NBA 1981-1982 Players Information
Danny Ainge,G,1.9304,79.37866475,22,BOS,53,0,United States,NBA 1981-1982 Players Information
Tiny Archibald,PG,1.8541999999999998,68.0388555,33,BOS,68,11,United States,NBA 1981-1982 Players Information
Dennis Awtrey,C,2.0827999999999998,106.59420695,34,POR,10,11,United States,NBA 1981-1982 Players Information
Carl Bailey,C,2.1336,95.2543977,23,POR,1,1,United States,NBA 1981-1982 Players Information
James Bailey,FC,2.0574,99.79032140000001,24,"NJN, SEA",77,2,United States,NBA 1981-1982 Players Information
Greg Ballard,F,2.0065999999999997,97.52235955,27,WAS,79,4,United States,NBA 1981-1982 Players Information
Gene Banks,GF,2.0065999999999997,97.52235955,22,SAS,80,0,United States,NBA 1981-1982 Players Information
Mike Bantom,FC,2.0574,90.718474,30,"IND, PHL",82,8,United States,NBA 1981-1982 Players Information
Billy Ray Bates,SG,1.9304,95.2543977,25,POR,75,3,United States,NBA 1981-1982 Players Information
Mel Bennett,F,2.0065999999999997,90.718474,27,CLE,3,4,United States,NBA 1981-1982 Players Information
Kent Benson,C,2.0827999999999998,106.59420695,27,DET,75,4,United States,NBA 1981-1982 Players Information
Larry Bird,SF,2.0574,99.79032140000001,25,BOS,77,2,United States,NBA 1981-1982 Players Information
Otis Birdsong,GF,1.905,86.1825503,26,NJN,37,4,United States,NBA 1981-1982 Players Information
Rolando Blackman,G,1.9811999999999999,86.1825503,23,DAL,82,0,PanamaUnited States,NBA 1981-1982 Players Information
Ray Blume,SG,1.9304,83.91458845000001,23,CHI,49,0,United States,NBA 1981-1982 Players Information
Alex Bradley,F,1.9811999999999999,97.52235955,22,NYK,39,0,United States,NBA 1981-1982 Players Information
Charles Bradley,SG,1.9558,97.52235955,22,BOS,51,0,United States,NBA 1981-1982 Players Information
Dudley Bradley,GF,1.9811999999999999,88.45051215000001,24,PHX,64,2,United States,NBA 1981-1982 Players Information
Brad Branson,FC,2.0827999999999998,99.79032140000001,23,CLE,10,0,United States,NBA 1981-1982 Players Information
Mike Bratz,G,1.8796,83.91458845000001,26,SAS,81,4,United States,NBA 1981-1982 Players Information
Jim Brewer,PF,2.0574,95.2543977,30,LAL,71,8,United States,NBA 1981-1982 Players Information
Ron Brewer,G,1.9304,81.6466266,26,"CLE, SAN",72,3,United States,NBA 1981-1982 Players Information
Junior Bridgeman,GF,1.9558,95.2543977,28,MIL,41,6,United States,NBA 1981-1982 Players Information
Allan Bristow,GF,2.0065999999999997,95.2543977,30,DAL,82,8,United States,NBA 1981-1982 Players Information
