Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Alex Abrines,GF,1.9811999999999999,86.1825503,23,OKC,68,0,Spain,NBA 2016-2017 Players Information
Quincy Acy,F,2.0065999999999997,108.8621688,26,"BRK, DAL",38,4,United States,NBA 2016-2017 Players Information
Steven Adams,C,2.1082,120.20197805000001,23,OKC,80,3,New Zealand,NBA 2016-2017 Players Information
Arron Afflalo,SG,1.9558,95.2543977,31,SAC,61,9,United States,NBA 2016-2017 Players Information
Alexis Ajinca,C,2.1844,112.49090776,28,NOP,39,6,France,NBA 2016-2017 Players Information
Cole Aldrich,C,2.1082,114.75886961,28,MIN,62,6,United States,NBA 2016-2017 Players Information
LaMarcus Aldridge,FC,2.1082,120.20197805000001,31,SAS,72,10,United States,NBA 2016-2017 Players Information
Lavoy Allen,PF,2.0574,117.9340162,28,IND,61,5,United States,NBA 2016-2017 Players Information
Tony Allen,SG,1.9304,96.61517481,35,MEM,71,12,United States,NBA 2016-2017 Players Information
Al-Farouq Aminu,F,2.0574,99.79032140000001,26,POR,61,6,United StatesNigeria,NBA 2016-2017 Players Information
Chris Andersen,FC,2.0827999999999998,111.13013065000001,38,CLE,12,14,United States,NBA 2016-2017 Players Information
Alan Anderson,GF,1.9811999999999999,99.79032140000001,34,LAC,30,7,United States,NBA 2016-2017 Players Information
Justin Anderson,F,1.9811999999999999,104.32624510000001,23,"DAL, PHL",75,1,United States,NBA 2016-2017 Players Information
Kyle Anderson,PF,2.0574,104.32624510000001,23,SAS,72,2,United StatesChina,NBA 2016-2017 Players Information
Ryan Anderson,PF,2.0827999999999998,108.8621688,28,HOU,72,8,United States,NBA 2016-2017 Players Information
Giannis Antetokounmpo,F,2.1082,110.22294591,22,MIL,80,3,GreeceNigeria,NBA 2016-2017 Players Information
Carmelo Anthony,F,2.032,108.8621688,32,NYK,74,13,United States,NBA 2016-2017 Players Information
Joel Anthony,C,2.0574,111.13013065000001,34,SAS,19,9,Canada,NBA 2016-2017 Players Information
Trevor Ariza,SF,2.032,97.52235955,31,HOU,80,12,United States,NBA 2016-2017 Players Information
Darrell Arthur,PF,2.0574,106.59420695,28,DEN,41,8,United States,NBA 2016-2017 Players Information
Omer Asik,C,2.1336,115.66605435000001,30,NOP,31,6,Turkey,NBA 2016-2017 Players Information
D.J. Augustin,G,1.8288,83.00740371,29,ORL,78,8,United States,NBA 2016-2017 Players Information
Luke Babbitt,SF,2.0574,102.05828325,27,MIA,68,6,United States,NBA 2016-2017 Players Information
Ron Baker,G,1.9304,99.79032140000001,23,NYK,52,0,United States,NBA 2016-2017 Players Information
Wade Baldwin IV,G,1.9304,99.79032140000001,20,MEM,33,0,United States,NBA 2016-2017 Players Information
Leandro Barbosa,G,1.905,87.99691978,34,PHX,67,13,Brazil,NBA 2016-2017 Players Information
J.J. Barea,G,1.778,81.6466266,32,DAL,35,10,Puerto RicoUnited States,NBA 2016-2017 Players Information
Harrison Barnes,SF,2.032,102.05828325,24,DAL,79,4,United States,NBA 2016-2017 Players Information
Matt Barnes,GF,2.0065999999999997,102.51187562000001,36,"GOS, SAC",74,14,United States,NBA 2016-2017 Players Information
Will Barton,GF,1.9558,82.10021897,26,DEN,60,4,United States,NBA 2016-2017 Players Information
Brandon Bass,PF,2.032,113.3980925,31,LAC,52,11,United States,NBA 2016-2017 Players Information
Nicolas Batum,F,2.032,104.32624510000001,28,CHA,77,8,France,NBA 2016-2017 Players Information
Jerryd Bayless,G,1.905,95.2543977,28,PHI,3,8,United States,NBA 2016-2017 Players Information
Aron Baynes,C,2.0827999999999998,117.9340162,30,DET,75,4,New ZealandAustralia,NBA 2016-2017 Players Information
Kent Bazemore,GF,1.9304,88.45051215000001,27,ATL,73,4,United States,NBA 2016-2017 Players Information
Bradley Beal,SG,1.9304,93.89362059,23,WAS,77,4,United States,NBA 2016-2017 Players Information
Malik Beasley,SG,1.9304,84.82177319,20,DEN,22,0,United States,NBA 2016-2017 Players Information
Michael Beasley,PF,2.0574,106.59420695,28,MIL,56,8,United States,NBA 2016-2017 Players Information
Marco Belinelli,G,1.9558,102.05828325,30,CHA,74,9,Italy,NBA 2016-2017 Players Information
