Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Andy Phillip,GF,1.8796,88.45051215000001,34,BOS,68,9,United States,NBA 1956-1957 Players Information
Dave Piontek,F,1.9811999999999999,104.32624510000001,22,ROR,71,0,United States,NBA 1956-1957 Players Information
Frank Ramsey,F,1.905,86.1825503,25,BOS,35,1,United States,NBA 1956-1957 Players Information
Jim Ray,PG,1.8541999999999998,81.6466266,23,SYR,5,0,United States,NBA 1956-1957 Players Information
Richie Regan,G,1.8796,81.6466266,26,ROR,71,1,United States,NBA 1956-1957 Players Information
Dick Ricketts,F,2.0065999999999997,97.52235955,23,ROR,72,1,United States,NBA 1956-1957 Players Information
Arnie Risen,C,2.0574,90.718474,32,BOS,43,8,United States,NBA 1956-1957 Players Information
Red Rocha,FC,2.0574,83.91458845000001,33,FWP,72,8,United States,NBA 1956-1957 Players Information
Dick Rosenthal,F,1.9558,92.98643585,27,FWP,17,1,United States,NBA 1956-1957 Players Information
Bill Russell,C,2.0827999999999998,97.52235955,23,BOS,48,0,United States,NBA 1956-1957 Players Information
Don Savage,SF,1.905,92.98643585,28,SYR,5,1,United States,NBA 1956-1957 Players Information
Bob Schafer,G,1.8796,74.84274105,-,SYR,1,1,United States,NBA 1956-1957 Players Information
Dolph Schayes,FC,2.0065999999999997,88.45051215000001,28,SYR,72,7,United States,NBA 1956-1957 Players Information
Dick Schnittker,PF,1.9558,90.718474,28,MIN,70,4,United States,NBA 1956-1957 Players Information
Kenny Sears,F,2.0574,89.81128926000001,23,NYK,72,1,United States,NBA 1956-1957 Players Information
Paul Seymour,GF,1.8541999999999998,81.6466266,29,SYR,63,8,United States,NBA 1956-1957 Players Information
Charlie Share,C,2.1082,106.59420695,29,STH,72,5,United States,NBA 1956-1957 Players Information
Bill Sharman,G,1.8541999999999998,79.37866475,30,BOS,67,6,United States,NBA 1956-1957 Players Information
Ronnie Shavlik,PF,2.032,90.718474,23,NYK,7,0,United States,NBA 1956-1957 Players Information
Gene Shue,G,1.8796,77.1107029,25,FWP,72,2,United States,NBA 1956-1957 Players Information
Whitey Skoog,G,1.8034,81.6466266,30,MIN,24,5,United States,NBA 1956-1957 Players Information
Ron Sobiezczyk,G,1.905,83.91458845000001,22,NYK,71,0,United States,NBA 1956-1957 Players Information
Odie Spears,GF,1.9558,92.98643585,31,STH,7,7,United States,NBA 1956-1957 Players Information
Art Spoelstra,C,2.0827999999999998,92.98643585,24,ROR,69,2,United States,NBA 1956-1957 Players Information
Norm Stewart,,,,22,STH,5,0,United States,NBA 1956-1957 Players Information
Maurice Stokes,FC,2.0065999999999997,105.23342984,23,ROR,72,1,United States,NBA 1956-1957 Players Information
Bill Thieben,F,1.9811999999999999,88.45051215000001,21,FWP,58,0,United States,NBA 1956-1957 Players Information
Lou Tsioropoulos,SF,1.9558,86.1825503,26,BOS,52,0,United States,NBA 1956-1957 Players Information
Jim Tucker,C,2.032,83.91458845000001,24,SYR,9,2,United States,NBA 1956-1957 Players Information
Jack Twyman,F,1.9811999999999999,95.2543977,22,ROR,72,1,United States,NBA 1956-1957 Players Information
Bobby Wanzer,G,1.8288,77.1107029,35,ROR,22,8,United States,NBA 1956-1957 Players Information
Bob Williams,F,1.9811999999999999,104.32624510000001,25,MIN,5,1,United States,NBA 1956-1957 Players Information
George Yardley,GF,1.9558,86.1825503,28,FWP,72,3,United States,NBA 1956-1957 Players Information
