Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Jeff Adrien,SF,2.0065999999999997,111.13013065000001,26,HOU,8,1,United States,NBA 2011-2012 Players Information
Arron Afflalo,SG,1.9558,95.2543977,26,DEN,62,4,United States,NBA 2011-2012 Players Information
Blake Ahearn,G,1.905,86.1825503,27,UTA,4,2,United States,NBA 2011-2012 Players Information
Solomon Alabi,C,2.159,113.3980925,23,TOR,14,1,Nigeria,NBA 2011-2012 Players Information
Cole Aldrich,C,2.1082,114.75886961,23,OKC,26,1,United States,NBA 2011-2012 Players Information
LaMarcus Aldridge,FC,2.1082,120.20197805000001,26,POR,55,5,United States,NBA 2011-2012 Players Information
Lavoy Allen,PF,2.0574,117.9340162,23,PHI,41,0,United States,NBA 2011-2012 Players Information
Ray Allen,SG,1.9558,92.98643585,36,BOS,46,15,United States,NBA 2011-2012 Players Information
Tony Allen,SG,1.9304,96.61517481,30,MEM,58,7,United States,NBA 2011-2012 Players Information
Morris Almond,GF,1.9811999999999999,99.79032140000001,27,WAS,4,2,United States,NBA 2011-2012 Players Information
Al-Farouq Aminu,F,2.0574,99.79032140000001,21,NOP,66,1,United StatesNigeria,NBA 2011-2012 Players Information
Lou Amundson,PF,2.0574,99.79032140000001,29,IND,60,5,United States,NBA 2011-2012 Players Information
Chris Andersen,FC,2.0827999999999998,111.13013065000001,33,DEN,32,8,United States,NBA 2011-2012 Players Information
Alan Anderson,GF,1.9811999999999999,99.79032140000001,29,TOR,17,2,United States,NBA 2011-2012 Players Information
James Anderson,GF,1.9811999999999999,95.2543977,22,SAS,51,1,United States,NBA 2011-2012 Players Information
Ryan Anderson,PF,2.0827999999999998,108.8621688,23,ORL,61,3,United States,NBA 2011-2012 Players Information
Carmelo Anthony,F,2.032,108.8621688,27,NYK,55,8,United States,NBA 2011-2012 Players Information
Joel Anthony,C,2.0574,111.13013065000001,29,MIA,64,4,Canada,NBA 2011-2012 Players Information
Gilbert Arenas,G,1.905,86.63614267,30,MEM,17,10,United States,NBA 2011-2012 Players Information
Trevor Ariza,SF,2.032,97.52235955,26,NOP,41,7,United States,NBA 2011-2012 Players Information
Omer Asik,C,2.1336,115.66605435000001,25,CHI,66,1,Turkey,NBA 2011-2012 Players Information
D.J. Augustin,G,1.8288,83.00740371,24,CHA,48,3,United States,NBA 2011-2012 Players Information
Gustavo Ayon,C,2.0827999999999998,113.3980925,26,NOP,54,0,Mexico,NBA 2011-2012 Players Information
Jeff Ayres,FC,2.0827999999999998,108.8621688,24,IND,20,1,United States,NBA 2011-2012 Players Information
Kelenna Azubuike,F-G,1.9558,99.79032140000001,28,DAL,3,5,EnglandNigeria,NBA 2011-2012 Players Information
Luke Babbitt,SF,2.0574,102.05828325,22,POR,40,1,United States,NBA 2011-2012 Players Information
Renaldo Balkman,F,2.032,94.34721296000001,27,NYK,14,5,United StatesPuerto Rico,NBA 2011-2012 Players Information
Leandro Barbosa,G,1.905,87.99691978,29,"IND, TOR",64,8,Brazil,NBA 2011-2012 Players Information
J.J. Barea,G,1.778,81.6466266,27,MIN,41,5,Puerto RicoUnited States,NBA 2011-2012 Players Information
Andrea Bargnani,FC,2.1336,111.13013065000001,26,TOR,31,5,Italy,NBA 2011-2012 Players Information
Matt Barnes,GF,2.0065999999999997,102.51187562000001,31,LAL,63,9,United States,NBA 2011-2012 Players Information
Earl Barron,C,2.1336,113.3980925,30,GSW,2,6,United States,NBA 2011-2012 Players Information
Brandon Bass,PF,2.032,113.3980925,26,BOS,59,6,United States,NBA 2011-2012 Players Information
Tony Battie,PF,2.1082,104.32624510000001,36,PHI,27,14,United States,NBA 2011-2012 Players Information
Shane Battier,F,2.032,99.79032140000001,33,MIA,65,10,United States,NBA 2011-2012 Players Information
Nicolas Batum,F,2.032,104.32624510000001,23,POR,59,3,France,NBA 2011-2012 Players Information
Jerryd Bayless,G,1.905,95.2543977,23,TOR,31,3,United States,NBA 2011-2012 Players Information
Michael Beasley,PF,2.0574,106.59420695,23,MIN,47,3,United States,NBA 2011-2012 Players Information
Rodrigue Beaubois,G,1.8541999999999998,83.00740371,24,DAL,53,2,France,NBA 2011-2012 Players Information
Marco Belinelli,G,1.9558,102.05828325,25,NOP,66,4,Italy,NBA 2011-2012 Players Information
Raja Bell,SG,1.9558,92.53284348000001,35,UTA,34,12,United States,NBA 2011-2012 Players Information
Keith Benson,C,2.1082,108.8621688,23,GSW,3,0,United States,NBA 2011-2012 Players Information
Mike Bibby,G,1.8796,88.45051215000001,33,NYK,39,13,United States,NBA 2011-2012 Players Information
Andris Biedrins,C,2.1336,113.3980925,25,GSW,47,7,Latvia,NBA 2011-2012 Players Information
Chauncey Billups,G,1.905,95.2543977,35,LAC,20,14,United States,NBA 2011-2012 Players Information
Bismack Biyombo,PF,2.032,115.66605435000001,19,CHA,63,0,Democratic Republic of the Congo,NBA 2011-2012 Players Information
DeJuan Blair,F,2.032,122.4699399,22,SAS,64,2,United States,NBA 2011-2012 Players Information
Steve Blake,G,1.905,78.01788764,32,LAL,53,8,United States,NBA 2011-2012 Players Information
Andray Blatche,PF,2.1082,117.9340162,25,WAS,26,6,United StatesPhilippines,NBA 2011-2012 Players Information
Eric Bledsoe,PG,1.8541999999999998,97.06876718000001,22,LAC,40,1,United States,NBA 2011-2012 Players Information
Keith Bogans,GF,1.9558,97.52235955,31,NJN,5,8,United States,NBA 2011-2012 Players Information
Andrew Bogut,C,2.1336,117.9340162,27,MIL,12,6,Australia,NBA 2011-2012 Players Information
Matt Bonner,FC,2.0827999999999998,106.59420695,31,SAS,65,7,United States,NBA 2011-2012 Players Information
Trevor Booker,PF,2.032,103.41906036,24,WAS,50,1,United States,NBA 2011-2012 Players Information
Carlos Boozer,PF,2.0574,120.65557042,30,CHI,66,9,GermanyUnited States,NBA 2011-2012 Players Information
Chris Bosh,PF,2.1082,106.59420695,27,MIA,57,8,United States,NBA 2011-2012 Players Information
Earl Boykins,G,1.651,61.23496995,35,HOU,8,12,United States,NBA 2011-2012 Players Information
Craig Brackins,F,2.0827999999999998,104.32624510000001,24,PHI,14,1,United States,NBA 2011-2012 Players Information
Avery Bradley,PG,1.905,81.6466266,21,BOS,64,1,United States,NBA 2011-2012 Players Information
Elton Brand,PF,2.0574,115.21246198,32,PHI,60,12,United States,NBA 2011-2012 Players Information
Corey Brewer,GF,2.0574,84.36818082,25,DEN,59,4,United States,NBA 2011-2012 Players Information
Ronnie Brewer,GF,2.0065999999999997,106.59420695,26,CHI,66,5,United States,NBA 2011-2012 Players Information
Jon Brockman,PF,2.0065999999999997,115.66605435000001,24,MIL,35,2,United States,NBA 2011-2012 Players Information
MarShon Brooks,GF,1.9558,90.718474,23,NJN,56,0,United States,NBA 2011-2012 Players Information
Derrick Brown,F,2.0065999999999997,102.05828325,24,CHA,65,2,United States,NBA 2011-2012 Players Information
Kwame Brown,C,2.1082,131.5417873,29,GSW,9,10,United States,NBA 2011-2012 Players Information
Shannon Brown,G,1.9304,95.2543977,26,PHX,59,5,United States,NBA 2011-2012 Players Information
Kobe Bryant,SG,1.9811999999999999,96.16158244,33,LAL,58,15,United States,NBA 2011-2012 Players Information
Chase Budinger,GF,2.0065999999999997,97.52235955,23,HOU,58,2,United States,NBA 2011-2012 Players Information
Alec Burks,SG,1.9558,97.06876718000001,20,UTA,59,0,United States,NBA 2011-2012 Players Information
Caron Butler,SF,2.0065999999999997,103.41906036,31,LAC,63,9,United States,NBA 2011-2012 Players Information
Jimmy Butler,GF,2.0065999999999997,104.32624510000001,22,CHI,42,0,United States,NBA 2011-2012 Players Information
Rasual Butler,GF,2.0065999999999997,97.52235955,32,TOR,34,9,United States,NBA 2011-2012 Players Information
Derrick Byars,SF,2.0065999999999997,99.79032140000001,27,SAS,2,1,United States,NBA 2011-2012 Players Information
Andrew Bynum,C,2.1336,129.27382545,24,LAL,60,6,United States,NBA 2011-2012 Players Information
Will Bynum,G,1.8288,83.91458845000001,29,DET,36,4,United States,NBA 2011-2012 Players Information
Jose Calderon,G,1.905,90.718474,30,TOR,53,6,Spain,NBA 2011-2012 Players Information
Marcus Camby,C,2.1082,108.8621688,37,"HOU, POR",59,15,United States,NBA 2011-2012 Players Information
Brian Cardinal,PF,2.032,111.13013065000001,34,DAL,44,11,United States,NBA 2011-2012 Players Information
DeMarre Carroll,F,2.032,97.52235955,25,"DEN, UTH",24,2,United States,NBA 2011-2012 Players Information
Matt Carroll,GF,1.9811999999999999,96.16158244,31,CHA,53,8,United States,NBA 2011-2012 Players Information
Anthony Carter,PG,1.8541999999999998,86.1825503,36,TOR,24,13,United States,NBA 2011-2012 Players Information
Vince Carter,SF,1.9811999999999999,99.79032140000001,35,DAL,61,13,United States,NBA 2011-2012 Players Information
Omri Casspi,F,2.0574,102.05828325,23,CLE,65,2,Israel,NBA 2011-2012 Players Information
Mario Chalmers,G,1.8796,86.1825503,25,MIA,64,3,United States,NBA 2011-2012 Players Information
Tyson Chandler,C,2.159,108.8621688,29,NYK,62,10,United States,NBA 2011-2012 Players Information
Wilson Chandler,SF,2.0574,102.05828325,24,DEN,8,4,United States,NBA 2011-2012 Players Information
Josh Childress,SF,2.032,95.2543977,28,PHX,34,5,United States,NBA 2011-2012 Players Information
Earl Clark,F,2.0827999999999998,106.14061458,24,ORL,45,2,United States,NBA 2011-2012 Players Information
Norris Cole,G,1.8796,77.1107029,23,MIA,65,0,United States,NBA 2011-2012 Players Information
Jason Collins,C,2.1336,115.66605435000001,33,ATL,30,10,United States,NBA 2011-2012 Players Information
Darren Collison,PG,1.8288,79.37866475,24,IND,60,2,United States,NBA 2011-2012 Players Information
Nick Collison,FC,2.0827999999999998,115.66605435000001,31,OKC,63,8,United States,NBA 2011-2012 Players Information
Mike Conley,PG,1.8288,79.37866475,24,MEM,62,4,United States,NBA 2011-2012 Players Information
Brian Cook,PF,2.0574,106.14061458,31,"LAC, WAS",32,8,United States,NBA 2011-2012 Players Information
Daequan Cook,G,1.9558,92.98643585,24,OKC,57,4,United States,NBA 2011-2012 Players Information
DeMarcus Cousins,C,2.1082,122.4699399,21,SAC,64,1,United States,NBA 2011-2012 Players Information
Jamal Crawford,SG,1.9558,88.45051215000001,31,POR,60,11,United States,NBA 2011-2012 Players Information
Jordan Crawford,G,1.9558,88.45051215000001,23,WAS,64,1,United States,NBA 2011-2012 Players Information
Dante Cunningham,F,2.032,104.32624510000001,24,MEM,64,2,United States,NBA 2011-2012 Players Information
Eddy Curry,C,2.1336,133.80974915000002,29,MIA,14,10,United States,NBA 2011-2012 Players Information
Stephen Curry,G,1.8796,83.91458845000001,23,GSW,26,2,United States,NBA 2011-2012 Players Information
Samuel Dalembert,C,2.1082,113.3980925,30,HOU,65,10,CanadaHaiti,NBA 2011-2012 Players Information
Erick Dampier,C,2.1082,120.20197805000001,36,ATL,15,15,United States,NBA 2011-2012 Players Information
Marquis Daniels,SF,1.9811999999999999,90.718474,31,BOS,38,8,United States,NBA 2011-2012 Players Information
Baron Davis,G,1.905,97.52235955,32,NYK,29,12,United States,NBA 2011-2012 Players Information
Ed Davis,PF,2.0574,98.88313666,22,TOR,66,1,United States,NBA 2011-2012 Players Information
Glen Davis,PF,2.0574,131.08819493000001,26,ORL,61,4,United States,NBA 2011-2012 Players Information
Josh Davis,F,2.032,106.59420695,31,MEM,15,3,United States,NBA 2011-2012 Players Information
Eric Dawson,F,2.0574,115.66605435000001,27,SAS,4,0,United States,NBA 2011-2012 Players Information
Austin Daye,F,2.1082,99.79032140000001,23,DET,41,2,United States,NBA 2011-2012 Players Information
DeMar DeRozan,GF,1.9811999999999999,99.79032140000001,22,TOR,63,2,United States,NBA 2011-2012 Players Information
Carlos Delfino,SG,1.9811999999999999,104.32624510000001,29,MIL,54,6,Argentina,NBA 2011-2012 Players Information
Luol Deng,GF,2.0574,99.79032140000001,26,CHI,54,7,EnglandSouth Sudan,NBA 2011-2012 Players Information
Justin Dentmon,PG,1.8288,83.91458845000001,26,"SAN, TOR",6,0,United States,NBA 2011-2012 Players Information
Boris Diaw,PF,2.032,113.3980925,29,"CHA, SAN",57,8,France,NBA 2011-2012 Players Information
Ike Diogu,PF,2.032,115.66605435000001,28,SAS,2,6,United StatesNigeria,NBA 2011-2012 Players Information
