Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Tariq Abdul-Wahad,SF,1.9811999999999999,101.15109851000001,24,SAC,49,1,France,NBA 1998-1999 Players Information
Shareef Abdur-Rahim,F,2.0574,102.05828325,22,VAN,50,2,United States,NBA 1998-1999 Players Information
Cory Alexander,G,1.8541999999999998,83.91458845000001,25,DEN,36,3,United States,NBA 1998-1999 Players Information
Ray Allen,SG,1.9558,92.98643585,23,MIL,50,2,United States,NBA 1998-1999 Players Information
Peter Aluma,C,2.0827999999999998,117.9340162,25,SAC,2,0,Nigeria,NBA 1998-1999 Players Information
Derek Anderson,G,1.9558,87.99691978,24,CLE,38,1,United States,NBA 1998-1999 Players Information
Kenny Anderson,PG,1.8288,76.20351816,28,BOS,34,7,United States,NBA 1998-1999 Players Information
Nick Anderson,GF,1.9811999999999999,103.41906036,31,ORL,47,9,United States,NBA 1998-1999 Players Information
Shandon Anderson,GF,1.9811999999999999,94.34721296000001,25,UTA,50,2,United States,NBA 1998-1999 Players Information
Chris Anstey,C,2.1336,114.75886961,24,DAL,41,1,Australia,NBA 1998-1999 Players Information
Greg Anthony,PG,1.8288,79.83225712000001,31,POR,50,7,United States,NBA 1998-1999 Players Information
B.J. Armstrong,G,1.8796,79.37866475,31,"CHA, ORL",32,9,United States,NBA 1998-1999 Players Information
Darrell Armstrong,PG,1.8288,77.1107029,30,ORL,50,4,United States,NBA 1998-1999 Players Information
Keith Askins,F,2.0065999999999997,89.35769689,31,MIA,33,8,United States,NBA 1998-1999 Players Information
Stacey Augmon,SF,1.9811999999999999,92.98643585,30,POR,48,7,United States,NBA 1998-1999 Players Information
Ike Austin,C,2.0827999999999998,115.66605435000001,29,ORL,49,5,United States,NBA 1998-1999 Players Information
Anthony Avent,F,2.0574,106.59420695,29,UTA,5,5,United States,NBA 1998-1999 Players Information
Thurl Bailey,PF,2.1082,97.52235955,37,UTA,43,11,United States,NBA 1998-1999 Players Information
Toby Bailey,G,1.9811999999999999,96.61517481,23,PHX,27,0,United States,NBA 1998-1999 Players Information
Mark Baker,G,1.8541999999999998,79.37866475,29,TOR,1,0,United States,NBA 1998-1999 Players Information
Vin Baker,PF,2.1082,108.8621688,27,SEA,34,5,United States,NBA 1998-1999 Players Information
Charles Barkley,PF,1.9811999999999999,114.30527724000001,36,HOU,42,14,United States,NBA 1998-1999 Players Information
Dana Barros,PG,1.8034,74.84274105,31,BOS,50,9,United States,NBA 1998-1999 Players Information
Brent Barry,G,2.0065999999999997,95.2543977,27,CHI,37,3,United States,NBA 1998-1999 Players Information
Drew Barry,G,1.9558,86.63614267,26,SEA,17,2,United States,NBA 1998-1999 Players Information
Jon Barry,SG,1.9304,88.45051215000001,29,SAC,43,6,United States,NBA 1998-1999 Players Information
Tony Battie,PF,2.1082,104.32624510000001,23,BOS,50,1,United States,NBA 1998-1999 Players Information
Corey Beck,G,1.8541999999999998,86.1825503,27,"CHA, DET",24,3,United States,NBA 1998-1999 Players Information
Benoit Benjamin,C,2.1336,113.3980925,34,PHI,6,13,United States,NBA 1998-1999 Players Information
Corey Benjamin,SG,1.9811999999999999,90.718474,21,CHI,31,0,United States,NBA 1998-1999 Players Information
Mario Bennett,C-F,1.9811999999999999,106.59420695,25,CHI,3,2,United States,NBA 1998-1999 Players Information
Travis Best,PG,1.8034,82.55381134000001,26,IND,49,3,United States,NBA 1998-1999 Players Information
Mike Bibby,G,1.8796,88.45051215000001,20,VAN,50,0,United States,NBA 1998-1999 Players Information
Chauncey Billups,G,1.905,95.2543977,22,DEN,45,1,United States,NBA 1998-1999 Players Information
Mookie Blaylock,PG,1.8541999999999998,86.1825503,31,ATL,48,9,United States,NBA 1998-1999 Players Information
Corie Blount,PF,2.0574,108.8621688,30,"CLE, LAL",34,5,United States,NBA 1998-1999 Players Information
Muggsy Bogues,PG,1.6001999999999998,61.68856232,34,GSW,36,11,United States,NBA 1998-1999 Players Information
Etdrick Bohannon,F,2.0574,99.79032140000001,25,WAS,2,1,United States,NBA 1998-1999 Players Information
