Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Jeff Adrien,SF,2.0065999999999997,111.13013065000001,25,GSW,23,0,United States,NBA 2010-2011 Players Information
Arron Afflalo,SG,1.9558,95.2543977,25,DEN,69,3,United States,NBA 2010-2011 Players Information
Maurice Ager,F-G,1.9558,91.62565874,27,MIN,4,3,United States,NBA 2010-2011 Players Information
Alexis Ajinca,C,2.1844,112.49090776,22,"DAL, TOR",34,2,France,NBA 2010-2011 Players Information
Solomon Alabi,C,2.159,113.3980925,22,TOR,12,0,Nigeria,NBA 2010-2011 Players Information
Cole Aldrich,C,2.1082,114.75886961,22,OKC,18,0,United States,NBA 2010-2011 Players Information
LaMarcus Aldridge,FC,2.1082,120.20197805000001,25,POR,81,4,United States,NBA 2010-2011 Players Information
Malik Allen,F,2.0827999999999998,115.66605435000001,32,ORL,18,10,United States,NBA 2010-2011 Players Information
Ray Allen,SG,1.9558,92.98643585,35,BOS,80,14,United States,NBA 2010-2011 Players Information
Tony Allen,SG,1.9304,96.61517481,29,MEM,72,6,United States,NBA 2010-2011 Players Information
Al-Farouq Aminu,F,2.0574,99.79032140000001,20,LAC,81,0,United StatesNigeria,NBA 2010-2011 Players Information
Lou Amundson,PF,2.0574,99.79032140000001,28,GSW,46,4,United States,NBA 2010-2011 Players Information
Chris Andersen,FC,2.0827999999999998,111.13013065000001,32,DEN,45,7,United States,NBA 2010-2011 Players Information
David Andersen,F,2.1336,109.76935354000001,30,"NOP, TOR",40,1,Australia,NBA 2010-2011 Players Information
James Anderson,GF,1.9811999999999999,95.2543977,21,SAS,26,0,United States,NBA 2010-2011 Players Information
Ryan Anderson,PF,2.0827999999999998,108.8621688,22,ORL,64,2,United States,NBA 2010-2011 Players Information
Carmelo Anthony,F,2.032,108.8621688,26,"DEN, NYK",77,7,United States,NBA 2010-2011 Players Information
Joel Anthony,C,2.0574,111.13013065000001,28,MIA,75,3,Canada,NBA 2010-2011 Players Information
Gilbert Arenas,G,1.905,86.63614267,29,"ORL, WAS",70,9,United States,NBA 2010-2011 Players Information
Trevor Ariza,SF,2.032,97.52235955,25,NOP,75,6,United States,NBA 2010-2011 Players Information
Hilton Armstrong,C,2.1082,106.59420695,26,"ATL, WAS",53,4,United States,NBA 2010-2011 Players Information
Carlos Arroyo,PG,1.8796,91.62565874,31,"BOS, MIA",64,8,Puerto RicoUnited States,NBA 2010-2011 Players Information
Darrell Arthur,PF,2.0574,106.59420695,22,MEM,80,2,United States,NBA 2010-2011 Players Information
Omer Asik,C,2.1336,115.66605435000001,24,CHI,82,0,Turkey,NBA 2010-2011 Players Information
D.J. Augustin,G,1.8288,83.00740371,23,CHA,82,2,United States,NBA 2010-2011 Players Information
Luke Babbitt,SF,2.0574,102.05828325,21,POR,24,0,United States,NBA 2010-2011 Players Information
Renaldo Balkman,F,2.032,94.34721296000001,26,"DEN, NYK",8,4,United StatesPuerto Rico,NBA 2010-2011 Players Information
Marcus Banks,G,1.8796,90.718474,29,TOR,3,7,United States,NBA 2010-2011 Players Information
Leandro Barbosa,G,1.905,87.99691978,28,TOR,58,7,Brazil,NBA 2010-2011 Players Information
J.J. Barea,G,1.778,81.6466266,26,DAL,81,4,Puerto RicoUnited States,NBA 2010-2011 Players Information
Andrea Bargnani,FC,2.1336,111.13013065000001,25,TOR,66,4,Italy,NBA 2010-2011 Players Information
Matt Barnes,GF,2.0065999999999997,102.51187562000001,30,LAL,53,8,United States,NBA 2010-2011 Players Information
Earl Barron,C,2.1336,113.3980925,29,"MIL, PHX, POR",21,5,United States,NBA 2010-2011 Players Information
Brandon Bass,PF,2.032,113.3980925,25,ORL,76,5,United States,NBA 2010-2011 Players Information
Tony Battie,PF,2.1082,104.32624510000001,35,PHI,38,13,United States,NBA 2010-2011 Players Information
Shane Battier,F,2.032,99.79032140000001,32,"HOU, MEM",82,9,United States,NBA 2010-2011 Players Information
Nicolas Batum,F,2.032,104.32624510000001,22,POR,80,2,France,NBA 2010-2011 Players Information
Jerryd Bayless,G,1.905,95.2543977,22,"NOP, TOR",71,2,United States,NBA 2010-2011 Players Information
Michael Beasley,PF,2.0574,106.59420695,22,MIN,73,2,United States,NBA 2010-2011 Players Information
Rodrigue Beaubois,G,1.8541999999999998,83.00740371,23,DAL,28,1,France,NBA 2010-2011 Players Information
Marco Belinelli,G,1.9558,102.05828325,24,NOP,80,3,Italy,NBA 2010-2011 Players Information
Charlie Bell,G,1.905,90.718474,31,GSW,19,6,United States,NBA 2010-2011 Players Information
Raja Bell,SG,1.9558,92.53284348000001,34,UTA,68,11,United States,NBA 2010-2011 Players Information
Mike Bibby,G,1.8796,88.45051215000001,32,"ATL, MIA, WAS",80,12,United States,NBA 2010-2011 Players Information
Andris Biedrins,C,2.1336,113.3980925,24,GSW,59,6,Latvia,NBA 2010-2011 Players Information
Chauncey Billups,G,1.905,95.2543977,34,"DEN, NYK",72,13,United States,NBA 2010-2011 Players Information
DeJuan Blair,F,2.032,122.4699399,21,SAS,81,1,United States,NBA 2010-2011 Players Information
Steve Blake,G,1.905,78.01788764,31,LAL,79,7,United States,NBA 2010-2011 Players Information
Andray Blatche,PF,2.1082,117.9340162,24,WAS,64,5,United StatesPhilippines,NBA 2010-2011 Players Information
Eric Bledsoe,PG,1.8541999999999998,97.06876718000001,21,LAC,81,0,United States,NBA 2010-2011 Players Information
Keith Bogans,GF,1.9558,97.52235955,30,CHI,82,7,United States,NBA 2010-2011 Players Information
Andrew Bogut,C,2.1336,117.9340162,26,MIL,65,5,Australia,NBA 2010-2011 Players Information
Matt Bonner,FC,2.0827999999999998,106.59420695,30,SAS,66,6,United States,NBA 2010-2011 Players Information
Trevor Booker,PF,2.032,103.41906036,23,WAS,65,0,United States,NBA 2010-2011 Players Information
Carlos Boozer,PF,2.0574,120.65557042,29,CHI,59,8,GermanyUnited States,NBA 2010-2011 Players Information
Chris Bosh,PF,2.1082,106.59420695,26,MIA,77,7,United States,NBA 2010-2011 Players Information
Earl Boykins,G,1.651,61.23496995,34,MIL,57,11,United States,NBA 2010-2011 Players Information
Craig Brackins,F,2.0827999999999998,104.32624510000001,23,PHI,3,0,United States,NBA 2010-2011 Players Information
Avery Bradley,PG,1.905,81.6466266,20,BOS,31,0,United States,NBA 2010-2011 Players Information
Elton Brand,PF,2.0574,115.21246198,31,PHI,81,11,United States,NBA 2010-2011 Players Information
Corey Brewer,GF,2.0574,84.36818082,24,"DAL, MIN",69,3,United States,NBA 2010-2011 Players Information
Ronnie Brewer,GF,2.0065999999999997,106.59420695,25,CHI,81,4,United States,NBA 2010-2011 Players Information
Jon Brockman,PF,2.0065999999999997,115.66605435000001,23,MIL,63,1,United States,NBA 2010-2011 Players Information
Aaron Brooks,G,1.8288,73.02837157,26,"HOU, PHX",59,3,United States,NBA 2010-2011 Players Information
Derrick Brown,F,2.0065999999999997,102.05828325,23,"CHA, NYK",49,1,United States,NBA 2010-2011 Players Information
Kwame Brown,C,2.1082,131.5417873,28,CHA,66,9,United States,NBA 2010-2011 Players Information
Shannon Brown,G,1.9304,95.2543977,25,LAL,82,4,United States,NBA 2010-2011 Players Information
Kobe Bryant,SG,1.9811999999999999,96.16158244,32,LAL,82,14,United States,NBA 2010-2011 Players Information
Chase Budinger,GF,2.0065999999999997,97.52235955,22,HOU,78,1,United States,NBA 2010-2011 Players Information
Caron Butler,SF,2.0065999999999997,103.41906036,30,DAL,29,8,United States,NBA 2010-2011 Players Information
Rasual Butler,GF,2.0065999999999997,97.52235955,31,"CHI, LAC",47,8,United States,NBA 2010-2011 Players Information
Andrew Bynum,C,2.1336,129.27382545,23,LAL,54,5,United States,NBA 2010-2011 Players Information
Will Bynum,G,1.8288,83.91458845000001,28,DET,61,3,United States,NBA 2010-2011 Players Information
Jose Calderon,G,1.905,90.718474,29,TOR,68,5,Spain,NBA 2010-2011 Players Information
Marcus Camby,C,2.1082,108.8621688,36,POR,59,14,United States,NBA 2010-2011 Players Information
Derrick Caracter,F,2.0574,125.19149412,22,LAL,41,0,United States,NBA 2010-2011 Players Information
Brian Cardinal,PF,2.032,111.13013065000001,33,DAL,56,10,United States,NBA 2010-2011 Players Information
Rodney Carney,F,2.0065999999999997,92.98643585,26,"GOS, MEM",27,4,United States,NBA 2010-2011 Players Information
DeMarre Carroll,F,2.032,97.52235955,24,"HOU, MEM",12,1,United States,NBA 2010-2011 Players Information
Matt Carroll,GF,1.9811999999999999,96.16158244,30,CHA,54,7,United States,NBA 2010-2011 Players Information
Anthony Carter,PG,1.8541999999999998,86.1825503,35,"DEN, NYK",33,12,United States,NBA 2010-2011 Players Information
Vince Carter,SF,1.9811999999999999,99.79032140000001,34,"ORL, PHX",73,12,United States,NBA 2010-2011 Players Information
Omri Casspi,F,2.0574,102.05828325,22,SAC,71,1,Israel,NBA 2010-2011 Players Information
Mario Chalmers,G,1.8796,86.1825503,24,MIA,70,2,United States,NBA 2010-2011 Players Information
Tyson Chandler,C,2.159,108.8621688,28,DAL,74,9,United States,NBA 2010-2011 Players Information
Wilson Chandler,SF,2.0574,102.05828325,23,"DEN, NYK",72,3,United States,NBA 2010-2011 Players Information
Josh Childress,SF,2.032,95.2543977,27,PHX,54,4,United States,NBA 2010-2011 Players Information
Earl Clark,F,2.0827999999999998,106.14061458,23,"ORL, PHX",42,1,United States,NBA 2010-2011 Players Information
Jarron Collins,C,2.1082,112.49090776,32,"LAC, POR",28,9,United States,NBA 2010-2011 Players Information
Jason Collins,C,2.1336,115.66605435000001,32,ATL,49,9,United States,NBA 2010-2011 Players Information
Sherron Collins,PG,1.8034,92.98643585,23,CHA,20,0,United States,NBA 2010-2011 Players Information
Darren Collison,PG,1.8288,79.37866475,23,IND,79,1,United States,NBA 2010-2011 Players Information
Nick Collison,FC,2.0827999999999998,115.66605435000001,30,OKC,71,7,United States,NBA 2010-2011 Players Information
Mike Conley,PG,1.8288,79.37866475,23,MEM,81,3,United States,NBA 2010-2011 Players Information
Brian Cook,PF,2.0574,106.14061458,30,LAC,40,7,United States,NBA 2010-2011 Players Information
Daequan Cook,G,1.9558,92.98643585,23,OKC,43,3,United States,NBA 2010-2011 Players Information
Marcus Cousin,C,2.1082,115.66605435000001,24,UTA,4,0,United States,NBA 2010-2011 Players Information
DeMarcus Cousins,C,2.1082,122.4699399,20,SAC,81,0,United States,NBA 2010-2011 Players Information
Jamal Crawford,SG,1.9558,88.45051215000001,30,ATL,76,10,United States,NBA 2010-2011 Players Information
Jordan Crawford,G,1.9558,88.45051215000001,22,"ATL, WAS",42,0,United States,NBA 2010-2011 Players Information
Dante Cunningham,F,2.032,104.32624510000001,23,"CHA, POR",78,1,United States,NBA 2010-2011 Players Information
Stephen Curry,G,1.8796,83.91458845000001,22,GSW,74,1,United States,NBA 2010-2011 Players Information
Samuel Dalembert,C,2.1082,113.3980925,29,SAC,80,9,CanadaHaiti,NBA 2010-2011 Players Information
Erick Dampier,C,2.1082,120.20197805000001,35,MIA,51,14,United States,NBA 2010-2011 Players Information
Antonio Daniels,G,1.9304,88.45051215000001,35,PHI,4,12,United States,NBA 2010-2011 Players Information
Marquis Daniels,SF,1.9811999999999999,90.718474,30,BOS,49,7,United States,NBA 2010-2011 Players Information
Baron Davis,G,1.905,97.52235955,31,"CLE, LAC",58,11,United States,NBA 2010-2011 Players Information
Ed Davis,PF,2.0574,98.88313666,21,TOR,65,0,United States,NBA 2010-2011 Players Information
Glen Davis,PF,2.0574,131.08819493000001,25,BOS,78,3,United States,NBA 2010-2011 Players Information
Austin Daye,F,2.1082,99.79032140000001,22,DET,72,1,United States,NBA 2010-2011 Players Information
DeMar DeRozan,GF,1.9811999999999999,99.79032140000001,21,TOR,82,1,United States,NBA 2010-2011 Players Information
Carlos Delfino,SG,1.9811999999999999,104.32624510000001,28,MIL,49,5,Argentina,NBA 2010-2011 Players Information
Luol Deng,GF,2.0574,99.79032140000001,25,CHI,82,6,EnglandSouth Sudan,NBA 2010-2011 Players Information
Boris Diaw,PF,2.032,113.3980925,28,CHA,82,7,France,NBA 2010-2011 Players Information
Ike Diogu,PF,2.032,115.66605435000001,27,LAC,36,5,United StatesNigeria,NBA 2010-2011 Players Information
DeSagana Diop,C,2.1336,127.00586360000001,29,CHA,16,9,Senegal,NBA 2010-2011 Players Information
Keyon Dooling,G,1.905,88.90410452,30,MIL,80,10,United States,NBA 2010-2011 Players Information
Joey Dorsey,FC,2.0574,124.73790175,27,TOR,43,2,United States,NBA 2010-2011 Players Information
Toney Douglas,G,1.8796,88.45051215000001,24,NYK,81,1,United States,NBA 2010-2011 Players Information
Chris Douglas-Roberts,SF,2.0065999999999997,95.2543977,24,MIL,44,2,United States,NBA 2010-2011 Players Information
Zabian Dowdell,G,1.905,86.63614267,26,PHX,24,0,United States,NBA 2010-2011 Players Information
Goran Dragic,G,1.9304,86.1825503,24,"HOU, PHX",70,2,Slovenia,NBA 2010-2011 Players Information
Jared Dudley,PF,2.0065999999999997,107.50139169,25,PHX,82,3,United States,NBA 2010-2011 Players Information
Chris Duhon,G,1.8541999999999998,86.1825503,28,ORL,51,6,United States,NBA 2010-2011 Players Information
Tim Duncan,FC,2.1082,113.3980925,34,SAS,76,13,United States,NBA 2010-2011 Players Information
Mike Dunleavy,GF,2.0574,104.32624510000001,30,IND,61,8,United States,NBA 2010-2011 Players Information
Ronald Dupree,F,2.0065999999999997,94.80080533,30,TOR,3,5,United States,NBA 2010-2011 Players Information
Kevin Durant,SF,2.1082,108.8621688,22,OKC,78,3,United States,NBA 2010-2011 Players Information
Devin Ebanks,F,2.0574,97.52235955,21,LAL,20,0,United StatesGreece,NBA 2010-2011 Players Information
Wayne Ellington,SG,1.9304,93.89362059,23,MIN,62,1,United States,NBA 2010-2011 Players Information
Monta Ellis,G,1.905,83.91458845000001,25,GSW,80,5,United States,NBA 2010-2011 Players Information
Francisco Elson,C-F,2.1336,106.59420695,35,UTA,62,7,NetherlandsSouth Sudan,NBA 2010-2011 Players Information
Melvin Ely,FC,2.0827999999999998,118.38760857000001,32,DEN,30,7,United States,NBA 2010-2011 Players Information
Semih Erden,C,2.1336,108.8621688,24,"BOS, CLE",41,0,Turkey,NBA 2010-2011 Players Information
Jeremy Evans,F,2.0574,90.718474,23,UTA,49,0,United States,NBA 2010-2011 Players Information
Maurice Evans,G-F,1.9558,99.79032140000001,32,"ATL, WAS",73,8,United States,NBA 2010-2011 Players Information
Reggie Evans,PF,2.032,111.13013065000001,30,TOR,30,8,United States,NBA 2010-2011 Players Information
Tyreke Evans,G,1.9811999999999999,99.79032140000001,21,SAC,57,1,United States,NBA 2010-2011 Players Information
Pat Ewing,F,2.032,107.50139169,26,NOP,7,0,United StatesJamaica,NBA 2010-2011 Players Information
Christian Eyenga,GF,2.0065999999999997,95.2543977,21,CLE,44,0,Democratic Republic of the Congo,NBA 2010-2011 Players Information
Jordan Farmar,PG,1.8796,81.6466266,24,NJN,73,4,United States,NBA 2010-2011 Players Information
Derrick Favors,FC,2.0827999999999998,120.20197805000001,19,"NJN, UTH",78,0,United States,NBA 2010-2011 Players Information
Raymond Felton,PG,1.8541999999999998,92.98643585,26,"DEN, NYK",75,5,United States,NBA 2010-2011 Players Information
Rudy Fernandez,SG,1.9811999999999999,83.91458845000001,25,POR,78,2,Spain,NBA 2010-2011 Players Information
Kyrylo Fesenko,C,2.159,127.00586360000001,24,UTA,53,3,Ukraine,NBA 2010-2011 Players Information
Landry Fields,F,2.0065999999999997,95.2543977,22,NYK,82,0,United States,NBA 2010-2011 Players Information
Derek Fisher,G,1.8541999999999998,95.2543977,36,LAL,82,14,United States,NBA 2010-2011 Players Information
Jonny Flynn,PG,1.778,88.90410452,22,MIN,53,1,United States,NBA 2010-2011 Players Information
Gary Forbes,F,2.0065999999999997,99.79032140000001,26,DEN,63,0,Panama,NBA 2010-2011 Players Information
T.J. Ford,PG,1.8288,74.84274105,27,IND,41,7,United States,NBA 2010-2011 Players Information
Jeff Foster,C,2.1082,107.04779932000001,34,IND,56,11,United States,NBA 2010-2011 Players Information
Randy Foye,G,1.9304,98.88313666,27,LAC,63,4,United States,NBA 2010-2011 Players Information
Channing Frye,FC,2.1336,115.66605435000001,27,PHX,77,5,United States,NBA 2010-2011 Players Information
Dan Gadzuric,FC,2.1082,108.8621688,33,"GOS, NJN",42,8,NetherlandsUnited States,NBA 2010-2011 Players Information
Sundiata Gaines,G,1.8541999999999998,88.45051215000001,24,"MIN, NJN, TOR",24,1,United States,NBA 2010-2011 Players Information
Danilo Gallinari,SF,2.0827999999999998,107.04779932000001,22,"DEN, NYK",62,2,Italy,NBA 2010-2011 Players Information
Francisco Garcia,GF,2.0065999999999997,88.45051215000001,29,SAC,58,5,Dominican Republic,NBA 2010-2011 Players Information
Kevin Garnett,PF,2.1082,108.8621688,34,BOS,71,15,United States,NBA 2010-2011 Players Information
Marc Gasol,C,2.159,115.66605435000001,26,MEM,81,2,Spain,NBA 2010-2011 Players Information
Pau Gasol,FC,2.1336,113.3980925,30,LAL,82,9,Spain,NBA 2010-2011 Players Information
Rudy Gay,SF,2.0065999999999997,113.3980925,24,MEM,54,4,United States,NBA 2010-2011 Players Information
Alonzo Gee,SF,1.9811999999999999,102.05828325,23,"CLE, SAN, WAS",56,1,United States,NBA 2010-2011 Players Information
Paul George,GF,2.032,99.79032140000001,20,IND,61,0,United States,NBA 2010-2011 Players Information
Daniel Gibson,G,1.8796,90.718474,25,CLE,67,4,United States,NBA 2010-2011 Players Information
Taj Gibson,F,2.0574,105.23342984,25,CHI,80,1,United States,NBA 2010-2011 Players Information
Manu Ginobili,SG,1.9811999999999999,92.98643585,33,SAS,80,8,Argentina,NBA 2010-2011 Players Information
Ryan Gomes,F,2.0065999999999997,111.13013065000001,28,LAC,76,5,United States,NBA 2010-2011 Players Information
Drew Gooden,FC,2.0827999999999998,113.3980925,29,MIL,35,8,United States,NBA 2010-2011 Players Information
Ben Gordon,SG,1.905,90.718474,27,DET,82,6,EnglandUnited States,NBA 2010-2011 Players Information
Eric Gordon,G,1.905,97.52235955,22,LAC,56,2,United StatesBahamas,NBA 2010-2011 Players Information
Marcin Gortat,FC,2.1082,108.8621688,27,"ORL, PHX",80,3,Poland,NBA 2010-2011 Players Information
Joey Graham,G,2.0065999999999997,102.05828325,28,CLE,39,5,United States,NBA 2010-2011 Players Information
Stephen Graham,GF,1.9811999999999999,97.52235955,28,NJN,59,5,United States,NBA 2010-2011 Players Information
Danny Granger,GF,2.0574,100.69750614,27,IND,79,5,United States,NBA 2010-2011 Players Information
Aaron Gray,C,2.1336,122.4699399,26,NOP,41,3,United States,NBA 2010-2011 Players Information
Danny Green,SF,1.9811999999999999,97.52235955,23,SAS,8,1,United States,NBA 2010-2011 Players Information
Jeff Green,F,2.032,106.59420695,24,"BOS, OKC",75,3,United States,NBA 2010-2011 Players Information
Willie Green,SG,1.905,91.17206637000001,29,NOP,77,7,United States,NBA 2010-2011 Players Information
Donte Greene,F,2.1082,102.51187562000001,23,SAC,69,2,United StatesGermany,NBA 2010-2011 Players Information
Orien Greene,G,1.9558,98.88313666,29,NJN,3,3,United States,NBA 2010-2011 Players Information
Blake Griffin,PF,2.0574,113.3980925,21,LAC,82,1,United States,NBA 2010-2011 Players Information
Hamed Haddadi,C,2.1844,120.20197805000001,25,MEM,31,2,Iran,NBA 2010-2011 Players Information
Richard Hamilton,SG,2.0065999999999997,87.54332741,33,DET,55,11,United States,NBA 2010-2011 Players Information
Tyler Hansbrough,PF,2.0574,113.3980925,25,IND,70,1,United States,NBA 2010-2011 Players Information
Luke Harangody,F,2.032,111.13013065000001,23,"BOS, CLE",49,0,United States,NBA 2010-2011 Players Information
James Harden,SG,1.9558,99.79032140000001,21,OKC,82,1,United States,NBA 2010-2011 Players Information
Al Harrington,F,2.0574,111.13013065000001,31,DEN,73,12,United States,NBA 2010-2011 Players Information
Devin Harris,G,1.905,83.91458845000001,28,"NJN, UTH",71,6,United States,NBA 2010-2011 Players Information
Manny Harris,G,1.9558,83.91458845000001,21,CLE,54,0,United States,NBA 2010-2011 Players Information
Mike Harris,F,1.9811999999999999,109.76935354000001,27,HOU,4,2,United States,NBA 2010-2011 Players Information
Udonis Haslem,FC,2.0065999999999997,106.59420695,30,MIA,13,7,United States,NBA 2010-2011 Players Information
Spencer Hawes,C,2.159,111.13013065000001,22,PHI,81,3,United States,NBA 2010-2011 Players Information
Chuck Hayes,PF,1.9811999999999999,108.8621688,27,HOU,74,5,United States,NBA 2010-2011 Players Information
Gordon Hayward,GF,2.0065999999999997,102.05828325,20,UTA,72,0,United States,NBA 2010-2011 Players Information
Lazar Hayward,F,1.9811999999999999,102.05828325,24,MIN,42,0,United States,NBA 2010-2011 Players Information
Brendan Haywood,C,2.1336,119.29479331,31,DAL,72,9,United States,NBA 2010-2011 Players Information
Luther Head,G,1.905,83.91458845000001,28,SAC,36,5,United States,NBA 2010-2011 Players Information
Gerald Henderson,SG,1.9558,97.52235955,23,CHA,68,1,United States,NBA 2010-2011 Players Information
Xavier Henry,G,1.9811999999999999,99.79032140000001,19,MEM,38,0,United States,NBA 2010-2011 Players Information
Roy Hibbert,C,2.1844,122.4699399,24,IND,81,2,United States,NBA 2010-2011 Players Information
J.J. Hickson,PF,2.0574,109.76935354000001,22,CLE,80,2,United States,NBA 2010-2011 Players Information
George Hill,G,1.905,85.27536556,24,SAS,76,2,United States,NBA 2010-2011 Players Information
Grant Hill,SF,2.032,102.05828325,38,PHX,80,16,United States,NBA 2010-2011 Players Information
Jordan Hill,PF,2.0827999999999998,108.8621688,23,HOU,72,1,United States,NBA 2010-2011 Players Information
Kirk Hinrich,G,1.9304,86.1825503,30,"ATL, WAS",72,7,United States,NBA 2010-2011 Players Information
Jrue Holiday,G,1.9304,92.98643585,20,PHI,82,1,United States,NBA 2010-2011 Players Information
Ryan Hollins,C,2.1336,104.32624510000001,26,CLE,70,4,United States,NBA 2010-2011 Players Information
Al Horford,FC,2.0574,108.8621688,24,ATL,77,3,Dominican RepublicUnited States,NBA 2010-2011 Players Information
Eddie House,G,1.8541999999999998,86.1825503,32,MIA,56,10,United States,NBA 2010-2011 Players Information
Dwight Howard,C,2.1082,120.20197805000001,25,ORL,78,6,United States,NBA 2010-2011 Players Information
Josh Howard,GF,2.0065999999999997,95.2543977,30,WAS,18,7,United States,NBA 2010-2011 Players Information
Juwan Howard,PF,2.0574,108.8621688,38,MIA,57,16,United States,NBA 2010-2011 Players Information
Lester Hudson,G,1.905,86.1825503,26,WAS,11,1,United States,NBA 2010-2011 Players Information
Kris Humphries,PF,2.0574,106.59420695,26,NJN,74,6,United States,NBA 2010-2011 Players Information
Serge Ibaka,C,2.0827999999999998,106.59420695,21,OKC,82,1,Republic of the CongoSpain,NBA 2010-2011 Players Information
Andre Iguodala,SF,1.9811999999999999,97.52235955,27,PHI,67,6,United States,NBA 2010-2011 Players Information
Zydrunas Ilgauskas,C,2.2098,117.9340162,35,MIA,72,14,Lithuania,NBA 2010-2011 Players Information
Ersan Ilyasova,F,2.0827999999999998,106.59420695,23,MIL,60,3,Turkey,NBA 2010-2011 Players Information
Royal Ivey,G,1.9304,97.52235955,29,OKC,25,6,United States,NBA 2010-2011 Players Information
Jarrett Jack,G,1.905,90.718474,27,"NOP, TOR",83,5,United States,NBA 2010-2011 Players Information
Darnell Jackson,F,2.032,109.31576117,25,SAC,59,2,United States,NBA 2010-2011 Players Information
Stephen Jackson,GF,2.032,99.79032140000001,32,CHA,67,13,United States,NBA 2010-2011 Players Information
Damion James,SF,2.0065999999999997,102.05828325,23,NJN,25,0,United States,NBA 2010-2011 Players Information
LeBron James,F,2.0574,113.3980925,26,MIA,79,7,United States,NBA 2010-2011 Players Information
Antawn Jamison,F,2.0574,106.59420695,34,CLE,56,12,United States,NBA 2010-2011 Players Information
Othyus Jeffers,GF,1.9558,95.2543977,25,"SAN, WAS",17,1,United States,NBA 2010-2011 Players Information
Al Jefferson,FC,2.0827999999999998,131.08819493000001,26,UTA,82,6,United States,NBA 2010-2011 Players Information
