Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Jim Baechtold,F,1.9304,92.98643585,25,BAL,64,0,United States,NBA 1952-1953 Players Information
Don Barksdale,F,1.9811999999999999,90.718474,29,BAL,65,1,United States,NBA 1952-1953 Players Information
Leo Barnhorst,SF,1.9304,86.1825503,28,IND,71,3,United States,NBA 1952-1953 Players Information
Nelson Bobb,G,1.8288,77.1107029,29,PHI,53,3,United States,NBA 1952-1953 Players Information
Vince Boryla,SF,1.9558,95.2543977,25,NYK,66,3,United States,NBA 1952-1953 Players Information
Don Boven,GF,1.9304,95.2543977,27,"BAL, FWP, MIL",68,2,United States,NBA 1952-1953 Players Information
Bob Brannum,FC,1.9558,97.52235955,27,BOS,71,2,United States,NBA 1952-1953 Players Information
Jim Brasco,G,1.8541999999999998,77.1107029,22,"MIL, SYR",20,0,United States,NBA 1952-1953 Players Information
Carl Braun,SG,1.9558,81.6466266,25,NYK,70,3,United States,NBA 1952-1953 Players Information
Frankie Brian,G,1.8541999999999998,81.6466266,29,FWP,68,3,United States,NBA 1952-1953 Players Information
Dick Bunt,G,1.8288,77.1107029,22,"BAL, NYK",26,0,United States,NBA 1952-1953 Players Information
Bill Calhoun,GF,1.905,81.6466266,25,"MIL, SYR",62,4,United States,NBA 1952-1953 Players Information
Al Cervi,PG,1.8034,77.1107029,36,SYR,38,3,United States,NBA 1952-1953 Players Information
Cal Christensen,F,1.9558,95.2543977,25,ROR,59,2,United States,NBA 1952-1953 Players Information
Nat Clifton,PF,1.9811999999999999,99.79032140000001,30,NYK,70,2,United States,NBA 1952-1953 Players Information
Jack Coleman,PF,2.0065999999999997,88.45051215000001,28,ROR,70,3,United States,NBA 1952-1953 Players Information
Gene Conley,PF,2.032,102.05828325,22,BOS,38,0,United States,NBA 1952-1953 Players Information
Chuck Cooper,GF,1.9558,95.2543977,26,BOS,70,2,United States,NBA 1952-1953 Players Information
Ray Corley,G,1.8288,81.6466266,25,FWP,8,2,United States,NBA 1952-1953 Players Information
Bob Cousy,PG,1.8541999999999998,79.37866475,24,BOS,71,2,United States,NBA 1952-1953 Players Information
Dillard Crocker,GF,1.9304,92.98643585,28,MIL,61,3,United States,NBA 1952-1953 Players Information
Pete Darcey,F,2.0065999999999997,98.42954429000001,22,MIL,12,0,United States,NBA 1952-1953 Players Information
Bob Davies,G,1.8541999999999998,79.37866475,33,ROR,66,4,United States,NBA 1952-1953 Players Information
Blaine Denning,G,1.8796,79.37866475,22,BAL,1,0,United States,NBA 1952-1953 Players Information
Bob Donham,G,1.8796,86.1825503,26,BOS,71,2,United States,NBA 1952-1953 Players Information
Dike Eddleman,SF,1.905,85.72895793,30,FWP,69,3,United States,NBA 1952-1953 Players Information
George Feigenbaum,PG,1.8541999999999998,83.91458845000001,23,MIL,5,1,United States,NBA 1952-1953 Players Information
Jake Fendley,G,1.8288,81.6466266,23,FWP,44,1,United States,NBA 1952-1953 Players Information
Danny Finn,G,1.8541999999999998,83.91458845000001,24,PHI,30,0,United States,NBA 1952-1953 Players Information
Jerry Fleishman,G,1.8796,86.1825503,31,PHI,33,4,United States,NBA 1952-1953 Players Information
Larry Foust,FC,2.0574,97.52235955,24,FWP,67,2,United States,NBA 1952-1953 Players Information
Joe Fulks,SF,1.9558,86.1825503,31,PHI,69,6,United States,NBA 1952-1953 Players Information
Bill Gabor,SG,1.8034,77.1107029,30,SYR,69,3,United States,NBA 1952-1953 Players Information
