Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Al Attles,PG,1.8288,79.37866475,26,GSW,71,2,United States,NBA 1962-1963 Players Information
Dick Barnett,SG,1.9304,86.1825503,26,LAL,80,2,United States,NBA 1962-1963 Players Information
John Barnhill,G,1.8541999999999998,81.6466266,24,STH,77,0,United States,NBA 1962-1963 Players Information
Elgin Baylor,F,1.9558,102.05828325,28,LAL,80,4,United States,NBA 1962-1963 Players Information
Zelmo Beaty,FC,2.0574,102.05828325,23,STH,80,0,United States,NBA 1962-1963 Players Information
Walt Bellamy,C,2.1082,102.05828325,23,CHI,80,1,United States,NBA 1962-1963 Players Information
Al Bianchi,G,1.905,83.91458845000001,30,SYR,61,6,United States,NBA 1962-1963 Players Information
Bucky Bockhorn,G,1.9304,88.45051215000001,29,CIN,80,4,United States,NBA 1962-1963 Players Information
Bob Boozer,PF,2.032,97.52235955,25,CIN,79,2,United States,NBA 1962-1963 Players Information
Bill Bridges,FC,1.9811999999999999,103.41906036,23,STH,26,0,United States,NBA 1962-1963 Players Information
Joe Buckhalter,PF,2.0065999999999997,95.2543977,25,CIN,3,1,United States,NBA 1962-1963 Players Information
Cleveland Buckner,FC,2.0574,95.2543977,24,NYK,6,1,United States,NBA 1962-1963 Players Information
Dave Budd,SF,1.9811999999999999,92.98643585,24,NYK,78,2,United States,NBA 1962-1963 Players Information
Donnie Butcher,G,1.8796,90.718474,27,NYK,67,1,United States,NBA 1962-1963 Players Information
Al Butler,G,1.8796,79.37866475,24,NYK,74,1,United States,NBA 1962-1963 Players Information
Barney Cable,F,2.0065999999999997,79.37866475,27,"CHI, STH",60,4,United States,NBA 1962-1963 Players Information
Wilt Chamberlain,C,2.159,120.20197805000001,26,GSW,80,3,United States,NBA 1962-1963 Players Information
Len Chappell,PF,2.032,108.8621688,22,SYR,80,0,United States,NBA 1962-1963 Players Information
Gene Conley,PF,2.032,102.05828325,32,NYK,70,4,United States,NBA 1962-1963 Players Information
Larry Costello,PG,1.8541999999999998,84.36818082,31,SYR,78,7,United States,NBA 1962-1963 Players Information
Bob Cousy,PG,1.8541999999999998,79.37866475,34,BOS,76,12,United States,NBA 1962-1963 Players Information
Johnny Cox,G,1.9304,83.91458845000001,26,CHI,72,0,United States,NBA 1962-1963 Players Information
Dave DeBusschere,F,1.9811999999999999,99.79032140000001,22,DET,79,0,United States,NBA 1962-1963 Players Information
Terry Dischinger,GF,2.0065999999999997,85.72895793,22,CHI,57,0,United States,NBA 1962-1963 Players Information
Danny Doyle,PF,2.032,90.718474,23,DET,4,0,United States,NBA 1962-1963 Players Information
Bob Duffy,G,1.905,74.84274105,22,STH,41,0,United States,NBA 1962-1963 Players Information
Walter Dukes,C,2.1336,99.79032140000001,32,DET,62,7,United States,NBA 1962-1963 Players Information
Johnny Egan,PG,1.8034,81.6466266,24,DET,46,1,United States,NBA 1962-1963 Players Information
Leroy Ellis,FC,2.0827999999999998,95.2543977,22,LAL,79,0,United States,NBA 1962-1963 Players Information
Wayne Embry,C,2.032,108.8621688,25,CIN,75,4,United States,NBA 1962-1963 Players Information
Mike Farmer,F,2.0065999999999997,95.2543977,26,STH,78,3,United States,NBA 1962-1963 Players Information
Dave Fedor,F,1.9811999999999999,86.1825503,22,GSW,7,0,United States,NBA 1962-1963 Players Information
Al Ferrari,G,1.8796,86.1825503,29,CHI,18,5,United States,NBA 1962-1963 Players Information
Bob Ferry,FC,2.032,104.32624510000001,25,DET,79,3,United States,NBA 1962-1963 Players Information
Jack Foley,G,1.905,77.1107029,23,"BOS, NYK",11,0,United States,NBA 1962-1963 Players Information
Dave Gambee,F,1.9811999999999999,97.52235955,25,SYR,60,4,United States,NBA 1962-1963 Players Information
Tom Gola,GF,1.9811999999999999,92.98643585,30,"GOS, NYK",73,6,United States,NBA 1962-1963 Players Information
Johnny Green,SF,1.9558,90.718474,29,NYK,80,3,United States,NBA 1962-1963 Players Information
Si Green,G,1.8796,83.91458845000001,29,CHI,73,5,United States,NBA 1962-1963 Players Information
Hal Greer,G,1.8796,79.37866475,26,SYR,80,4,United States,NBA 1962-1963 Players Information
Gene Guarilia,F,1.9811999999999999,97.52235955,25,BOS,11,3,United States,NBA 1962-1963 Players Information
Richie Guerin,SG,1.9304,88.45051215000001,30,NYK,79,6,United States,NBA 1962-1963 Players Information
Dave Gunther,F,2.0065999999999997,86.1825503,25,GSW,1,0,United States,NBA 1962-1963 Players Information
Cliff Hagan,GF,1.9304,95.2543977,31,STH,79,6,United States,NBA 1962-1963 Players Information
Charlie Hardnett,F,2.032,102.05828325,24,CHI,77,0,United States,NBA 1962-1963 Players Information
John Havlicek,GF,1.9558,90.718474,22,BOS,80,0,United States,NBA 1962-1963 Players Information
Tom Hawkins,F,1.9558,95.2543977,26,CIN,79,3,United States,NBA 1962-1963 Players Information
Tommy Heinsohn,PF,2.0065999999999997,98.88313666,28,BOS,76,6,United States,NBA 1962-1963 Players Information
Wayne Hightower,F,2.032,104.32624510000001,23,GSW,66,0,United States,NBA 1962-1963 Players Information
Paul Hogue,C,2.0574,108.8621688,22,NYK,50,0,United States,NBA 1962-1963 Players Information
Ron Horn,F,2.0065999999999997,99.79032140000001,24,LAL,26,1,United States,NBA 1962-1963 Players Information
Bailey Howell,SF,2.0065999999999997,95.2543977,26,DET,79,3,United States,NBA 1962-1963 Players Information
Hot Rod Hundley,G,1.9304,83.91458845000001,28,LAL,64,5,United States,NBA 1962-1963 Players Information
Darrall Imhoff,C,2.0827999999999998,99.79032140000001,24,DET,44,2,United States,NBA 1962-1963 Players Information
Howie Jolliff,FC,2.0065999999999997,98.88313666,24,LAL,27,2,United States,NBA 1962-1963 Players Information
K.C. Jones,G,1.8541999999999998,90.718474,30,BOS,79,4,United States,NBA 1962-1963 Players Information
Sam Jones,GF,1.9304,89.81128926000001,29,BOS,76,5,United States,NBA 1962-1963 Players Information
Willie Jones,G,1.905,83.91458845000001,26,DET,78,2,United States,NBA 1962-1963 Players Information
Phil Jordon,C,2.0827999999999998,92.98643585,29,STH,73,6,United States,NBA 1962-1963 Players Information
Red Kerr,FC,2.0574,104.32624510000001,30,SYR,80,8,United States,NBA 1962-1963 Players Information
Maury King,SG,1.8796,88.45051215000001,27,CHI,36,1,United States,NBA 1962-1963 Players Information
Jim Krebs,C,2.032,104.32624510000001,27,LAL,79,5,United States,NBA 1962-1963 Players Information
Fred LaCour,F,1.9558,92.98643585,25,GSW,16,2,United States,NBA 1962-1963 Players Information
Rudy LaRusso,FC,2.0065999999999997,99.79032140000001,25,LAL,75,3,United States,NBA 1962-1963 Players Information
George Lee,G,1.905,,26,GSW,65,2,United States,NBA 1962-1963 Players Information
Slick Leonard,G,1.905,83.91458845000001,30,CHI,32,6,United States,NBA 1962-1963 Players Information
Jim Loscutoff,F,1.9558,90.718474,33,BOS,63,7,United States,NBA 1962-1963 Players Information
