Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Kareem Abdul-Jabbar,C,2.1844,102.05828325,41,LAL,74,19,United States,NBA 1988-1989 Players Information
Mark Acres,FC,2.1082,99.79032140000001,26,BOS,62,1,United States,NBA 1988-1989 Players Information
Michael Adams,PG,1.778,73.93555631000001,26,DEN,77,3,United States,NBA 1988-1989 Players Information
Mark Aguirre,SF,1.9811999999999999,105.23342984,29,"DAL, DET",80,7,United States,NBA 1988-1989 Players Information
Danny Ainge,G,1.9304,79.37866475,29,"BOS, SAC",73,7,United States,NBA 1988-1989 Players Information
Mark Alarie,F,2.032,98.42954429000001,25,WAS,74,2,United States,NBA 1988-1989 Players Information
Steve Alford,G,1.8796,83.00740371,24,"DAL, GOS",66,1,United States,NBA 1988-1989 Players Information
Randy Allen,F,2.032,99.79032140000001,24,SAC,7,0,United States,NBA 1988-1989 Players Information
Cadillac Anderson,PF,2.0827999999999998,104.32624510000001,24,SAS,82,1,United States,NBA 1988-1989 Players Information
Michael Anderson,G,1.8034,83.46099608,22,SAS,36,0,United States,NBA 1988-1989 Players Information
Richard Anderson,FC,2.0827999999999998,108.8621688,28,POR,72,4,United States,NBA 1988-1989 Players Information
Ron Anderson,GF,2.0065999999999997,97.52235955,30,PHI,82,4,United States,NBA 1988-1989 Players Information
Willie Anderson,SF,2.0065999999999997,86.1825503,22,SAS,81,0,United States,NBA 1988-1989 Players Information
John Bagley,G,1.8288,83.91458845000001,28,NJN,68,6,United States,NBA 1988-1989 Players Information
Thurl Bailey,PF,2.1082,97.52235955,27,UTA,82,5,United States,NBA 1988-1989 Players Information
Greg Ballard,F,2.0065999999999997,97.52235955,34,SEA,2,10,United States,NBA 1988-1989 Players Information
Ken Bannister,FC,2.0574,106.59420695,28,LAC,9,2,United States,NBA 1988-1989 Players Information
Charles Barkley,PF,1.9811999999999999,114.30527724000001,26,PHI,79,4,United States,NBA 1988-1989 Players Information
John Battle,G,1.8796,79.37866475,26,ATL,82,3,United States,NBA 1988-1989 Players Information
Benoit Benjamin,C,2.1336,113.3980925,24,LAC,79,3,United States,NBA 1988-1989 Players Information
Ricky Berry,F,2.032,92.98643585,24,SAC,64,0,United States,NBA 1988-1989 Players Information
Walter Berry,F,2.032,97.52235955,24,"HOU, NJN",69,2,United States,NBA 1988-1989 Players Information
Larry Bird,SF,2.0574,99.79032140000001,32,BOS,6,9,United States,NBA 1988-1989 Players Information
Otis Birdsong,GF,1.905,86.1825503,33,BOS,13,11,United States,NBA 1988-1989 Players Information
Uwe Blab,C,2.1844,110.22294591,26,DAL,37,3,Germany,NBA 1988-1989 Players Information
