Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Zaid Abdul-Aziz,FC,2.0574,106.59420695,30,BUF,22,8,United States,NBA 1976-1977 Players Information
Kareem Abdul-Jabbar,C,2.1844,102.05828325,29,LAL,82,7,United States,NBA 1976-1977 Players Information
Tom Abernethy,PF,2.0065999999999997,99.79032140000001,22,LAL,69,0,United States,NBA 1976-1977 Players Information
Alvan Adams,FC,2.0574,95.2543977,22,PHX,72,1,United States,NBA 1976-1977 Players Information
Don Adams,SF,1.9811999999999999,95.2543977,29,BUF,77,6,United States,NBA 1976-1977 Players Information
Lucius Allen,PG,1.8796,79.37866475,29,LAL,78,7,United States,NBA 1976-1977 Players Information
Jerome Anderson,SG,1.9558,88.45051215000001,23,IND,27,1,United States,NBA 1976-1977 Players Information
Tiny Archibald,PG,1.8541999999999998,68.0388555,28,NYN,34,6,United States,NBA 1976-1977 Players Information
Jim Ard,PF,2.032,97.52235955,28,BOS,63,2,United States,NBA 1976-1977 Players Information
Bird Averitt,SG,1.8541999999999998,77.1107029,24,BUF,75,0,United States,NBA 1976-1977 Players Information
Dennis Awtrey,C,2.0827999999999998,106.59420695,29,PHX,72,6,United States,NBA 1976-1977 Players Information
Mike Bantom,FC,2.0574,90.718474,25,"NYN, SEA",77,3,United States,NBA 1976-1977 Players Information
Tom Barker,C,2.1082,102.05828325,21,ATL,59,0,United States,NBA 1976-1977 Players Information
Marvin Barnes,FC,2.032,95.2543977,24,DET,53,0,United States,NBA 1976-1977 Players Information
Jim Barnett,GF,1.9304,77.1107029,32,PHI,16,10,United States,NBA 1976-1977 Players Information
Norton Barnhill,G,1.9558,,23,SEA,4,0,United States,NBA 1976-1977 Players Information
Mike Barr,G,1.905,81.6466266,26,KCK,72,0,United States,NBA 1976-1977 Players Information
Rick Barry,F,2.0065999999999997,92.98643585,32,GSW,79,6,United States,NBA 1976-1977 Players Information
Tim Bassett,FC,2.032,102.05828325,25,NYN,76,0,United States,NBA 1976-1977 Players Information
Butch Beard,G,1.905,83.91458845000001,29,NYK,70,6,United States,NBA 1976-1977 Players Information
Byron Beck,PF,2.0574,102.05828325,32,DEN,52,0,United States,NBA 1976-1977 Players Information
Ron Behagen,FC,2.0574,83.91458845000001,26,NOJ,60,3,United States,NBA 1976-1977 Players Information
Mel Bennett,F,2.0065999999999997,90.718474,22,IND,67,0,United States,NBA 1976-1977 Players Information
Henry Bibby,G,1.8541999999999998,83.91458845000001,27,PHI,81,4,United States,NBA 1976-1977 Players Information
Bob Bigelow,GF,2.0065999999999997,97.52235955,23,KCK,28,1,United States,NBA 1976-1977 Players Information
Dave Bing,G,1.905,81.6466266,33,WAS,64,10,United States,NBA 1976-1977 Players Information
Tom Boerwinkle,C,2.1336,120.20197805000001,31,CHI,82,8,United States,NBA 1976-1977 Players Information
Ron Boone,GF,1.8796,90.718474,30,KCK,82,0,United States,NBA 1976-1977 Players Information
Tom Boswell,FC,2.0574,99.79032140000001,23,BOS,69,1,United States,NBA 1976-1977 Players Information
Freddie Boyd,G,1.8796,81.6466266,26,NOJ,47,4,United States,NBA 1976-1977 Players Information
Bill Bradley,GF,1.9558,92.98643585,33,NYK,67,9,United States,NBA 1976-1977 Players Information
Jim Brewer,PF,2.0574,95.2543977,25,CLE,81,3,United States,NBA 1976-1977 Players Information
Junior Bridgeman,GF,1.9558,95.2543977,23,MIL,82,1,United States,NBA 1976-1977 Players Information
Allan Bristow,GF,2.0065999999999997,95.2543977,25,SAS,82,3,United States,NBA 1976-1977 Players Information
Gary Brokaw,G,1.9304,80.73944186,23,"CLE, MIL",79,2,United States,NBA 1976-1977 Players Information
Fred Brown,G,1.905,82.55381134000001,28,SEA,72,5,United States,NBA 1976-1977 Players Information
John Brown,SF,2.0065999999999997,99.79032140000001,25,ATL,77,3,GermanyUnited States,NBA 1976-1977 Players Information
Roger Brown,C,2.1082,102.05828325,27,DET,43,2,United States,NBA 1976-1977 Players Information
Joe Bryant,PF,2.0574,83.91458845000001,22,PHI,58,1,United States,NBA 1976-1977 Players Information
Quinn Buckner,G,1.905,86.1825503,22,MIL,79,0,United States,NBA 1976-1977 Players Information
Ticky Burden,SG,1.8796,83.91458845000001,24,NYK,61,0,United States,NBA 1976-1977 Players Information
Tom Burleson,C,2.1844,102.05828325,25,SEA,82,2,United States,NBA 1976-1977 Players Information
