Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Don Ackerman,G,1.8288,83.00740371,23,NYK,27,0,United States,NBA 1953-1954 Players Information
Don Asmonga,G,1.8796,83.91458845000001,26,BAL,7,0,United States,NBA 1953-1954 Players Information
Jim Baechtold,F,1.9304,92.98643585,26,NYK,69,1,United States,NBA 1953-1954 Players Information
Don Barksdale,F,1.9811999999999999,90.718474,30,BOS,63,2,United States,NBA 1953-1954 Players Information
Leo Barnhorst,SF,1.9304,86.1825503,29,"BAL, FWP",71,4,United States,NBA 1953-1954 Players Information
Ernie Barrett,GF,1.905,81.6466266,24,BOS,58,0,United States,NBA 1953-1954 Players Information
Ernie Beck,GF,1.9304,86.1825503,22,PHI,15,0,United States,NBA 1953-1954 Players Information
Irv Bemoras,GF,1.905,83.91458845000001,23,MIL,68,0,United States,NBA 1953-1954 Players Information
Bill Bolger,F,1.9558,92.98643585,22,BAL,20,0,United States,NBA 1953-1954 Players Information
Vince Boryla,SF,1.9558,95.2543977,26,NYK,52,4,United States,NBA 1953-1954 Players Information
Bob Brannum,FC,1.9558,97.52235955,28,BOS,71,3,United States,NBA 1953-1954 Players Information
Carl Braun,SG,1.9558,81.6466266,26,NYK,72,4,United States,NBA 1953-1954 Players Information
Frankie Brian,G,1.8541999999999998,81.6466266,30,FWP,62,4,United States,NBA 1953-1954 Players Information
Bill Calhoun,GF,1.905,81.6466266,26,MIL,72,5,United States,NBA 1953-1954 Players Information
Cal Christensen,F,1.9558,95.2543977,26,ROR,70,3,United States,NBA 1953-1954 Players Information
Nat Clifton,PF,1.9811999999999999,99.79032140000001,31,NYK,72,3,United States,NBA 1953-1954 Players Information
Jack Coleman,PF,2.0065999999999997,88.45051215000001,29,ROR,71,4,United States,NBA 1953-1954 Players Information
Chuck Cooper,GF,1.9558,95.2543977,27,BOS,70,3,United States,NBA 1953-1954 Players Information
Bob Cousy,PG,1.8541999999999998,79.37866475,25,BOS,72,3,United States,NBA 1953-1954 Players Information
