Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Curly Armstrong,G,1.8034,77.1107029,30,FWP,51,0,United States,NBA 1948-1949 Players Information
Johnny Bach,G,1.8796,81.6466266,24,BOS,34,0,United States,NBA 1948-1949 Players Information
Hank Beenders,GF,1.9811999999999999,83.91458845000001,32,BOS,9,2,Netherlands,NBA 1948-1949 Players Information
Robert Bishop,G,1.905,88.45051215000001,26,PHI,56,0,United States,NBA 1948-1949 Players Information
Charlie Black,FC,1.9558,90.718474,27,"FWP, INJ",58,0,United States,NBA 1948-1949 Players Information
Mike Bloom,F,1.9811999999999999,86.1825503,34,"CHI, MIN",43,1,United States,NBA 1948-1949 Players Information
Jake Bornheimer,F,1.9558,90.718474,21,PHI,15,0,United States,NBA 1948-1949 Players Information
Carl Braun,SG,1.9558,81.6466266,21,NYK,57,1,United States,NBA 1948-1949 Players Information
Price Brookfield,GF,1.9304,83.91458845000001,28,INJ,54,0,United States,NBA 1948-1949 Players Information
Bob Brown,GF,1.9304,92.98643585,25,PRO,20,0,United States,NBA 1948-1949 Players Information
Darrell Brown,G,1.8796,79.37866475,25,BAL,3,0,United States,NBA 1948-1949 Players Information
Jim Browne,C,2.0827999999999998,106.59420695,19,CHI,4,0,United States,NBA 1948-1949 Players Information
Walt Budko,GF,1.9558,99.79032140000001,23,BAL,59,0,United States,NBA 1948-1949 Players Information
Tommy Byrnes,GF,1.905,79.37866475,26,"INJ, NYK",57,2,United States,NBA 1948-1949 Players Information
Bill Calhoun,GF,1.905,81.6466266,21,ROR,56,0,United States,NBA 1948-1949 Players Information
Ernie Calverley,PG,1.778,65.77089365,25,PRO,59,2,United States,NBA 1948-1949 Players Information
Don Carlson,G,1.8288,77.1107029,29,MIN,54,1,United States,NBA 1948-1949 Players Information
Joe Colone,GF,1.9558,95.2543977,25,NYK,15,0,United States,NBA 1948-1949 Players Information
Dillard Crocker,GF,1.9304,92.98643585,24,FWP,2,0,United States,NBA 1948-1949 Players Information
Chink Crossin,G,1.8541999999999998,74.84274105,24,PHI,43,1,United States,NBA 1948-1949 Players Information
Fran Curran,G,1.8288,79.37866475,23,ROR,57,0,United States,NBA 1948-1949 Players Information
Howie Dallmar,SG,1.9304,90.718474,26,PHI,38,2,United States,NBA 1948-1949 Players Information
Bob Davies,G,1.8541999999999998,79.37866475,29,ROR,60,0,United States,NBA 1948-1949 Players Information
Bob Doll,F,1.9558,88.45051215000001,29,BOS,47,2,United States,NBA 1948-1949 Players Information
