Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Zaid Abdul-Aziz,FC,2.0574,106.59420695,29,SEA,27,7,United States,NBA 1975-1976 Players Information
Kareem Abdul-Jabbar,C,2.1844,102.05828325,28,LAL,82,6,United States,NBA 1975-1976 Players Information
Alvan Adams,FC,2.0574,95.2543977,21,PHX,80,0,United States,NBA 1975-1976 Players Information
Don Adams,SF,1.9811999999999999,95.2543977,28,BUF,56,5,United States,NBA 1975-1976 Players Information
Lucius Allen,PG,1.8796,79.37866475,28,LAL,76,6,United States,NBA 1975-1976 Players Information
Dan Anderson,PG,1.8796,83.91458845000001,25,POR,52,1,United States,NBA 1975-1976 Players Information
Jerome Anderson,SG,1.9558,88.45051215000001,22,BOS,22,0,United States,NBA 1975-1976 Players Information
Tiny Archibald,PG,1.8541999999999998,68.0388555,27,KCK,78,5,United States,NBA 1975-1976 Players Information
Jim Ard,PF,2.032,97.52235955,27,BOS,81,1,United States,NBA 1975-1976 Players Information
Dennis Awtrey,C,2.0827999999999998,106.59420695,28,PHX,74,5,United States,NBA 1975-1976 Players Information
Gus Bailey,GF,1.9558,83.91458845000001,25,HOU,30,1,United States,NBA 1975-1976 Players Information
Mike Bantom,FC,2.0574,90.718474,24,"PHX, SEA",74,2,United States,NBA 1975-1976 Players Information
Jim Barnett,GF,1.9304,77.1107029,31,NYK,71,9,United States,NBA 1975-1976 Players Information
Rick Barry,F,2.0065999999999997,92.98643585,31,GSW,81,5,United States,NBA 1975-1976 Players Information
Jerry Baskerville,F,2.0065999999999997,86.1825503,24,PHI,21,0,United States,NBA 1975-1976 Players Information
Butch Beard,G,1.905,83.91458845000001,28,"CLE, NYK",75,5,United States,NBA 1975-1976 Players Information
Ron Behagen,FC,2.0574,83.91458845000001,25,NOJ,66,2,United States,NBA 1975-1976 Players Information
Dennis Bell,SF,1.9558,83.91458845000001,24,NYK,10,2,United States,NBA 1975-1976 Players Information
Leon Benbow,SG,1.9304,83.91458845000001,25,CHI,76,1,United States,NBA 1975-1976 Players Information
Henry Bibby,G,1.8541999999999998,83.91458845000001,26,NOJ,79,3,United States,NBA 1975-1976 Players Information
Bob Bigelow,GF,2.0065999999999997,97.52235955,22,KCK,31,0,United States,NBA 1975-1976 Players Information
Dave Bing,G,1.905,81.6466266,32,WAS,82,9,United States,NBA 1975-1976 Players Information
John Block,FC,2.0574,93.89362059,31,CHI,2,9,United States,NBA 1975-1976 Players Information
Tom Boerwinkle,C,2.1336,120.20197805000001,30,CHI,74,7,United States,NBA 1975-1976 Players Information
Tom Boswell,FC,2.0574,99.79032140000001,22,BOS,34,0,United States,NBA 1975-1976 Players Information
Freddie Boyd,G,1.8796,81.6466266,25,"NOJ, PHL",36,3,United States,NBA 1975-1976 Players Information
Bill Bradley,GF,1.9558,92.98643585,32,NYK,82,8,United States,NBA 1975-1976 Players Information
Jim Brewer,PF,2.0574,95.2543977,24,CLE,82,2,United States,NBA 1975-1976 Players Information
Junior Bridgeman,GF,1.9558,95.2543977,22,MIL,81,0,United States,NBA 1975-1976 Players Information
Gary Brokaw,G,1.9304,80.73944186,22,MIL,75,1,United States,NBA 1975-1976 Players Information
Fred Brown,G,1.905,82.55381134000001,27,SEA,76,4,United States,NBA 1975-1976 Players Information
John Brown,SF,2.0065999999999997,99.79032140000001,24,ATL,74,2,GermanyUnited States,NBA 1975-1976 Players Information
Roger Brown,C,2.1082,102.05828325,26,DET,30,1,United States,NBA 1975-1976 Players Information
Joe Bryant,PF,2.0574,83.91458845000001,21,PHI,74,0,United States,NBA 1975-1976 Players Information
Tom Burleson,C,2.1844,102.05828325,24,SEA,82,1,United States,NBA 1975-1976 Players Information
Corky Calhoun,F,2.0065999999999997,95.2543977,25,LAL,76,3,United States,NBA 1975-1976 Players Information
Al Carlson,C,2.1082,106.59420695,24,SEA,27,0,United States,NBA 1975-1976 Players Information
Austin Carr,G,1.9304,90.718474,27,CLE,65,4,United States,NBA 1975-1976 Players Information
Fred Carter,G,1.905,83.91458845000001,31,PHI,82,6,United States,NBA 1975-1976 Players Information
Harvey Catchings,FC,2.0574,98.88313666,24,PHI,75,1,United States,NBA 1975-1976 Players Information
Kenny Charles,SG,1.905,81.6466266,24,BUF,81,2,Trinidad and Tobago,NBA 1975-1976 Players Information
Phil Chenier,PG,1.905,81.6466266,25,WAS,80,4,United States,NBA 1975-1976 Players Information
Jim Chones,FC,2.1082,99.79032140000001,26,CLE,82,1,United States,NBA 1975-1976 Players Information
Archie Clark,G,1.8796,79.37866475,34,DET,79,9,United States,NBA 1975-1976 Players Information
