Team Name,W,L,PCT,GB,HOME,AWAY,DIV,CONF,PPG,OPP PPG,DIFF,STRK,L10,Title
HUtah Jazz,5,0,1.000,-,3-0,2-0,0-0,3-0,112.4,92.8,+19.6,W5,5-0,NBA Standings Pre Season 2017-18
Boston Celtics,4,0,1.000,0.5,2-0,2-0,2-0,4-0,106.3,95.0,+11.3,W4,4-0,NBA Standings Pre Season 2017-18
Portland Trail Blazers,5,1,.833,0.5,2-1,3-0,0-0,3-1,115.2,98.2,+17.0,W5,5-1,NBA Standings Pre Season 2017-18
Washington Wizards,4,1,.800,1,3-0,1-1,0-1,3-1,111.4,102.0,+9.4,W1,4-1,NBA Standings Pre Season 2017-18
Houston Rockets,4,1,.800,1,1-1,3-0,1-1,2-1,112.6,93.8,+18.8,L1,4-1,NBA Standings Pre Season 2017-18
Indiana Pacers,3,1,.750,1.5,1-0,2-1,2-1,2-1,103.8,96.0,+7.8,W1,3-1,NBA Standings Pre Season 2017-18
Brooklyn Nets,3,1,.750,1.5,2-1,1-0,2-1,3-1,113.3,102.8,+10.5,L1,3-1,NBA Standings Pre Season 2017-18
Oklahoma City Thunder,3,1,.750,1.5,2-1,1-0,1-0,2-1,95.3,91.5,+3.8,W3,3-1,NBA Standings Pre Season 2017-18
Dallas Mavericks,4,2,.667,1.5,3-0,1-2,0-0,0-0,102.7,98.0,+4.7,L1,4-2,NBA Standings Pre Season 2017-18
Minnesota Timberwolves,2,1,.667,2,0-1,2-0,0-0,2-1,109.7,112.7,-3.0,L1,2-1,NBA Standings Pre Season 2017-18
Toronto Raptors,3,2,.600,2,2-0,1-2,0-0,2-0,109.4,103.0,+6.4,W2,3-2,NBA Standings Pre Season 2017-18
an Antonio Spurs,3,2,.600,2,2-1,1-1,1-0,3-1,107.8,99.8,+8.0,W1,3-2,NBA Standings Pre Season 2017-18
Denver Nuggets,3,2,.600,2,0-1,3-1,0-1,3-2,105.8,106.2,-0.4,L2,3-2,NBA Standings Pre Season 2017-18
Memphis Grizzlies,3,2,.600,2,2-1,1-1,1-1,1-1,104.2,95.0,+9.2,W1,3-2,NBA Standings Pre Season 2017-18
Orlando Magic,3,3,.500,2.5,2-1,1-2,1-0,1-1,99.0,96.8,+2.2,L1,3-3,NBA Standings Pre Season 2017-18
Chicago Bulls,3,3,.500,2.5,1-2,2-1,2-0,2-1,100.8,109.2,-8.4,L1,3-3,NBA Standings Pre Season 2017-18
Miami Heat,3,3,.500,2.5,3-0,0-3,3-1,3-3,99.2,105.0,-5.8,L1,3-3,NBA Standings Pre Season 2017-18
olden State Warriors,2,2,.500,2.5,1-2,1-0,1-0,2-2,114.5,108.8,+5.7,W2,2-2,NBA Standings Pre Season 2017-18
Charlotte Hornets,2,3,.400,3,1-1,1-2,0-1,1-3,101.4,102.6,-1.2,W1,2-3,NBA Standings Pre Season 2017-18
Detroit Pistons,2,3,.400,3,2-1,0-2,1-1,2-3,103.8,103.0,+0.8,L2,2-3,NBA Standings Pre Season 2017-18
Philadelphia 76ers,2,3,.400,3,1-2,1-1,1-2,2-2,107.8,108.4,-0.6,W2,2-3,NBA Standings Pre Season 2017-18
Phoenix Suns,2,3,.400,3,1-2,1-1,0-0,1-3,107.0,110.0,-3.0,W1,2-3,NBA Standings Pre Season 2017-18
Atlanta Hawks,2,3,.400,3,1-1,1-2,0-1,1-2,96.0,98.8,-2.8,L1,2-3,NBA Standings Pre Season 2017-18
LA Clippers,2,3,.400,3,2-2,0-1,1-1,1-2,105.0,107.4,-2.4,L1,2-3,NBA Standings Pre Season 2017-18
Los Angeles Lakers,2,4,.333,3.5,1-4,1-0,2-0,2-4,99.2,103.5,-4.3,W1,2-4,NBA Standings Pre Season 2017-18
Milwaukee Bucks,1,3,.250,3.5,1-1,0-2,1-2,1-2,99.5,106.8,-7.3,W1,1-3,NBA Standings Pre Season 2017-18
ew Orleans Pelicans,1,3,.250,3.5,0-1,1-2,0-1,0-2,102.3,113.0,-10.7,L1,1-3,NBA Standings Pre Season 2017-18
Cleveland Cavaliers,1,4,.200,4,0-3,1-1,0-2,1-4,99.2,106.2,-7.0,W1,1-4,NBA Standings Pre Season 2017-18
Sacramento Kings,1,5,.167,4.5,1-1,0-4,0-3,1-5,90.7,101.0,-10.3,L5,1-5,NBA Standings Pre Season 2017-18
ew York Knicks,0,5,.000,5,0-3,0-2,0-2,0-4,97.6,112.6,-15.0,L5,0-5,NBA Standings Pre Season 2017-18
