Team Name,W,L,PCT,GB,HOME,AWAY,DIV,CONF,PPG,OPP PPG,DIFF,STRK,L10,Title
Toronto Raptors,6,1,.857,-,3-0,3-1,3-0,6-1,103.9,98.7,+5.2,L1,6-1,NBA Standings Pre Season 2006-07
olden State Warriors,5,1,.833,0.5,2-0,3-1,1-0,5-1,114.7,108.5,+6.2,L1,5-1,NBA Standings Pre Season 2006-07
Chicago Bulls,6,2,.750,0.5,4-1,2-1,0-0,2-0,95.8,88.9,+6.9,W1,6-2,NBA Standings Pre Season 2006-07
Orlando Magic,6,2,.750,0.5,2-2,4-0,2-2,2-2,99.3,90.1,+9.2,W1,6-2,NBA Standings Pre Season 2006-07
Houston Rockets,5,2,.714,1,3-1,2-1,2-1,2-1,91.1,81.6,+9.5,L1,5-2,NBA Standings Pre Season 2006-07
LA Clippers,4,2,.667,1.5,2-2,2-0,2-1,4-2,95.5,97.5,-2.0,L1,4-2,NBA Standings Pre Season 2006-07
ew York Knicks,4,2,.667,1.5,3-0,1-2,4-2,4-2,108.7,109.7,-1.0,L1,4-2,NBA Standings Pre Season 2006-07
Minnesota Timberwolves,5,3,.625,1.5,2-2,3-1,0-0,0-0,98.3,94.4,+3.9,W2,5-3,NBA Standings Pre Season 2006-07
Atlanta Hawks,5,3,.625,1.5,2-2,3-1,3-2,4-2,97.5,97.0,+0.5,W1,5-3,NBA Standings Pre Season 2006-07
Sacramento Kings,5,3,.625,1.5,3-1,2-2,1-1,5-3,97.9,93.3,+4.6,W1,5-3,NBA Standings Pre Season 2006-07
Detroit Pistons,5,3,.625,1.5,3-2,2-1,0-0,2-0,95.5,94.9,+0.6,L1,5-3,NBA Standings Pre Season 2006-07
Denver Nuggets,4,3,.571,2,1-2,3-1,0-1,2-2,115.1,109.7,+5.4,W2,4-3,NBA Standings Pre Season 2006-07
Los Angeles Lakers,4,4,.500,2.5,4-4,0-0,1-3,4-4,98.1,98.6,-0.5,L1,4-4,NBA Standings Pre Season 2006-07
Washington Wizards,4,4,.500,2.5,0-1,4-3,3-0,4-3,95.1,92.9,+2.2,L1,4-4,NBA Standings Pre Season 2006-07
Seattle SuperSonics,4,4,.500,2.5,2-1,2-3,1-1,4-3,100.5,98.6,+1.9,W3,4-4,NBA Standings Pre Season 2006-07
HUtah Jazz,4,4,.500,2.5,2-0,2-4,2-1,2-3,102.5,98.4,+4.1,W2,4-4,NBA Standings Pre Season 2006-07
Memphis Grizzlies,4,4,.500,2.5,2-2,2-2,1-0,1-0,88.3,91.1,-2.8,W1,4-4,NBA Standings Pre Season 2006-07
Phoenix Suns,3,3,.500,2.5,2-2,1-1,2-2,2-3,100.3,99.0,+1.3,L2,3-3,NBA Standings Pre Season 2006-07
an Antonio Spurs,2,3,.400,3,2-2,0-1,1-1,1-1,85.8,91.2,-5.4,W1,2-3,NBA Standings Pre Season 2006-07
Indiana Pacers,3,5,.375,3.5,2-2,1-3,0-0,2-1,96.0,101.6,-5.6,L2,3-5,NBA Standings Pre Season 2006-07
ew Jersey Nets,3,5,.375,3.5,3-0,0-5,3-4,3-5,102.9,107.1,-4.2,W1,3-5,NBA Standings Pre Season 2006-07
Boston Celtics,3,5,.375,3.5,2-2,1-3,2-4,3-5,103.4,101.5,+1.9,L2,3-5,NBA Standings Pre Season 2006-07
Dallas Mavericks,3,5,.375,3.5,2-2,1-3,0-3,0-4,82.6,87.5,-4.9,L1,3-5,NBA Standings Pre Season 2006-07
Milwaukee Bucks,3,5,.375,3.5,2-2,1-3,0-0,1-1,96.9,101.3,-4.4,L2,3-5,NBA Standings Pre Season 2006-07
Miami Heat,2,5,.286,4,1-2,1-3,1-1,1-2,86.4,93.9,-7.5,L1,2-5,NBA Standings Pre Season 2006-07
O/Oklahoma City Hornets,2,5,.286,4,1-1,1-4,1-0,2-3,94.3,101.9,-7.6,W1,2-5,NBA Standings Pre Season 2006-07
Charlotte Bobcats,2,6,.250,4.5,1-4,1-2,0-4,2-6,97.8,105.0,-7.2,L1,2-6,NBA Standings Pre Season 2006-07
Portland Trail Blazers,2,6,.250,4.5,1-2,1-4,2-2,2-6,97.4,102.6,-5.2,L3,2-6,NBA Standings Pre Season 2006-07
Philadelphia 76ers,1,4,.200,4,1-1,0-3,1-3,1-3,100.8,101.6,-0.8,W1,1-4,NBA Standings Pre Season 2006-07
Cleveland Cavaliers,1,6,.143,5,0-5,1-1,0-0,1-5,87.6,93.0,-5.4,L5,1-6,NBA Standings Pre Season 2006-07
