Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Dallas Mavericks,6,117.0,42.2,89.2,47.3,13.5,37.5,36.0,19.2,26.5,72.3,7.7,35.5,43.2,21.5,6.5,3.7,12.7,22.5,NBA Team Postseason Stats 2019-20
2,LA Clippers,13,114.0,40.9,86.4,47.4,12.1,32.8,36.8,20.1,25.2,79.8,9.5,34.5,44.0,21.2,7.5,3.7,13.0,22.9,NBA Team Postseason Stats 2019-20
3,Utah Jazz,7,113.4,39.9,81.9,48.7,15.7,37.3,42.1,18.0,23.3,77.3,9.3,31.9,41.1,21.4,6.1,3.1,12.0,19.0,NBA Team Postseason Stats 2019-20
4,Los Angeles Lakers,21,112.8,41.0,84.0,48.9,12.1,34.2,35.4,18.6,24.6,75.8,10.6,33.5,44.1,25.6,8.0,5.3,15.4,22.7,NBA Team Postseason Stats 2019-20
5,Milwaukee Bucks,10,111.1,40.1,87.1,46.0,13.3,37.1,35.8,17.6,24.3,72.4,9.4,37.3,46.7,24.3,7.2,4.2,14.9,21.7,NBA Team Postseason Stats 2019-20
6,Miami Heat,21,110.0,37.7,82.0,46.0,12.8,35.5,35.9,21.8,26.4,82.5,7.8,33.6,41.3,24.9,6.9,3.9,13.2,19.9,NBA Team Postseason Stats 2019-20
7,Toronto Raptors,11,109.4,39.1,88.5,44.2,14.6,40.3,36.3,16.5,21.3,77.8,8.2,36.5,44.6,24.8,7.1,5.5,13.1,22.5,NBA Team Postseason Stats 2019-20
8,Boston Celtics,17,109.4,38.6,84.9,45.4,12.4,36.4,34.1,19.8,24.2,81.6,8.8,36.5,45.2,22.6,6.7,4.8,13.9,22.3,NBA Team Postseason Stats 2019-20
9,Houston Rockets,12,107.7,37.4,85.8,43.6,16.9,46.8,36.2,15.9,20.2,78.9,6.7,32.2,38.8,21.3,9.1,3.5,13.4,22.2,NBA Team Postseason Stats 2019-20
10,Denver Nuggets,19,107.4,38.8,82.5,47.1,12.3,32.4,37.9,17.5,21.4,81.6,9.3,31.4,40.6,22.5,6.2,4.0,13.9,22.4,NBA Team Postseason Stats 2019-20
11,Orlando Magic,5,107.0,37.2,88.6,42.0,15.0,39.8,37.7,17.6,21.0,83.8,6.6,36.4,43.0,23.8,6.8,3.2,14.6,21.0,NBA Team Postseason Stats 2019-20
12,Portland Trail Blazers,5,106.6,37.6,88.2,42.6,11.6,30.6,37.9,19.8,25.0,79.2,9.8,33.0,42.8,17.8,7.4,3.6,16.0,25.0,NBA Team Postseason Stats 2019-20
13,Brooklyn Nets,4,105.8,36.3,91.3,39.7,15.5,46.0,33.7,17.8,24.5,72.4,9.3,35.0,44.3,25.8,5.0,4.5,14.5,21.3,NBA Team Postseason Stats 2019-20
14,Oklahoma City Thunder,7,104.0,36.7,85.4,43.0,12.0,36.6,32.8,18.6,24.0,77.4,9.0,40.9,49.9,17.9,5.3,4.0,17.0,17.1,NBA Team Postseason Stats 2019-20
15,Indiana Pacers,4,100.8,36.5,80.3,45.5,12.0,32.0,37.5,15.8,20.3,77.8,5.8,30.8,36.5,22.5,9.3,5.5,15.3,23.3,NBA Team Postseason Stats 2019-20
16,Philadelphia 76ers,4,100.5,33.3,84.0,39.6,8.0,30.3,26.4,26.0,32.0,81.3,12.3,33.8,46.0,17.5,5.0,4.5,12.0,22.3,NBA Team Postseason Stats 2019-20
