Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Phoenix Suns,82,110.2,41.3,83.6,49.4,9.6,24.0,39.9,18.0,22.3,80.8,9.0,31.5,40.5,25.9,6.7,4.8,14.5,20.2,NBA Team Regular Season Stats 2006-07
2,Golden State Warriors,82,106.5,39.8,86.0,46.3,8.5,24.0,35.6,18.5,25.8,71.7,11.5,30.0,41.4,23.8,9.1,5.7,16.0,23.6,NBA Team Regular Season Stats 2006-07
3,Denver Nuggets,82,105.4,38.6,83.0,46.5,5.9,17.6,33.6,22.3,29.9,74.6,12.2,31.2,43.4,23.4,8.3,5.3,16.5,21.4,NBA Team Regular Season Stats 2006-07
4,Washington Wizards,82,104.3,37.4,83.2,45.0,6.8,19.7,34.8,22.6,29.6,76.5,12.2,29.0,41.2,20.2,7.7,4.6,13.8,22.2,NBA Team Regular Season Stats 2006-07
5,Los Angeles Lakers,82,103.3,37.8,81.3,46.6,7.4,21.0,35.3,20.2,27.1,74.7,10.8,30.4,41.2,22.6,7.3,5.1,15.5,23.0,NBA Team Regular Season Stats 2006-07
6,Memphis Grizzlies,82,101.6,36.6,78.6,46.5,6.1,16.6,36.7,22.4,29.4,76.1,10.6,29.0,39.5,20.5,6.9,5.0,16.4,22.3,NBA Team Regular Season Stats 2006-07
7,Utah Jazz,82,101.5,37.4,78.9,47.4,4.3,12.9,33.5,22.3,30.0,74.3,12.6,30.0,42.5,24.7,7.0,4.1,15.6,25.2,NBA Team Regular Season Stats 2006-07
8,Sacramento Kings,82,101.3,35.9,79.7,45.0,6.5,18.5,35.0,23.1,30.2,76.5,9.7,29.2,38.9,20.3,8.2,3.2,14.6,21.9,NBA Team Regular Season Stats 2006-07
9,Dallas Mavericks,82,100.0,36.7,78.6,46.7,6.5,17.1,38.1,20.1,24.9,80.5,11.2,30.7,41.9,19.9,6.8,5.0,13.9,22.4,NBA Team Regular Season Stats 2006-07
10,Milwaukee Bucks,82,99.7,38.1,81.9,46.5,6.4,18.0,35.6,17.1,23.4,73.3,11.5,27.7,39.2,21.6,7.2,2.7,15.1,22.2,NBA Team Regular Season Stats 2006-07
11,Toronto Raptors,82,99.5,37.0,79.8,46.3,6.5,17.9,36.3,19.0,24.2,78.8,9.2,30.2,39.5,22.2,7.1,3.9,13.5,20.4,NBA Team Regular Season Stats 2006-07
12,Seattle SuperSonics,82,99.1,37.2,80.8,46.0,6.4,17.7,36.2,18.4,23.3,79.1,11.3,28.3,39.6,20.7,7.7,3.7,15.5,22.0,NBA Team Regular Season Stats 2006-07
13,Chicago Bulls,82,98.8,37.1,81.3,45.7,5.9,15.1,38.8,18.6,25.4,73.4,12.0,31.7,43.7,22.3,7.8,5.4,16.0,23.3,NBA Team Regular Season Stats 2006-07
14,San Antonio Spurs,82,98.5,36.6,77.2,47.4,7.3,19.0,38.1,18.1,24.1,75.1,9.3,31.4,40.7,22.1,7.2,5.1,13.9,19.4,NBA Team Regular Season Stats 2006-07
15,New Jersey Nets,82,97.6,35.5,77.8,45.7,7.4,20.4,36.3,19.1,26.3,72.7,10.0,30.8,40.8,23.9,6.1,3.3,14.8,22.8,NBA Team Regular Season Stats 2006-07
