Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Phoenix Suns,82,109.4,41.1,81.6,50.4,6.7,17.6,38.3,20.4,27.5,74.4,11.0,30.7,41.7,23.2,7.2,5.1,15.7,20.6,NBA Team Regular Season Stats 2008-09
2,Golden State Warriors,82,108.6,39.4,86.0,45.8,6.7,18.0,37.3,23.1,29.2,79.1,11.6,30.4,42.0,20.9,7.8,6.4,14.6,22.5,NBA Team Regular Season Stats 2008-09
3,Los Angeles Lakers,82,106.9,40.3,85.1,47.4,6.7,18.5,36.1,19.6,25.5,77.0,12.4,31.5,43.9,23.3,8.8,5.1,13.5,20.7,NBA Team Regular Season Stats 2008-09
4,New York Knicks,82,105.2,38.5,86.5,44.5,10.0,27.9,36.0,18.2,23.2,78.4,11.1,31.0,42.1,21.2,7.4,2.5,14.3,20.4,NBA Team Regular Season Stats 2008-09
5,Indiana Pacers,82,105.1,39.3,86.3,45.5,8.0,21.0,37.8,18.6,23.0,80.7,11.3,32.5,43.7,21.6,7.0,5.3,14.5,23.1,NBA Team Regular Season Stats 2008-09
6,Denver Nuggets,82,104.3,37.3,79.4,47.0,6.7,18.0,37.1,23.1,30.3,76.0,11.0,30.6,41.6,22.2,8.7,6.0,15.3,22.9,NBA Team Regular Season Stats 2008-09
7,Utah Jazz,82,103.6,38.3,80.8,47.5,4.8,13.7,34.9,22.1,28.7,77.1,11.5,29.5,41.0,24.7,8.8,4.6,14.8,22.3,NBA Team Regular Season Stats 2008-09
8,Chicago Bulls,82,102.2,38.1,83.5,45.7,6.0,15.8,38.1,19.9,25.0,79.6,11.8,30.3,42.1,21.1,7.5,5.5,14.5,20.8,NBA Team Regular Season Stats 2008-09
9,Dallas Mavericks,82,101.7,38.1,82.6,46.2,7.0,19.9,35.0,18.5,22.6,81.9,11.1,31.6,42.7,21.7,7.2,5.2,12.7,19.5,NBA Team Regular Season Stats 2008-09
10,Orlando Magic,82,101.0,35.7,78.2,45.7,10.0,26.2,38.1,19.6,27.5,71.5,10.0,33.3,43.3,19.4,7.0,5.4,13.9,20.3,NBA Team Regular Season Stats 2008-09
11,Boston Celtics,82,100.9,37.5,77.2,48.6,6.6,16.5,39.7,19.4,25.3,76.5,10.6,31.5,42.1,22.7,7.6,4.7,15.6,23.1,NBA Team Regular Season Stats 2008-09
12,Sacramento Kings,82,100.6,36.5,81.5,44.7,7.1,19.4,36.8,20.5,25.7,79.8,10.2,28.9,39.1,19.7,6.9,4.3,15.4,23.3,NBA Team Regular Season Stats 2008-09
13,Cleveland Cavaliers,82,100.3,36.9,78.7,46.8,8.0,20.4,39.3,18.6,24.5,75.7,10.8,31.4,42.2,20.3,7.2,5.3,12.7,20.3,NBA Team Regular Season Stats 2008-09
14,Portland Trail Blazers,82,99.4,36.8,79.2,46.5,7.3,19.0,38.3,18.5,24.2,76.5,12.9,28.8,41.7,20.3,6.7,4.9,12.9,20.4,NBA Team Regular Season Stats 2008-09
15,Milwaukee Bucks,82,99.3,36.7,82.4,44.5,6.2,17.2,36.3,19.7,25.2,78.0,11.9,28.9,40.7,22.0,7.4,3.8,14.1,24.2,NBA Team Regular Season Stats 2008-09
16,Toronto Raptors,82,99.0,37.2,81.4,45.8,5.8,15.7,37.2,18.7,22.7,82.4,9.8,30.6,40.4,22.4,6.4,4.8,13.4,19.4,NBA Team Regular Season Stats 2008-09
17,Houston Rockets,82,98.4,36.1,79.6,45.3,7.6,20.2,37.5,18.7,23.2,80.5,10.5,32.5,43.0,20.3,6.7,4.3,14.1,18.9,NBA Team Regular Season Stats 2008-09
18,Miami Heat,82,98.3,37.0,81.0,45.7,7.1,19.9,35.7,17.2,22.8,75.4,10.1,29.4,39.5,20.4,7.9,5.5,12.5,20.7,NBA Team Regular Season Stats 2008-09
19,Atlanta Hawks,82,98.1,36.0,78.7,45.8,7.3,19.9,36.6,18.7,25.4,73.7,10.6,29.4,40.0,20.2,7.4,4.6,12.8,19.6,NBA Team Regular Season Stats 2008-09
20,New Jersey Nets,82,98.1,35.7,79.7,44.8,8.0,21.2,37.6,18.8,24.1,77.9,10.4,29.5,39.8,20.0,6.8,4.8,13.1,22.4,NBA Team Regular Season Stats 2008-09
21,Minnesota Timberwolves,82,97.8,36.4,82.5,44.1,6.6,18.8,35.3,18.3,23.9,76.9,11.9,29.8,41.7,20.4,6.2,3.9,14.2,21.8,NBA Team Regular Season Stats 2008-09
22,Philadelphia 76ers,82,97.4,36.5,79.7,45.9,4.2,13.1,31.8,20.1,27.0,74.5,12.7,28.5,41.2,20.1,8.0,5.1,14.1,20.1,NBA Team Regular Season Stats 2008-09
23,San Antonio Spurs,82,97.0,37.1,79.7,46.6,7.6,19.8,38.6,15.2,20.0,76.1,8.9,32.2,41.0,21.2,5.8,4.0,11.7,18.9,NBA Team Regular Season Stats 2008-09
24,Oklahoma City Thunder,82,97.0,36.6,81.9,44.7,4.0,11.6,34.6,19.8,25.2,78.6,12.2,30.5,42.6,20.3,7.4,4.5,16.2,20.2,NBA Team Regular Season Stats 2008-09
25,Washington Wizards,82,96.1,36.5,81.2,45.0,4.8,14.6,33.0,18.2,23.8,76.7,11.7,28.4,40.1,20.0,7.5,4.5,14.0,20.5,NBA Team Regular Season Stats 2008-09
26,New Orleans Hornets,82,95.8,35.5,77.6,45.7,6.8,18.6,36.4,18.0,22.4,80.7,9.8,29.9,39.7,19.6,7.2,4.1,12.5,20.3,NBA Team Regular Season Stats 2008-09
27,LA Clippers,82,95.1,36.0,81.7,44.1,6.5,18.5,35.4,16.5,22.4,73.6,10.9,29.0,39.8,21.0,7.0,5.9,14.9,20.1,NBA Team Regular Season Stats 2008-09
28,Detroit Pistons,82,94.2,36.4,80.0,45.4,4.6,13.2,34.9,16.9,22.5,75.1,11.6,29.9,41.4,20.6,6.0,4.6,11.9,20.9,NBA Team Regular Season Stats 2008-09
29,Memphis Grizzlies,82,93.9,34.9,77.0,45.4,4.9,13.5,36.0,19.1,25.3,75.6,10.3,28.5,38.8,17.4,7.5,4.7,15.3,21.7,NBA Team Regular Season Stats 2008-09
30,Charlotte Bobcats,82,93.6,35.0,76.8,45.5,6.0,16.3,36.6,17.7,24.0,74.0,10.8,28.9,39.7,21.2,7.1,4.8,15.6,21.4,NBA Team Regular Season Stats 2008-09
