Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Milwaukee Bucks,82,118.1,43.4,91.1,47.6,13.5,38.2,35.3,17.9,23.2,77.3,9.3,40.4,49.7,26.0,7.5,5.9,13.3,19.6,NBA Team Regular Season Stats 2018-19
2,Golden State Warriors,82,117.7,44.0,89.8,49.1,13.3,34.4,38.5,16.3,20.4,80.1,9.7,36.5,46.2,29.4,7.6,6.4,13.8,21.4,NBA Team Regular Season Stats 2018-19
3,New Orleans Pelicans,82,115.4,43.7,92.2,47.3,10.3,29.9,34.4,17.8,23.4,76.1,11.1,36.2,47.3,27.0,7.4,5.4,14.5,21.1,NBA Team Regular Season Stats 2018-19
4,Philadelphia 76ers,82,115.2,41.5,88.2,47.1,10.8,30.2,35.9,21.2,27.5,77.1,10.9,36.9,47.8,26.9,7.4,5.3,14.5,21.3,NBA Team Regular Season Stats 2018-19
5,LA Clippers,82,115.1,41.3,87.5,47.1,10.0,25.8,38.8,22.6,28.5,79.2,9.7,35.8,45.5,24.0,6.8,4.7,13.8,23.3,NBA Team Regular Season Stats 2018-19
6,Portland Trail Blazers,82,114.7,42.3,90.6,46.7,11.0,30.7,35.9,19.0,23.3,81.4,11.8,36.2,48.0,23.0,6.7,5.0,13.3,20.4,NBA Team Regular Season Stats 2018-19
7,Oklahoma City Thunder,82,114.5,42.6,94.0,45.4,11.4,32.6,34.8,17.8,25.0,71.3,12.6,35.5,48.1,23.4,9.3,5.2,13.6,22.4,NBA Team Regular Season Stats 2018-19
8,Toronto Raptors,82,114.4,42.2,89.1,47.4,12.4,33.8,36.6,17.7,22.0,80.4,9.6,35.6,45.2,25.4,8.3,5.3,13.3,21.0,NBA Team Regular Season Stats 2018-19
9,Sacramento Kings,82,114.2,43.2,93.1,46.4,11.3,29.9,37.8,16.5,22.7,72.6,11.0,34.4,45.4,25.4,8.3,4.4,12.9,21.4,NBA Team Regular Season Stats 2018-19
10,Washington Wizards,82,114.0,42.1,90.1,46.8,11.3,33.3,34.1,18.4,23.9,76.8,9.7,32.7,42.4,26.3,8.3,4.6,13.7,20.7,NBA Team Regular Season Stats 2018-19
11,Houston Rockets,82,113.9,39.2,87.4,44.9,16.1,45.4,35.6,19.3,24.4,79.1,10.2,31.9,42.1,21.2,8.5,4.9,12.7,22.0,NBA Team Regular Season Stats 2018-19
12,Atlanta Hawks,82,113.3,41.4,91.8,45.1,13.0,37.0,35.2,17.6,23.4,75.2,11.6,34.5,46.1,25.8,8.2,5.1,16.6,23.6,NBA Team Regular Season Stats 2018-19
13,Minnesota Timberwolves,82,112.5,41.6,91.3,45.6,10.1,28.7,35.1,19.1,24.3,78.7,11.3,33.5,44.8,24.6,8.3,5.0,12.6,20.3,NBA Team Regular Season Stats 2018-19
14,Boston Celtics,82,112.4,42.1,90.5,46.5,12.6,34.5,36.5,15.6,19.5,80.2,9.8,34.7,44.5,26.3,8.6,5.3,12.4,20.4,NBA Team Regular Season Stats 2018-19
15,Brooklyn Nets,82,112.2,40.3,89.7,44.9,12.8,36.2,35.3,19.0,25.5,74.5,11.0,35.6,46.6,23.8,6.6,4.1,14.4,21.5,NBA Team Regular Season Stats 2018-19
16,Los Angeles Lakers,82,111.8,42.6,90.5,47.0,10.3,31.0,33.3,16.3,23.3,69.9,10.2,36.4,46.6,25.6,7.5,5.4,15.2,20.7,NBA Team Regular Season Stats 2018-19
