Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Phoenix Suns,20,107.2,40.1,83.1,48.2,9.2,23.5,39.1,17.9,21.6,83.1,7.7,29.0,36.7,23.4,5.7,4.4,11.6,21.9,NBA Team Postseason Stats 2005-06
2,LA Clippers,12,105.7,39.7,80.8,49.1,4.5,11.9,37.8,21.8,26.8,81.6,11.0,34.6,45.6,20.8,5.0,5.9,15.5,23.9,NBA Team Postseason Stats 2005-06
3,San Antonio Spurs,13,103.1,36.5,74.1,49.2,6.0,15.3,39.2,24.2,31.1,77.7,8.2,29.0,37.2,17.5,6.5,5.5,13.3,23.7,NBA Team Postseason Stats 2005-06
4,Washington Wizards,6,101.7,35.3,78.7,44.9,6.2,19.2,32.2,24.8,33.3,74.5,11.5,27.7,39.2,17.5,6.8,5.5,12.8,22.7,NBA Team Postseason Stats 2005-06
5,Los Angeles Lakers,7,100.6,37.7,83.1,45.4,7.1,21.4,33.3,18.0,23.6,76.4,11.0,31.6,42.6,17.1,6.4,3.1,15.0,22.9,NBA Team Postseason Stats 2005-06
6,Dallas Mavericks,23,99.7,36.1,80.1,45.1,4.8,15.1,31.7,22.7,28.0,80.9,12.2,30.5,42.7,15.3,6.6,4.3,12.8,25.5,NBA Team Postseason Stats 2005-06
7,Chicago Bulls,6,98.3,34.0,76.3,44.5,7.8,19.8,39.5,22.5,30.3,74.2,8.8,30.5,39.3,18.3,5.7,3.8,15.8,25.8,NBA Team Postseason Stats 2005-06
8,Milwaukee Bucks,5,97.6,37.8,80.2,47.1,5.2,12.4,41.9,16.8,21.4,78.5,10.6,26.4,37.0,21.0,6.0,2.4,13.2,26.8,NBA Team Postseason Stats 2005-06
9,Sacramento Kings,6,97.3,34.7,78.2,44.3,5.2,15.7,33.0,22.8,28.8,79.2,12.3,26.0,38.3,15.3,7.5,2.5,13.0,26.0,NBA Team Postseason Stats 2005-06
10,Miami Heat,23,96.3,34.8,72.4,48.1,6.3,19.1,33.3,20.3,30.9,65.5,9.5,32.5,42.0,17.5,7.0,4.6,15.5,24.0,NBA Team Postseason Stats 2005-06
11,New Jersey Nets,11,94.2,34.3,75.8,45.2,5.4,17.5,30.7,20.3,26.6,76.1,10.0,28.6,38.6,22.1,6.9,2.5,12.7,26.6,NBA Team Postseason Stats 2005-06
12,Detroit Pistons,18,91.7,32.1,74.3,43.2,6.9,18.5,37.2,20.6,28.4,72.4,11.3,27.4,38.8,18.7,6.4,4.1,11.9,20.4,NBA Team Postseason Stats 2005-06
13,Cleveland Cavaliers,13,90.4,33.6,76.8,43.7,4.2,13.2,32.0,18.9,24.8,76.4,12.5,29.8,42.2,16.2,6.5,4.2,14.5,24.6,NBA Team Postseason Stats 2005-06
14,Indiana Pacers,6,89.3,31.2,70.3,44.3,6.7,19.5,34.2,20.3,27.2,74.8,8.3,29.0,37.3,17.8,6.0,4.5,15.8,24.8,NBA Team Postseason Stats 2005-06
15,Denver Nuggets,5,87.4,32.6,85.8,38.0,3.0,13.6,22.1,19.2,26.4,72.7,14.0,27.8,41.8,19.8,6.8,4.2,11.8,23.2,NBA Team Postseason Stats 2005-06
16,Memphis Grizzlies,4,84.3,30.0,66.5,45.1,3.8,12.0,31.3,20.5,28.3,72.6,8.3,26.0,34.3,14.0,4.8,3.8,16.0,27.5,NBA Team Postseason Stats 2005-06
