Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Phoenix Suns,15,112.0,41.8,84.8,49.3,8.6,19.7,43.6,19.8,25.8,76.7,12.1,31.1,43.1,20.5,6.1,6.3,12.9,20.1,NBA Team Postseason Stats 2004-05
2,Dallas Mavericks,13,105.2,38.1,84.2,45.2,6.6,17.5,37.9,22.4,28.5,78.6,14.4,29.1,43.5,17.5,7.2,5.1,13.2,22.7,NBA Team Postseason Stats 2004-05
3,Memphis Grizzlies,4,102.8,41.5,87.8,47.3,7.8,19.8,39.2,12.0,17.0,70.6,11.8,27.8,39.5,21.0,5.8,4.5,10.8,24.5,NBA Team Postseason Stats 2004-05
4,Chicago Bulls,6,102.5,35.5,84.7,41.9,9.0,23.2,38.8,22.5,31.2,72.2,14.2,30.3,44.5,21.7,6.3,5.0,15.2,29.2,NBA Team Postseason Stats 2004-05
5,Sacramento Kings,5,102.2,38.4,86.2,44.5,5.8,20.8,27.9,19.6,24.6,79.7,13.0,23.0,36.0,20.2,6.2,4.0,11.2,25.8,NBA Team Postseason Stats 2004-05
6,Washington Wizards,10,100.4,35.1,82.6,42.5,5.6,18.8,29.8,24.6,33.8,72.8,12.9,29.9,42.8,17.2,8.2,5.8,13.7,25.4,NBA Team Postseason Stats 2004-05
7,Seattle SuperSonics,11,98.5,35.5,77.5,45.8,4.8,15.7,30.6,22.8,28.5,79.9,12.6,27.6,40.3,16.2,6.5,4.5,13.8,26.1,NBA Team Postseason Stats 2004-05
8,Miami Heat,15,98.0,36.0,73.1,49.2,6.0,15.5,38.8,20.0,29.9,66.8,8.3,33.3,41.6,18.9,5.5,5.7,15.3,24.5,NBA Team Postseason Stats 2004-05
9,Houston Rockets,7,97.6,35.0,75.1,46.6,7.1,17.7,40.3,20.4,25.9,79.0,10.7,27.0,37.7,18.0,7.3,5.9,14.3,24.7,NBA Team Postseason Stats 2004-05
10,San Antonio Spurs,23,96.9,34.7,76.5,45.4,7.1,18.3,38.9,20.4,28.0,72.7,12.3,29.7,42.1,18.4,5.6,5.8,14.5,21.9,NBA Team Postseason Stats 2004-05
11,New Jersey Nets,4,96.8,33.5,84.8,39.5,6.3,21.5,29.1,23.5,31.3,75.2,13.0,29.8,42.8,21.3,7.5,1.3,13.0,30.8,NBA Team Postseason Stats 2004-05
12,Philadelphia 76ers,5,90.8,34.8,79.6,43.7,6.6,19.4,34.0,14.6,20.4,71.6,9.6,25.2,34.8,19.8,8.6,4.0,12.8,21.8,NBA Team Postseason Stats 2004-05
13,Detroit Pistons,25,90.3,34.5,79.0,43.7,4.5,13.9,32.6,16.8,22.6,74.2,12.4,29.9,42.3,20.5,7.3,6.1,12.2,21.0,NBA Team Postseason Stats 2004-05
14,Denver Nuggets,5,90.2,32.8,78.6,41.7,2.2,8.4,26.2,22.4,30.4,73.7,10.2,29.2,39.4,16.4,6.4,5.8,13.0,27.0,NBA Team Postseason Stats 2004-05
15,Boston Celtics,7,87.7,32.9,74.3,44.2,4.9,14.9,32.7,17.1,22.7,75.5,10.3,29.1,39.4,16.6,8.4,6.4,15.3,25.4,NBA Team Postseason Stats 2004-05
16,Indiana Pacers,13,84.0,28.8,73.0,39.5,5.6,17.8,31.6,20.7,26.4,78.4,10.9,29.2,40.1,18.0,8.1,5.9,15.1,22.0,NBA Team Postseason Stats 2004-05
