Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
14,Philadelphia 76ers,82,115.2,40.8,83.8,48.7,12.6,32.6,38.7,21.0,25.1,83.5,8.7,32.2,40.9,25.2,7.7,4.7,12.8,20.4,NBA Team Regular Season Stats 2022-23
15,New Orleans Pelicans,82,114.4,42.0,87.6,48.0,11.0,30.1,36.4,19.3,24.4,79.3,10.6,33.1,43.7,25.9,8.3,4.1,14.0,20.5,NBA Team Regular Season Stats 2022-23
16,Dallas Mavericks,82,114.2,40.0,84.3,47.5,15.2,41.0,37.1,19.0,25.1,75.5,7.6,31.2,38.8,22.9,6.3,3.7,11.7,20.7,NBA Team Regular Season Stats 2022-23
17,Phoenix Suns,82,113.6,42.1,90.1,46.7,12.2,32.6,37.4,17.2,21.7,79.3,11.8,32.4,44.2,27.3,7.1,5.3,12.9,21.2,NBA Team Regular Season Stats 2022-23
18,LA Clippers,82,113.6,41.1,86.1,47.7,12.7,33.3,38.1,18.7,23.9,78.1,9.8,33.4,43.2,23.9,7.1,4.4,13.5,19.5,NBA Team Regular Season Stats 2022-23
19,Portland Trail Blazers,82,113.4,40.5,85.4,47.4,12.9,35.3,36.5,19.6,24.6,79.6,9.4,31.1,40.5,24.2,6.7,4.6,13.7,20.0,NBA Team Regular Season Stats 2022-23
20,Brooklyn Nets,82,113.4,41.5,85.1,48.7,12.8,33.8,37.8,17.7,22.1,80.0,8.2,32.3,40.5,25.5,7.1,6.2,12.9,21.1,NBA Team Regular Season Stats 2022-23
21,Washington Wizards,82,113.2,42.1,86.9,48.5,11.3,31.7,35.6,17.6,22.4,78.5,9.4,34.2,43.6,25.4,6.8,5.2,13.3,18.8,NBA Team Regular Season Stats 2022-23
22,Chicago Bulls,82,113.1,42.5,86.8,49.0,10.4,28.9,36.1,17.6,21.8,80.9,8.5,33.9,42.4,24.5,7.9,4.5,12.7,18.9,NBA Team Regular Season Stats 2022-23
23,San Antonio Spurs,82,113.0,43.1,92.6,46.5,11.1,32.2,34.5,15.8,21.2,74.3,11.8,31.9,43.7,27.2,7.0,3.9,14.7,19.9,NBA Team Regular Season Stats 2022-23
24,Toronto Raptors,82,112.9,41.9,91.3,45.9,10.7,32.0,33.5,18.4,23.4,78.4,12.7,30.3,43.0,23.9,9.4,5.2,11.2,20.0,NBA Team Regular Season Stats 2022-23
25,Cleveland Cavaliers,82,112.3,41.6,85.2,48.8,11.6,31.6,36.7,17.5,22.5,78.0,9.7,31.4,41.1,24.9,7.1,4.7,12.4,19.0,NBA Team Regular Season Stats 2022-23
26,Orlando Magic,82,111.4,40.5,86.3,47.0,10.8,31.1,34.6,19.6,25.0,78.4,10.2,33.1,43.2,23.2,7.4,4.7,14.4,20.1,NBA Team Regular Season Stats 2022-23
27,Charlotte Hornets,82,111.0,41.3,90.4,45.7,10.7,32.5,33.0,17.6,23.6,74.9,11.0,33.5,44.5,25.1,7.7,5.2,13.7,20.3,NBA Team Regular Season Stats 2022-23
28,Houston Rockets,82,110.7,40.6,88.9,45.7,10.4,31.9,32.7,19.1,25.3,75.4,13.4,32.9,46.3,22.4,7.3,4.6,15.5,20.5,NBA Team Regular Season Stats 2022-23
29,Detroit Pistons,82,110.3,39.6,87.1,45.4,11.4,32.4,35.1,19.8,25.7,77.1,11.2,31.3,42.4,23.0,7.0,3.8,14.5,22.1,NBA Team Regular Season Stats 2022-23
30,Miami Heat,82,109.5,39.2,85.3,46.0,12.0,34.8,34.4,19.1,23.0,83.1,9.7,30.9,40.6,23.8,8.0,3.0,12.8,18.5,NBA Team Regular Season Stats 2022-23
