Team Name,W,L,PCT,GB,PPG,OPP PPG,DIFF,STRK,Title,HOME-W,HOME-L,AWAY-W,AWAY-L,DIV-W,DIV-L,CONF-W,CONF-L,Last10-W,Last10-L
Denver Nuggets,7,1,0.875,0.0,101.3,95.0,6.3,W7,NBA Standings Pre Season 2005-06,3,1,4,0,2,0,5,1,7,1
Memphis Grizzlies,6,2,0.75,1.0,89.5,82.1,7.4,W2,NBA Standings Pre Season 2005-06,3,1,3,1,1,0,1,0,6,2
LA Clippers,6,2,0.75,1.0,95.8,86.9,8.9,W3,NBA Standings Pre Season 2005-06,2,1,4,1,2,1,6,2,6,2
Dallas Mavericks,6,2,0.75,1.0,92.1,91.9,0.2,W2,NBA Standings Pre Season 2005-06,3,1,3,1,0,0,1,2,6,2
Houston Rockets,6,2,0.75,1.0,88.3,83.1,5.2,L1,NBA Standings Pre Season 2005-06,4,0,2,2,1,2,3,2,6,2
Phoenix Suns,6,2,0.75,1.0,103.1,96.1,7.0,W4,NBA Standings Pre Season 2005-06,3,1,3,1,3,2,6,2,6,2
Los Angeles Lakers,6,3,0.667,1.5,97.2,100.9,-3.7,W4,NBA Standings Pre Season 2005-06,6,3,0,0,2,2,3,3,6,3
ew Jersey Nets,5,3,0.625,2.0,95.0,95.3,-0.3,W2,NBA Standings Pre Season 2005-06,3,1,2,2,3,3,5,3,5,3
Indiana Pacers,5,3,0.625,2.0,94.9,89.8,5.1,L2,NBA Standings Pre Season 2005-06,3,1,2,2,0,0,0,3,5,3
Cleveland Cavaliers,5,3,0.625,2.0,97.5,92.6,4.9,L1,NBA Standings Pre Season 2005-06,3,1,2,2,0,1,4,3,5,3
Orlando Magic,4,3,0.571,2.5,91.1,89.1,2.0,L1,NBA Standings Pre Season 2005-06,2,1,2,2,2,2,2,2,4,3
Detroit Pistons,4,4,0.5,3.0,91.4,88.4,3.0,L2,NBA Standings Pre Season 2005-06,4,1,0,3,2,1,3,1,4,4
Miami Heat,4,4,0.5,3.0,88.3,93.3,-5.0,W1,NBA Standings Pre Season 2005-06,3,2,1,2,3,1,3,2,4,4
Minnesota Timberwolves,4,4,0.5,3.0,88.9,90.9,-2.0,W3,NBA Standings Pre Season 2005-06,2,2,2,2,0,0,0,0,4,4
ew York Knicks,3,4,0.429,3.5,91.6,91.4,0.2,L1,NBA Standings Pre Season 2005-06,0,3,3,1,2,2,2,2,3,4
Toronto Raptors,3,4,0.429,3.5,97.4,95.3,2.1,W1,NBA Standings Pre Season 2005-06,2,2,1,2,2,1,2,2,3,4
"O/Oklahoma City
 Hornets",3,5,0.375,4.0,93.8,95.6,-1.8,L1,NBA Standings Pre Season 2005-06,2,3,1,2,1,1,2,2,3,5
Washington Wizards,3,5,0.375,4.0,89.9,95.0,-5.1,W1,NBA Standings Pre Season 2005-06,1,1,2,4,1,0,2,1,3,5
Sacramento Kings,3,5,0.375,4.0,97.4,97.3,0.1,L3,NBA Standings Pre Season 2005-06,1,3,2,2,2,3,3,5,3,5
Charlotte Bobcats,3,5,0.375,4.0,93.1,96.3,-3.2,W1,NBA Standings Pre Season 2005-06,2,1,1,4,2,2,3,3,3,5
Chicago Bulls,3,5,0.375,4.0,93.5,93.6,-0.1,L2,NBA Standings Pre Season 2005-06,2,2,1,3,1,1,3,1,3,5
Seattle SuperSonics,3,5,0.375,4.0,93.6,96.1,-2.5,W1,NBA Standings Pre Season 2005-06,2,1,1,4,1,1,3,5,3,5
Atlanta Hawks,3,5,0.375,4.0,94.8,96.9,-2.1,W1,NBA Standings Pre Season 2005-06,2,2,1,3,1,4,1,4,3,5
olden State Warriors,3,5,0.375,4.0,99.1,98.8,0.3,L3,NBA Standings Pre Season 2005-06,1,2,2,3,3,4,3,5,3,5
Philadelphia 76ers,3,5,0.375,4.0,95.9,96.3,-0.4,L4,NBA Standings Pre Season 2005-06,1,3,2,2,1,2,2,3,3,5
Milwaukee Bucks,3,5,0.375,4.0,95.8,96.9,-1.1,L4,NBA Standings Pre Season 2005-06,2,1,1,4,2,2,2,2,3,5
Boston Celtics,3,5,0.375,4.0,95.3,98.8,-3.5,W1,NBA Standings Pre Season 2005-06,3,1,0,4,2,2,3,5,3,5
HUtah Jazz,2,5,0.286,4.5,89.9,93.0,-3.1,L3,NBA Standings Pre Season 2005-06,0,2,2,3,1,1,1,4,2,5
Portland Trail Blazers,2,6,0.25,5.0,84.1,96.5,-12.4,L2,NBA Standings Pre Season 2005-06,1,4,1,2,1,3,1,5,2,6
an Antonio Spurs,2,7,0.222,5.5,91.3,96.4,-5.1,W1,NBA Standings Pre Season 2005-06,1,4,1,3,1,1,1,1,2,7
