Team Name,W,L,PCT,GB,PPG,OPP PPG,DIFF,STRK,Title,HOME-W,HOME-L,AWAY-W,AWAY-L,DIV-W,DIV-L,CONF-W,CONF-L,Last10-W,Last10-L
HUtah Jazz,5,0,1.0,0.0,123.8,93.2,30.6,W5,NBA Standings Pre Season 2018-19,3,0,2,0,1,0,2,0,5,0
LA Clippers,5,0,1.0,0.0,114.8,91.6,23.2,W5,NBA Standings Pre Season 2018-19,4,0,1,0,1,0,3,0,5,0
Toronto Raptors,4,1,0.8,1.0,116.8,100.2,16.6,W3,NBA Standings Pre Season 2018-19,3,0,1,1,1,0,1,0,4,1
Charlotte Hornets,4,1,0.8,1.0,114.2,109.4,4.8,W3,NBA Standings Pre Season 2018-19,3,0,1,1,1,0,3,1,4,1
Houston Rockets,4,1,0.8,1.0,117.6,101.4,16.2,W3,NBA Standings Pre Season 2018-19,2,1,2,0,3,0,3,0,4,1
Washington Wizards,4,1,0.8,1.0,118.8,108.8,10.0,W4,NBA Standings Pre Season 2018-19,2,1,2,0,1,0,3,1,4,1
Denver Nuggets,4,1,0.8,1.0,106.8,101.6,5.2,W1,NBA Standings Pre Season 2018-19,1,0,3,1,0,0,2,1,4,1
Milwaukee Bucks,3,1,0.75,1.5,124.8,107.3,17.5,W1,NBA Standings Pre Season 2018-19,2,0,1,1,1,0,1,0,3,1
Philadelphia 76ers,3,1,0.75,1.5,114.0,106.8,7.2,L1,NBA Standings Pre Season 2018-19,3,1,0,0,0,0,1,0,3,1
Oklahoma City Thunder,3,1,0.75,1.5,109.0,101.8,7.2,W3,NBA Standings Pre Season 2018-19,2,1,1,0,1,0,1,0,3,1
ew York Knicks,3,2,0.6,2.0,108.4,109.2,-0.8,L2,NBA Standings Pre Season 2018-19,1,2,2,0,1,1,2,2,3,2
Portland Trail Blazers,3,2,0.6,2.0,113.0,107.2,5.8,W2,NBA Standings Pre Season 2018-19,2,1,1,1,0,1,3,1,3,2
an Antonio Spurs,3,2,0.6,2.0,108.2,102.4,5.8,W1,NBA Standings Pre Season 2018-19,2,1,1,1,0,1,0,1,3,2
Miami Heat,3,3,0.5,2.5,112.7,112.8,-0.1,W3,NBA Standings Pre Season 2018-19,3,0,0,3,2,2,2,2,3,3
Los Angeles Lakers,3,3,0.5,2.5,112.5,113.5,-1.0,W2,NBA Standings Pre Season 2018-19,2,3,1,0,3,1,3,3,3,3
Indiana Pacers,2,2,0.5,2.5,103.5,103.8,-0.3,L1,NBA Standings Pre Season 2018-19,0,0,2,2,1,1,1,1,2,2
Dallas Mavericks,2,2,0.5,2.5,115.8,104.5,11.3,L1,NBA Standings Pre Season 2018-19,1,1,1,1,0,0,0,0,2,2
Brooklyn Nets,2,2,0.5,2.5,104.0,110.0,-6.0,W1,NBA Standings Pre Season 2018-19,0,1,2,1,1,2,2,2,2,2
Cleveland Cavaliers,2,2,0.5,2.5,106.8,109.3,-2.5,L2,NBA Standings Pre Season 2018-19,1,2,1,0,0,2,2,2,2,2
Phoenix Suns,2,3,0.4,3.0,97.2,106.4,-9.2,L1,NBA Standings Pre Season 2018-19,1,2,1,1,1,1,1,3,2,3
Chicago Bulls,2,3,0.4,3.0,102.2,105.8,-3.6,L1,NBA Standings Pre Season 2018-19,2,1,0,2,1,1,1,2,2,3
Memphis Grizzlies,2,3,0.4,3.0,106.6,113.6,-7.0,L2,NBA Standings Pre Season 2018-19,2,1,0,2,0,2,0,2,2,3
Orlando Magic,2,3,0.4,3.0,101.0,95.6,5.4,L1,NBA Standings Pre Season 2018-19,2,1,0,2,0,1,0,2,2,3
Detroit Pistons,2,3,0.4,3.0,104.8,106.0,-1.2,W1,NBA Standings Pre Season 2018-19,0,2,2,1,1,0,1,2,2,3
Atlanta Hawks,2,3,0.4,3.0,112.6,116.2,-3.6,L1,NBA Standings Pre Season 2018-19,2,0,0,3,0,1,0,1,2,3
Sacramento Kings,2,4,0.333,3.5,110.5,117.0,-6.5,L2,NBA Standings Pre Season 2018-19,1,1,1,3,1,2,1,4,2,4
Boston Celtics,1,3,0.25,3.5,102.3,107.8,-5.5,L2,NBA Standings Pre Season 2018-19,1,1,0,2,0,0,1,3,1,3
Minnesota Timberwolves,1,4,0.2,4.0,108.8,123.8,-15.0,L4,NBA Standings Pre Season 2018-19,0,2,1,2,0,1,1,2,1,4
olden State Warriors,1,4,0.2,4.0,111.8,113.4,-1.6,L3,NBA Standings Pre Season 2018-19,1,3,0,1,1,3,1,4,1,4
ew Orleans Pelicans,0,5,0.0,5.0,113.0,124.8,-11.8,L5,NBA Standings Pre Season 2018-19,0,1,0,4,0,0,0,0,0,5
