Team Name,W,L,PCT,GB,PPG,OPP PPG,DIFF,STRK,Title,HOME-W,HOME-L,AWAY-W,AWAY-L,DIV-W,DIV-L,CONF-W,CONF-L,Last10-W,Last10-L
HUtah Jazz,5,0,1.0,0.0,112.4,92.8,19.6,W5,NBA Standings Pre Season 2017-18,3,0,2,0,0,0,3,0,5,0
Boston Celtics,4,0,1.0,0.5,106.3,95.0,11.3,W4,NBA Standings Pre Season 2017-18,2,0,2,0,2,0,4,0,4,0
Portland Trail Blazers,5,1,0.833,0.5,115.2,98.2,17.0,W5,NBA Standings Pre Season 2017-18,2,1,3,0,0,0,3,1,5,1
Washington Wizards,4,1,0.8,1.0,111.4,102.0,9.4,W1,NBA Standings Pre Season 2017-18,3,0,1,1,0,1,3,1,4,1
Houston Rockets,4,1,0.8,1.0,112.6,93.8,18.8,L1,NBA Standings Pre Season 2017-18,1,1,3,0,1,1,2,1,4,1
Indiana Pacers,3,1,0.75,1.5,103.8,96.0,7.8,W1,NBA Standings Pre Season 2017-18,1,0,2,1,2,1,2,1,3,1
Brooklyn Nets,3,1,0.75,1.5,113.3,102.8,10.5,L1,NBA Standings Pre Season 2017-18,2,1,1,0,2,1,3,1,3,1
Oklahoma City Thunder,3,1,0.75,1.5,95.3,91.5,3.8,W3,NBA Standings Pre Season 2017-18,2,1,1,0,1,0,2,1,3,1
Dallas Mavericks,4,2,0.667,1.5,102.7,98.0,4.7,L1,NBA Standings Pre Season 2017-18,3,0,1,2,0,0,0,0,4,2
Minnesota Timberwolves,2,1,0.667,2.0,109.7,112.7,-3.0,L1,NBA Standings Pre Season 2017-18,0,1,2,0,0,0,2,1,2,1
Toronto Raptors,3,2,0.6,2.0,109.4,103.0,6.4,W2,NBA Standings Pre Season 2017-18,2,0,1,2,0,0,2,0,3,2
an Antonio Spurs,3,2,0.6,2.0,107.8,99.8,8.0,W1,NBA Standings Pre Season 2017-18,2,1,1,1,1,0,3,1,3,2
Denver Nuggets,3,2,0.6,2.0,105.8,106.2,-0.4,L2,NBA Standings Pre Season 2017-18,0,1,3,1,0,1,3,2,3,2
Memphis Grizzlies,3,2,0.6,2.0,104.2,95.0,9.2,W1,NBA Standings Pre Season 2017-18,2,1,1,1,1,1,1,1,3,2
Orlando Magic,3,3,0.5,2.5,99.0,96.8,2.2,L1,NBA Standings Pre Season 2017-18,2,1,1,2,1,0,1,1,3,3
Chicago Bulls,3,3,0.5,2.5,100.8,109.2,-8.4,L1,NBA Standings Pre Season 2017-18,1,2,2,1,2,0,2,1,3,3
Miami Heat,3,3,0.5,2.5,99.2,105.0,-5.8,L1,NBA Standings Pre Season 2017-18,3,0,0,3,3,1,3,3,3,3
olden State Warriors,2,2,0.5,2.5,114.5,108.8,5.7,W2,NBA Standings Pre Season 2017-18,1,2,1,0,1,0,2,2,2,2
Charlotte Hornets,2,3,0.4,3.0,101.4,102.6,-1.2,W1,NBA Standings Pre Season 2017-18,1,1,1,2,0,1,1,3,2,3
Detroit Pistons,2,3,0.4,3.0,103.8,103.0,0.8,L2,NBA Standings Pre Season 2017-18,2,1,0,2,1,1,2,3,2,3
Philadelphia 76ers,2,3,0.4,3.0,107.8,108.4,-0.6,W2,NBA Standings Pre Season 2017-18,1,2,1,1,1,2,2,2,2,3
Phoenix Suns,2,3,0.4,3.0,107.0,110.0,-3.0,W1,NBA Standings Pre Season 2017-18,1,2,1,1,0,0,1,3,2,3
Atlanta Hawks,2,3,0.4,3.0,96.0,98.8,-2.8,L1,NBA Standings Pre Season 2017-18,1,1,1,2,0,1,1,2,2,3
LA Clippers,2,3,0.4,3.0,105.0,107.4,-2.4,L1,NBA Standings Pre Season 2017-18,2,2,0,1,1,1,1,2,2,3
Los Angeles Lakers,2,4,0.333,3.5,99.2,103.5,-4.3,W1,NBA Standings Pre Season 2017-18,1,4,1,0,2,0,2,4,2,4
Milwaukee Bucks,1,3,0.25,3.5,99.5,106.8,-7.3,W1,NBA Standings Pre Season 2017-18,1,1,0,2,1,2,1,2,1,3
ew Orleans Pelicans,1,3,0.25,3.5,102.3,113.0,-10.7,L1,NBA Standings Pre Season 2017-18,0,1,1,2,0,1,0,2,1,3
Cleveland Cavaliers,1,4,0.2,4.0,99.2,106.2,-7.0,W1,NBA Standings Pre Season 2017-18,0,3,1,1,0,2,1,4,1,4
Sacramento Kings,1,5,0.167,4.5,90.7,101.0,-10.3,L5,NBA Standings Pre Season 2017-18,1,1,0,4,0,3,1,5,1,5
ew York Knicks,0,5,0.0,5.0,97.6,112.6,-15.0,L5,NBA Standings Pre Season 2017-18,0,3,0,2,0,2,0,4,0,5
