Team Name,W,L,PCT,GB,PPG,OPP PPG,DIFF,STRK,Title,HOME-W,HOME-L,AWAY-W,AWAY-L,DIV-W,DIV-L,CONF-W,CONF-L,Last10-W,Last10-L
Memphis Grizzlies,8,0,1.0,0.0,102.3,94.8,7.5,W8,NBA Standings Pre Season 2010-11,4,0,4,0,2,0,3,0,8,0
HUtah Jazz,8,0,1.0,0.0,98.5,90.4,8.1,W8,NBA Standings Pre Season 2010-11,3,0,5,0,2,0,8,0,8,0
Orlando Magic,7,0,1.0,0.5,102.7,77.7,25.0,W7,NBA Standings Pre Season 2010-11,4,0,3,0,2,0,4,0,7,0
Boston Celtics,7,1,0.875,1.0,99.6,92.0,7.6,W4,NBA Standings Pre Season 2010-11,4,0,3,1,7,1,7,1,7,1
Cleveland Cavaliers,6,2,0.75,2.0,92.6,85.4,7.2,W2,NBA Standings Pre Season 2010-11,4,2,2,0,1,0,3,1,6,2
Minnesota Timberwolves,6,2,0.75,2.0,110.1,105.1,5.0,W1,NBA Standings Pre Season 2010-11,5,1,1,1,1,0,2,0,6,2
Denver Nuggets,5,3,0.625,3.0,109.6,104.1,5.5,W1,NBA Standings Pre Season 2010-11,3,0,2,3,2,2,5,3,5,3
Oklahoma City Thunder,4,3,0.571,3.5,101.9,102.7,-0.8,W1,NBA Standings Pre Season 2010-11,2,1,2,2,0,1,2,2,4,3
an Antonio Spurs,4,3,0.571,3.5,96.9,95.3,1.6,W1,NBA Standings Pre Season 2010-11,3,1,1,2,1,1,2,2,4,3
Chicago Bulls,4,4,0.5,4.0,95.8,94.6,1.2,W2,NBA Standings Pre Season 2010-11,3,1,1,3,1,1,4,2,4,4
Los Angeles Lakers,4,4,0.5,4.0,96.6,96.9,-0.3,W2,NBA Standings Pre Season 2010-11,4,2,0,2,3,0,4,3,4,4
Toronto Raptors,4,4,0.5,4.0,108.6,103.0,5.6,W1,NBA Standings Pre Season 2010-11,3,2,1,2,2,2,2,4,4,4
Charlotte Bobcats,4,4,0.5,4.0,89.9,88.8,1.1,W4,NBA Standings Pre Season 2010-11,3,1,1,3,2,1,3,3,4,4
Dallas Mavericks,4,4,0.5,4.0,91.8,95.1,-3.3,W1,NBA Standings Pre Season 2010-11,2,2,2,2,1,0,1,1,4,4
Houston Rockets,4,4,0.5,4.0,97.8,93.6,4.2,L2,NBA Standings Pre Season 2010-11,3,2,1,2,1,2,1,2,4,4
Miami Heat,3,4,0.429,4.5,91.1,92.9,-1.8,L3,NBA Standings Pre Season 2010-11,3,1,0,3,0,2,1,2,3,4
Indiana Pacers,3,4,0.429,4.5,94.9,102.3,-7.4,L1,NBA Standings Pre Season 2010-11,2,1,1,3,0,1,0,2,3,4
Washington Wizards,3,4,0.429,4.5,95.3,94.6,0.7,L3,NBA Standings Pre Season 2010-11,1,1,2,3,1,0,2,4,3,4
Portland Trail Blazers,3,4,0.429,4.5,99.4,98.9,0.5,W1,NBA Standings Pre Season 2010-11,3,1,0,3,1,3,3,4,3,4
Sacramento Kings,3,4,0.429,4.5,94.4,97.3,-2.9,L1,NBA Standings Pre Season 2010-11,2,1,1,3,3,3,3,4,3,4
ew York Knicks,3,5,0.375,5.0,101.6,105.9,-4.3,L2,NBA Standings Pre Season 2010-11,2,1,1,4,1,4,2,4,3,5
Detroit Pistons,3,5,0.375,5.0,97.1,99.4,-2.3,L1,NBA Standings Pre Season 2010-11,3,2,0,3,1,0,3,2,3,5
olden State Warriors,3,5,0.375,5.0,101.5,100.3,1.2,L3,NBA Standings Pre Season 2010-11,3,0,0,5,2,4,3,5,3,5
Milwaukee Bucks,3,5,0.375,5.0,95.6,96.4,-0.8,L4,NBA Standings Pre Season 2010-11,2,1,1,4,1,2,3,2,3,5
ew Jersey Nets,3,5,0.375,5.0,95.3,95.1,0.2,L4,NBA Standings Pre Season 2010-11,2,2,1,3,2,3,2,3,3,5
Philadelphia 76ers,2,5,0.286,5.5,97.4,99.9,-2.5,W1,NBA Standings Pre Season 2010-11,2,1,0,4,2,4,2,5,2,5
Atlanta Hawks,2,5,0.286,5.5,87.0,97.1,-10.1,L1,NBA Standings Pre Season 2010-11,1,2,1,3,1,3,1,4,2,5
Phoenix Suns,2,6,0.25,6.0,95.8,111.6,-15.8,L1,NBA Standings Pre Season 2010-11,2,3,0,3,1,1,2,4,2,6
ew Orleans Hornets,1,7,0.125,7.0,88.5,99.4,-10.9,L5,NBA Standings Pre Season 2010-11,1,2,0,5,0,2,0,3,1,7
LA Clippers,1,7,0.125,7.0,97.0,104.6,-7.6,L6,NBA Standings Pre Season 2010-11,0,4,1,3,1,2,1,7,1,7
