Team Name,W,L,PCT,GB,PPG,OPP PPG,DIFF,STRK,Title,HOME-W,HOME-L,AWAY-W,AWAY-L,DIV-W,DIV-L,CONF-W,CONF-L,Last10-W,Last10-L
Chicago Bulls,7,0,1.0,0.0,97.0,86.0,11.0,W7,NBA Standings Pre Season 2013-14,4,0,3,0,4,0,5,0,8,0
ew Orleans Pelicans,7,1,0.875,0.5,101.0,94.5,6.5,W1,NBA Standings Pre Season 2013-14,2,1,5,0,2,0,3,0,7,1
Toronto Raptors,6,1,0.857,1.0,102.9,95.3,7.6,W5,NBA Standings Pre Season 2013-14,4,1,2,0,4,0,4,0,6,1
Houston Rockets,5,1,0.833,1.5,109.2,100.2,9.0,W5,NBA Standings Pre Season 2013-14,3,1,2,0,2,1,2,1,6,1
LA Clippers,5,2,0.714,2.0,98.6,93.4,5.2,W2,NBA Standings Pre Season 2013-14,2,1,3,1,1,1,5,2,5,3
Miami Heat,5,2,0.714,2.0,94.7,92.3,2.4,W2,NBA Standings Pre Season 2013-14,3,0,2,2,2,1,3,2,5,3
Phoenix Suns,5,2,0.714,2.0,101.7,92.9,8.8,W2,NBA Standings Pre Season 2013-14,2,1,3,1,0,2,4,2,5,2
Portland Trail Blazers,5,2,0.714,2.0,95.3,90.6,4.7,W5,NBA Standings Pre Season 2013-14,2,2,3,0,2,0,5,2,5,2
Brooklyn Nets,4,2,0.667,2.5,98.5,90.8,7.7,L1,NBA Standings Pre Season 2013-14,2,1,2,1,2,1,4,2,5,2
Sacramento Kings,4,2,0.667,2.5,97.8,92.8,5.0,W1,NBA Standings Pre Season 2013-14,3,0,1,2,4,1,4,2,5,2
Charlotte Bobcats,4,3,0.571,3.0,90.4,84.0,6.4,W1,NBA Standings Pre Season 2013-14,2,2,2,1,0,2,4,2,5,3
Dallas Mavericks,4,3,0.571,3.0,93.6,91.7,1.9,W1,NBA Standings Pre Season 2013-14,1,2,3,1,1,2,1,2,4,4
Minnesota Timberwolves,4,3,0.571,3.0,104.1,97.1,7.0,L1,NBA Standings Pre Season 2013-14,2,2,2,1,0,0,0,0,4,3
Oklahoma City Thunder,4,3,0.571,3.0,95.4,91.6,3.8,L2,NBA Standings Pre Season 2013-14,2,2,2,1,2,0,2,2,4,3
Memphis Grizzlies,4,3,0.571,3.0,93.4,93.0,0.4,L1,NBA Standings Pre Season 2013-14,2,1,2,2,0,1,0,1,4,4
Cleveland Cavaliers,4,4,0.5,3.5,92.0,96.1,-4.1,L2,NBA Standings Pre Season 2013-14,3,3,1,1,2,1,4,4,4,4
Detroit Pistons,4,4,0.5,3.5,93.3,92.8,0.5,W2,NBA Standings Pre Season 2013-14,3,1,1,3,0,2,2,4,4,4
olden State Warriors,3,4,0.429,4.0,92.3,93.0,-0.7,L2,NBA Standings Pre Season 2013-14,2,1,1,3,3,2,3,4,3,4
Los Angeles Lakers,3,4,0.429,4.0,94.3,99.0,-4.7,W1,NBA Standings Pre Season 2013-14,3,3,0,1,1,3,3,4,4,4
an Antonio Spurs,3,4,0.429,4.0,100.7,104.6,-3.9,L1,NBA Standings Pre Season 2013-14,2,2,1,2,0,1,0,3,3,4
ew York Knicks,2,4,0.333,4.5,98.0,105.0,-7.0,L2,NBA Standings Pre Season 2013-14,0,0,2,4,1,3,2,4,2,5
Denver Nuggets,2,4,0.333,4.5,92.3,99.5,-7.2,L3,NBA Standings Pre Season 2013-14,1,1,1,3,0,1,2,4,2,5
Indiana Pacers,2,5,0.286,5.0,94.6,95.4,-0.8,W2,NBA Standings Pre Season 2013-14,0,3,2,2,1,2,2,2,3,5
Washington Wizards,2,5,0.286,5.0,94.6,92.6,2.0,W1,NBA Standings Pre Season 2013-14,1,3,1,2,1,0,2,4,2,5
Philadelphia 76ers,2,5,0.286,5.0,96.9,108.3,-11.4,L4,NBA Standings Pre Season 2013-14,1,3,1,2,1,1,1,3,2,5
Orlando Magic,2,6,0.25,5.5,95.9,102.3,-6.4,L2,NBA Standings Pre Season 2013-14,1,4,1,2,0,0,1,1,2,6
Boston Celtics,2,6,0.25,5.5,94.3,95.0,-0.7,W1,NBA Standings Pre Season 2013-14,2,2,0,4,2,5,2,5,2,6
Milwaukee Bucks,1,5,0.167,5.5,90.0,97.0,-7.0,W1,NBA Standings Pre Season 2013-14,1,1,0,4,0,2,1,3,1,5
Atlanta Hawks,1,6,0.143,6.0,87.1,97.6,-10.5,L5,NBA Standings Pre Season 2013-14,0,3,1,3,1,1,1,2,1,6
HUtah Jazz,1,6,0.143,6.0,89.7,96.9,-7.2,L6,NBA Standings Pre Season 2013-14,1,2,0,4,0,3,1,6,1,7
