Team Name,W,L,PCT,GB,PPG,OPP PPG,DIFF,STRK,Title,HOME-W,HOME-L,AWAY-W,AWAY-L,DIV-W,DIV-L,CONF-W,CONF-L,Last10-W,Last10-L
olden State Warriors,6,1,0.857,0.0,112.4,101.6,10.8,W6,NBA Standings Pre Season 2016-17,3,0,3,1,4,0,6,0,6,1
Atlanta Hawks,5,2,0.714,1.0,98.0,92.1,5.9,W3,NBA Standings Pre Season 2016-17,2,1,3,1,1,0,3,1,5,2
Boston Celtics,5,2,0.714,1.0,105.0,99.1,5.9,L1,NBA Standings Pre Season 2016-17,2,1,3,1,3,2,5,2,5,2
Minnesota Timberwolves,5,2,0.714,1.0,100.7,94.6,6.1,W2,NBA Standings Pre Season 2016-17,3,0,2,2,1,1,2,1,5,2
Houston Rockets,5,2,0.714,1.0,118.6,108.1,10.5,L1,NBA Standings Pre Season 2016-17,3,1,2,1,3,2,3,2,5,2
ew York Knicks,4,2,0.667,1.5,108.8,107.0,1.8,W2,NBA Standings Pre Season 2016-17,2,1,2,1,3,1,4,1,4,2
Phoenix Suns,4,2,0.667,1.5,103.5,102.7,0.8,W3,NBA Standings Pre Season 2016-17,2,1,2,1,1,0,4,2,4,2
Memphis Grizzlies,4,2,0.667,1.5,107.3,102.0,5.3,L1,NBA Standings Pre Season 2016-17,2,1,2,1,1,0,2,1,4,2
an Antonio Spurs,4,2,0.667,1.5,97.2,93.2,4.0,W1,NBA Standings Pre Season 2016-17,2,1,2,1,1,0,1,1,4,2
Washington Wizards,4,3,0.571,2.0,106.0,98.7,7.3,W2,NBA Standings Pre Season 2016-17,2,1,2,2,0,1,4,2,4,3
Toronto Raptors,4,3,0.571,2.0,103.9,102.1,1.8,L1,NBA Standings Pre Season 2016-17,2,1,2,2,0,0,2,1,4,3
Portland Trail Blazers,4,3,0.571,2.0,101.6,101.3,0.3,L1,NBA Standings Pre Season 2016-17,2,1,2,2,2,1,4,3,4,3
Miami Heat,4,4,0.5,2.5,104.5,98.9,5.6,L2,NBA Standings Pre Season 2016-17,2,3,2,1,2,1,3,2,4,4
Denver Nuggets,4,4,0.5,2.5,104.3,103.8,0.5,W1,NBA Standings Pre Season 2016-17,1,1,3,3,1,2,3,4,4,4
Detroit Pistons,3,3,0.5,2.5,94.2,89.7,4.5,L1,NBA Standings Pre Season 2016-17,1,2,2,1,1,0,3,2,3,3
Indiana Pacers,3,3,0.5,2.5,107.2,105.5,1.7,L2,NBA Standings Pre Season 2016-17,2,0,1,3,2,2,2,3,3,3
Milwaukee Bucks,3,3,0.5,2.5,89.8,96.3,-6.5,W1,NBA Standings Pre Season 2016-17,2,1,1,2,2,3,2,3,3,3
HUtah Jazz,3,3,0.5,2.5,97.8,94.7,3.1,L1,NBA Standings Pre Season 2016-17,1,2,2,1,0,2,3,3,3,3
LA Clippers,3,3,0.5,2.5,92.0,102.5,-10.5,W1,NBA Standings Pre Season 2016-17,2,1,1,2,1,1,2,3,3,3
Oklahoma City Thunder,3,3,0.5,2.5,106.8,106.0,0.8,W2,NBA Standings Pre Season 2016-17,2,1,1,2,2,0,2,2,3,3
Sacramento Kings,3,3,0.5,2.5,107.3,103.2,4.1,L1,NBA Standings Pre Season 2016-17,2,1,1,2,1,3,1,3,3,3
Charlotte Hornets,3,4,0.429,3.0,91.7,99.0,-7.3,L1,NBA Standings Pre Season 2016-17,2,1,1,3,1,0,2,2,3,4
Chicago Bulls,3,4,0.429,3.0,104.3,101.7,2.6,L2,NBA Standings Pre Season 2016-17,2,3,1,1,3,2,3,4,3,4
Cleveland Cavaliers,2,4,0.333,3.5,101.8,106.5,-4.7,L4,NBA Standings Pre Season 2016-17,2,2,0,2,0,1,2,4,2,4
Dallas Mavericks,2,5,0.286,4.0,94.0,102.9,-8.9,L3,NBA Standings Pre Season 2016-17,2,1,0,4,0,2,1,4,2,5
Philadelphia 76ers,2,5,0.286,4.0,96.4,107.1,-10.7,W1,NBA Standings Pre Season 2016-17,1,2,1,3,1,0,2,4,2,5
Orlando Magic,2,5,0.286,4.0,98.7,106.1,-7.4,W1,NBA Standings Pre Season 2016-17,2,2,0,3,0,2,1,3,2,5
Los Angeles Lakers,2,6,0.25,4.5,105.9,107.3,-1.4,L5,NBA Standings Pre Season 2016-17,2,6,0,0,1,4,2,6,2,6
ew Orleans Pelicans,1,5,0.167,4.5,105.5,110.7,-5.2,L5,NBA Standings Pre Season 2016-17,1,2,0,3,1,2,1,2,1,5
Brooklyn Nets,1,5,0.167,4.5,101.0,111.2,-10.2,L5,NBA Standings Pre Season 2016-17,1,2,0,3,0,4,1,5,1,5
