Team Name,W,L,PCT,GB,PPG,OPP PPG,DIFF,STRK,Title,HOME-W,HOME-L,AWAY-W,AWAY-L,DIV-W,DIV-L,CONF-W,CONF-L,Last10-W,Last10-L
Philadelphia 76ers,4,0,1.0,0.0,113.0,102.8,10.2,W4,NBA Standings Pre Season 2022-23,2,0,2,0,1,0,4,0,4,0
Sacramento Kings,4,0,1.0,0.0,117.3,89.8,27.5,W4,NBA Standings Pre Season 2022-23,2,0,2,0,3,0,4,0,4,0
Oklahoma City Thunder,5,1,0.833,0.0,119.3,100.8,18.5,W4,NBA Standings Pre Season 2022-23,2,1,3,0,1,0,2,1,5,1
Miami Heat,4,1,0.8,0.5,113.8,104.4,9.4,W4,NBA Standings Pre Season 2022-23,2,1,2,0,0,0,1,0,4,1
ew Orleans Pelicans,4,1,0.8,0.5,114.0,110.8,3.2,W1,NBA Standings Pre Season 2022-23,2,0,2,1,1,0,1,0,4,1
Orlando Magic,4,1,0.8,0.5,106.4,105.2,1.2,W4,NBA Standings Pre Season 2022-23,2,0,2,1,0,0,1,0,4,1
Minnesota Timberwolves,4,1,0.8,0.5,114.8,110.4,4.4,L1,NBA Standings Pre Season 2022-23,0,1,4,0,0,0,3,0,4,1
Chicago Bulls,3,1,0.75,1.0,124.5,111.0,13.5,W3,NBA Standings Pre Season 2022-23,2,1,1,0,1,0,2,0,3,1
Houston Rockets,3,1,0.75,1.0,120.5,107.0,13.5,W1,NBA Standings Pre Season 2022-23,2,0,1,1,1,0,1,0,3,1
ew York Knicks,3,1,0.75,1.0,113.3,102.0,11.3,W1,NBA Standings Pre Season 2022-23,3,0,0,1,0,0,3,1,3,1
Dallas Mavericks,2,1,0.667,1.5,106.0,102.3,3.7,W1,NBA Standings Pre Season 2022-23,0,1,2,0,0,0,2,0,2,1
Toronto Raptors,3,2,0.6,1.5,114.8,113.2,1.6,W1,NBA Standings Pre Season 2022-23,2,1,1,1,2,0,2,1,3,2
Denver Nuggets,3,2,0.6,1.5,113.2,115.0,-1.8,W3,NBA Standings Pre Season 2022-23,1,1,2,1,0,1,3,1,3,2
Memphis Grizzlies,3,2,0.6,1.5,111.0,106.0,5.0,W1,NBA Standings Pre Season 2022-23,1,1,2,1,0,0,0,0,3,2
olden State Warriors,3,2,0.6,1.5,112.8,104.6,8.2,L1,NBA Standings Pre Season 2022-23,2,2,1,0,0,1,1,2,3,2
Indiana Pacers,2,2,0.5,2.0,114.8,112.5,2.3,L1,NBA Standings Pre Season 2022-23,1,1,1,1,0,0,2,1,2,2
Atlanta Hawks,2,2,0.5,2.0,112.8,111.8,1.0,L2,NBA Standings Pre Season 2022-23,1,0,1,2,0,0,2,1,2,2
Boston Celtics,2,2,0.5,2.0,124.8,114.5,10.3,L1,NBA Standings Pre Season 2022-23,1,1,1,1,0,2,2,2,2,2
LA Clippers,2,2,0.5,2.0,113.8,105.8,8.0,L2,NBA Standings Pre Season 2022-23,2,2,0,0,0,0,1,2,2,2
Brooklyn Nets,2,2,0.5,2.0,101.8,108.8,-7.0,W2,NBA Standings Pre Season 2022-23,0,2,2,0,0,1,1,2,2,2
Phoenix Suns,1,3,0.25,3.0,113.0,115.3,-2.3,L2,NBA Standings Pre Season 2022-23,0,2,1,1,1,1,1,2,1,3
Washington Wizards,1,3,0.25,3.0,96.8,103.0,-6.2,L1,NBA Standings Pre Season 2022-23,0,1,1,2,1,0,1,1,1,3
Cleveland Cavaliers,1,3,0.25,3.0,105.5,109.8,-4.3,L1,NBA Standings Pre Season 2022-23,1,1,0,2,0,0,1,3,1,3
HUtah Jazz,1,3,0.25,3.0,101.3,110.3,-9.0,L2,NBA Standings Pre Season 2022-23,0,2,1,1,1,0,1,2,1,3
an Antonio Spurs,1,4,0.2,3.5,103.0,113.8,-10.8,L1,NBA Standings Pre Season 2022-23,0,3,1,1,0,2,1,3,1,4
Portland Trail Blazers,1,4,0.2,3.5,105.6,112.4,-6.8,L2,NBA Standings Pre Season 2022-23,1,1,0,3,0,1,0,4,1,4
Los Angeles Lakers,1,5,0.167,4.0,102.0,118.3,-16.3,L2,NBA Standings Pre Season 2022-23,0,4,1,1,1,3,1,5,1,5
Detroit Pistons,0,4,0.0,4.0,101.8,116.3,-14.5,L4,NBA Standings Pre Season 2022-23,0,2,0,2,0,0,0,1,0,4
Milwaukee Bucks,0,5,0.0,4.5,105.0,116.4,-11.4,L5,NBA Standings Pre Season 2022-23,0,3,0,2,0,1,0,4,0,5
Charlotte Hornets,0,5,0.0,4.5,98.8,116.6,-17.8,L5,NBA Standings Pre Season 2022-23,0,3,0,2,0,1,0,5,0,5
