Team Name,W,L,PCT,GB,PPG,OPP PPG,DIFF,STRK,Title,HOME-W,HOME-L,AWAY-W,AWAY-L,DIV-W,DIV-L,CONF-W,CONF-L,Last10-W,Last10-L
olden State Warriors,5,0,1.0,0.0,118.0,106.6,11.4,W5,NBA Standings Pre Season 2021-22,3,0,2,0,2,0,5,0,5,0
ew York Knicks,4,0,1.0,0.5,116.3,104.0,12.3,W4,NBA Standings Pre Season 2021-22,3,0,1,0,0,0,4,0,4,0
Chicago Bulls,4,0,1.0,0.5,118.0,96.5,21.5,W4,NBA Standings Pre Season 2021-22,3,0,1,0,2,0,2,0,4,0
Dallas Mavericks,4,0,1.0,0.5,118.5,94.3,24.2,W4,NBA Standings Pre Season 2021-22,2,0,2,0,0,0,2,0,4,0
Sacramento Kings,4,0,1.0,0.5,113.3,102.3,11.0,W4,NBA Standings Pre Season 2021-22,2,0,2,0,3,0,4,0,4,0
Miami Heat,5,1,0.833,0.5,110.7,106.7,4.0,W1,NBA Standings Pre Season 2021-22,3,0,2,1,2,1,3,1,5,1
Minnesota Timberwolves,3,1,0.75,1.5,115.0,108.3,6.7,L1,NBA Standings Pre Season 2021-22,1,0,2,1,1,0,3,0,3,1
Brooklyn Nets,3,1,0.75,1.5,113.3,107.0,6.3,W1,NBA Standings Pre Season 2021-22,2,0,1,1,0,1,1,1,3,1
Phoenix Suns,3,1,0.75,1.5,116.3,97.5,18.8,W3,NBA Standings Pre Season 2021-22,2,0,1,1,2,1,3,1,3,1
Toronto Raptors,3,2,0.6,2.0,113.4,109.0,4.4,W2,NBA Standings Pre Season 2021-22,2,0,1,2,1,2,2,2,3,2
an Antonio Spurs,3,2,0.6,2.0,109.6,101.4,8.2,W2,NBA Standings Pre Season 2021-22,2,1,1,1,1,0,2,0,3,2
Memphis Grizzlies,3,3,0.5,2.5,106.8,97.5,9.3,L2,NBA Standings Pre Season 2021-22,2,1,1,2,0,0,0,0,3,3
Detroit Pistons,2,2,0.5,2.5,104.8,112.0,-7.2,W1,NBA Standings Pre Season 2021-22,2,0,0,2,0,0,1,1,2,2
Atlanta Hawks,2,2,0.5,2.5,103.3,100.8,2.5,W2,NBA Standings Pre Season 2021-22,1,1,1,1,1,1,1,2,2,2
Philadelphia 76ers,2,2,0.5,2.5,113.8,113.0,0.8,L1,NBA Standings Pre Season 2021-22,2,0,0,2,2,1,2,2,2,2
HUtah Jazz,2,2,0.5,2.5,109.3,109.5,-0.2,W2,NBA Standings Pre Season 2021-22,2,0,0,2,0,0,1,2,2,2
Boston Celtics,2,2,0.5,2.5,103.3,108.0,-4.7,L2,NBA Standings Pre Season 2021-22,2,0,0,2,1,0,2,2,2,2
Indiana Pacers,2,2,0.5,2.5,104.0,110.5,-6.5,L1,NBA Standings Pre Season 2021-22,1,1,1,1,1,1,1,2,2,2
Cleveland Cavaliers,2,3,0.4,3.0,101.0,106.4,-5.4,W1,NBA Standings Pre Season 2021-22,0,2,2,1,1,3,2,3,2,3
Oklahoma City Thunder,1,3,0.25,3.5,105.5,113.8,-8.3,L1,NBA Standings Pre Season 2021-22,1,2,0,1,1,1,1,1,1,3
LA Clippers,1,3,0.25,3.5,103.8,116.3,-12.5,L3,NBA Standings Pre Season 2021-22,1,2,0,1,0,1,1,3,1,3
Houston Rockets,1,3,0.25,3.5,105.3,116.3,-11.0,L3,NBA Standings Pre Season 2021-22,1,1,0,2,0,1,0,1,1,3
ew Orleans Pelicans,1,3,0.25,3.5,99.8,112.8,-13.0,L2,NBA Standings Pre Season 2021-22,1,0,0,3,0,0,0,2,1,3
Orlando Magic,1,3,0.25,3.5,96.5,101.3,-4.8,W1,NBA Standings Pre Season 2021-22,1,1,0,2,0,0,1,1,1,3
Charlotte Hornets,1,3,0.25,3.5,93.3,114.0,-20.7,L3,NBA Standings Pre Season 2021-22,0,2,1,1,0,1,0,1,1,3
Denver Nuggets,1,4,0.2,4.0,108.4,110.0,-1.6,W1,NBA Standings Pre Season 2021-22,0,1,1,3,1,2,1,4,1,4
Milwaukee Bucks,1,4,0.2,4.0,109.0,110.8,-1.8,L2,NBA Standings Pre Season 2021-22,1,1,0,3,0,0,0,1,1,4
Portland Trail Blazers,0,4,0.0,4.5,92.8,116.5,-23.7,L4,NBA Standings Pre Season 2021-22,0,2,0,2,0,0,0,4,0,4
Washington Wizards,0,4,0.0,4.5,109.8,117.5,-7.7,L4,NBA Standings Pre Season 2021-22,0,2,0,2,0,0,0,3,0,4
Los Angeles Lakers,0,6,0.0,5.5,103.5,118.5,-15.0,L6,NBA Standings Pre Season 2021-22,0,3,0,3,0,5,0,5,0,6
