Team Name,W,L,PCT,GB,PPG,OPP PPG,DIFF,STRK,Title,HOME-W,HOME-L,AWAY-W,AWAY-L,DIV-W,DIV-L,CONF-W,CONF-L,Last10-W,Last10-L
MILMilwaukee Bucks,58,24,0.707,0.0,116.9,113.3,3.6,L2,NBA Standings Regular Season 2022-23,32,9,26,15,11,5,35,17,6,4
BOSBoston Celtics,57,25,0.695,1.0,117.9,111.4,6.5,W3,NBA Standings Regular Season 2022-23,32,9,25,16,11,5,34,18,8,2
PHIPhiladelphia 76ers,54,28,0.659,4.0,115.2,110.9,4.3,W2,NBA Standings Regular Season 2022-23,29,12,25,16,10,6,34,18,5,5
DENDenver Nuggets,53,29,0.646,5.0,115.8,112.5,3.3,W1,NBA Standings Regular Season 2022-23,34,7,19,22,10,6,34,18,5,5
MEMMemphis Grizzlies,51,31,0.622,7.0,116.9,113.0,3.9,L1,NBA Standings Regular Season 2022-23,35,6,16,25,13,3,30,22,6,4
CLECleveland Cavaliers,51,31,0.622,7.0,112.3,106.9,5.4,L1,NBA Standings Regular Season 2022-23,31,10,20,21,13,3,34,18,7,3
SACSacramento Kings,48,34,0.585,10.0,120.7,118.1,2.6,L3,NBA Standings Regular Season 2022-23,23,18,25,16,9,7,32,20,5,5
NYNew York Knicks,47,35,0.573,11.0,116.0,113.1,2.9,L2,NBA Standings Regular Season 2022-23,23,18,24,17,8,8,32,20,5,5
PHXPhoenix Suns,45,37,0.549,13.0,113.6,111.6,2.0,L2,NBA Standings Regular Season 2022-23,28,13,17,24,9,7,30,22,7,3
BKNBrooklyn Nets,45,37,0.549,13.0,113.4,112.5,0.9,L1,NBA Standings Regular Season 2022-23,23,18,22,19,7,9,30,22,6,4
MIAMiami Heat,44,38,0.537,14.0,109.5,109.8,-0.3,W1,NBA Standings Regular Season 2022-23,27,14,17,24,10,6,24,28,6,4
LACLA Clippers,44,38,0.537,14.0,113.6,113.1,0.5,W3,NBA Standings Regular Season 2022-23,23,18,21,20,9,7,27,25,6,4
GSGolden State Warriors,44,38,0.537,14.0,118.9,117.1,1.8,W3,NBA Standings Regular Season 2022-23,33,8,11,30,7,9,30,22,8,2
-LALLos Angeles Lakers,43,39,0.524,15.0,117.2,116.6,0.6,W2,NBA Standings Regular Season 2022-23,23,18,20,21,6,10,27,25,8,2
-MINMinnesota Timberwolves,42,40,0.512,16.0,115.8,115.8,0.0,W3,NBA Standings Regular Season 2022-23,22,19,20,21,8,8,29,23,7,3
-NONew Orleans Pelicans,42,40,0.512,16.0,114.4,112.5,1.9,L1,NBA Standings Regular Season 2022-23,27,14,15,26,11,5,29,23,7,3
-ATLAtlanta Hawks,41,41,0.5,17.0,118.4,118.1,0.3,L2,NBA Standings Regular Season 2022-23,24,17,17,24,8,8,26,26,5,5
-TORToronto Raptors,41,41,0.5,17.0,112.9,111.4,1.5,W1,NBA Standings Regular Season 2022-23,27,14,14,27,4,12,26,26,6,4
-CHIChicago Bulls,40,42,0.488,18.0,113.1,111.8,1.3,W2,NBA Standings Regular Season 2022-23,22,19,18,23,7,9,27,25,6,4
-OKCOklahoma City Thunder,40,42,0.488,18.0,117.5,116.4,1.1,W2,NBA Standings Regular Season 2022-23,24,17,16,25,9,7,25,27,4,6
DALDallas Mavericks,38,44,0.463,20.0,114.2,114.1,0.1,L2,NBA Standings Regular Season 2022-23,23,18,15,26,9,7,28,24,2,8
UTAHUtah Jazz,37,45,0.451,21.0,117.1,118.0,-0.9,L1,NBA Standings Regular Season 2022-23,23,18,14,27,6,10,24,28,2,8
INDIndiana Pacers,35,47,0.427,23.0,116.3,119.5,-3.2,W1,NBA Standings Regular Season 2022-23,20,21,15,26,7,9,24,28,3,7
WSHWashington Wizards,35,47,0.427,23.0,113.2,114.4,-1.2,L1,NBA Standings Regular Season 2022-23,19,22,16,25,8,8,21,31,3,7
ORLOrlando Magic,34,48,0.415,24.0,111.4,114.0,-2.6,L4,NBA Standings Regular Season 2022-23,20,21,14,27,7,9,20,32,5,5
PORPortland Trail Blazers,33,49,0.402,25.0,113.4,117.4,-4.0,L4,NBA Standings Regular Season 2022-23,17,24,16,25,7,9,23,29,1,9
CHACharlotte Hornets,27,55,0.329,31.0,111.0,117.2,-6.2,W1,NBA Standings Regular Season 2022-23,13,28,14,27,7,9,15,37,5,5
HOUHouston Rockets,22,60,0.268,36.0,110.7,118.6,-7.9,W3,NBA Standings Regular Season 2022-23,14,27,8,33,4,12,12,40,4,6
SASan Antonio Spurs,22,60,0.268,36.0,113.0,123.1,-10.1,W1,NBA Standings Regular Season 2022-23,14,27,8,33,3,13,10,42,3,7
DETDetroit Pistons,17,65,0.207,41.0,110.3,118.5,-8.2,L1,NBA Standings Regular Season 2022-23,9,32,8,33,2,14,8,44,1,9
