Team Name,W,L,PCT,GB,PPG,OPP PPG,DIFF,STRK,Title,HOME-W,HOME-L,AWAY-W,AWAY-L,DIV-W,DIV-L,CONF-W,CONF-L,Last10-W,Last10-L
Charlotte Hornets,7,1,0.875,0.0,98.9,89.1,9.8,L1,NBA Standings Pre Season 2015-16,3,0,4,1,2,0,5,1,7,1
Memphis Grizzlies,6,1,0.857,0.5,88.9,81.0,7.9,L1,NBA Standings Pre Season 2015-16,4,0,2,1,1,0,3,0,6,1
Boston Celtics,6,1,0.857,0.5,104.3,92.6,11.7,W3,NBA Standings Pre Season 2015-16,3,0,3,1,4,1,4,1,6,1
Sacramento Kings,5,1,0.833,1.0,101.7,97.8,3.9,W4,NBA Standings Pre Season 2015-16,2,0,3,1,1,1,5,1,5,1
Oklahoma City Thunder,5,1,0.833,1.0,105.8,93.7,12.1,W2,NBA Standings Pre Season 2015-16,3,0,2,1,3,0,4,1,5,1
Orlando Magic,6,2,0.75,1.0,99.5,95.9,3.6,W5,NBA Standings Pre Season 2015-16,3,1,3,1,2,1,2,2,6,2
Indiana Pacers,5,2,0.714,1.5,102.4,97.9,4.5,W1,NBA Standings Pre Season 2015-16,3,1,2,1,3,1,5,1,5,2
Toronto Raptors,5,2,0.714,1.5,94.7,88.9,5.8,W2,NBA Standings Pre Season 2015-16,4,0,1,2,0,0,2,0,5,2
Phoenix Suns,4,2,0.667,2.0,102.7,99.2,3.5,W2,NBA Standings Pre Season 2015-16,2,1,2,1,1,0,4,2,4,2
ew York Knicks,4,2,0.667,2.0,98.0,94.0,4.0,L2,NBA Standings Pre Season 2015-16,3,0,1,2,2,1,3,2,4,2
Denver Nuggets,4,3,0.571,2.5,100.0,96.6,3.4,L2,NBA Standings Pre Season 2015-16,2,0,2,3,0,2,3,3,4,3
Washington Wizards,4,3,0.571,2.5,112.3,104.4,7.9,L2,NBA Standings Pre Season 2015-16,2,1,2,2,0,1,3,3,4,3
Atlanta Hawks,4,3,0.571,2.5,93.1,93.9,-0.8,L3,NBA Standings Pre Season 2015-16,1,2,3,1,0,1,1,2,4,3
Chicago Bulls,4,4,0.5,3.0,101.4,104.9,-3.5,W2,NBA Standings Pre Season 2015-16,3,2,1,2,2,1,2,2,4,4
Miami Heat,4,4,0.5,3.0,96.1,96.1,0.0,L1,NBA Standings Pre Season 2015-16,2,2,2,2,2,3,2,3,4,4
LA Clippers,3,3,0.5,3.0,97.7,102.0,-4.3,W2,NBA Standings Pre Season 2015-16,3,1,0,2,1,0,3,0,3,3
Portland Trail Blazers,3,4,0.429,3.5,104.0,102.1,1.9,L2,NBA Standings Pre Season 2015-16,2,1,1,3,2,0,3,4,3,4
HUtah Jazz,3,4,0.429,3.5,97.7,97.3,0.4,W1,NBA Standings Pre Season 2015-16,1,2,2,2,1,3,3,4,3,4
olden State Warriors,3,4,0.429,3.5,103.3,104.6,-1.3,W1,NBA Standings Pre Season 2015-16,2,1,1,3,1,2,2,4,3,4
ew Orleans Pelicans,3,4,0.429,3.5,103.4,107.1,-3.7,W1,NBA Standings Pre Season 2015-16,1,2,2,2,0,1,0,2,3,4
Detroit Pistons,3,5,0.375,4.0,103.0,96.3,6.7,W1,NBA Standings Pre Season 2015-16,1,3,2,2,2,2,3,4,3,5
Houston Rockets,3,5,0.375,4.0,107.4,108.1,-0.7,L1,NBA Standings Pre Season 2015-16,2,2,1,3,2,2,3,3,3,5
Los Angeles Lakers,3,5,0.375,4.0,99.3,101.3,-2.0,L1,NBA Standings Pre Season 2015-16,3,5,0,0,1,2,2,4,3,5
Brooklyn Nets,2,4,0.333,4.0,97.7,98.7,-1.0,L1,NBA Standings Pre Season 2015-16,1,2,1,2,1,3,2,3,2,4
Milwaukee Bucks,2,4,0.333,4.0,101.3,104.7,-3.4,L1,NBA Standings Pre Season 2015-16,1,2,1,2,1,2,1,3,2,4
an Antonio Spurs,2,4,0.333,4.0,93.8,95.7,-1.9,W1,NBA Standings Pre Season 2015-16,2,1,0,3,1,0,1,2,2,4
Minnesota Timberwolves,2,5,0.286,4.5,95.1,105.6,-10.5,W1,NBA Standings Pre Season 2015-16,2,2,0,3,0,1,0,2,2,5
Philadelphia 76ers,2,5,0.286,4.5,95.6,104.6,-9.0,L4,NBA Standings Pre Season 2015-16,2,1,0,4,1,3,2,5,2,5
Cleveland Cavaliers,1,6,0.143,5.5,94.4,100.7,-6.3,W1,NBA Standings Pre Season 2015-16,1,4,0,2,0,2,0,5,1,6
Dallas Mavericks,0,7,0.0,6.5,89.4,100.1,-10.7,L7,NBA Standings Pre Season 2015-16,0,3,0,4,0,1,0,4,0,7
