Team Name,W,L,PCT,GB,PPG,OPP PPG,DIFF,STRK,Title,HOME-W,HOME-L,AWAY-W,AWAY-L,DIV-W,DIV-L,CONF-W,CONF-L,Last10-W,Last10-L
Toronto Raptors,6,1,0.857,0.0,102.6,94.4,8.2,W5,NBA Standings Pre Season 2012-13,5,0,1,1,1,0,4,1,6,1
Philadelphia 76ers,6,1,0.857,0.0,102.7,91.7,11.0,W5,NBA Standings Pre Season 2012-13,3,1,3,0,4,1,6,1,6,1
olden State Warriors,6,2,0.75,0.5,97.0,91.5,5.5,W1,NBA Standings Pre Season 2012-13,3,0,3,2,3,1,5,2,6,2
Houston Rockets,5,2,0.714,1.0,103.9,100.4,3.5,W3,NBA Standings Pre Season 2012-13,3,1,2,1,3,2,4,2,5,2
Chicago Bulls,5,2,0.714,1.0,90.4,87.1,3.3,W4,NBA Standings Pre Season 2012-13,5,1,0,1,2,1,2,1,5,2
Minnesota Timberwolves,5,2,0.714,1.0,92.4,80.9,11.5,W2,NBA Standings Pre Season 2012-13,4,0,1,2,0,0,0,0,5,2
Sacramento Kings,5,2,0.714,1.0,98.7,95.6,3.1,W1,NBA Standings Pre Season 2012-13,2,1,3,1,4,2,5,2,5,2
LA Clippers,5,3,0.625,1.5,95.1,92.3,2.8,W3,NBA Standings Pre Season 2012-13,3,2,2,1,2,0,4,2,5,3
HUtah Jazz,5,3,0.625,1.5,99.3,91.0,8.3,W1,NBA Standings Pre Season 2012-13,3,0,2,3,2,1,5,3,5,3
Indiana Pacers,4,3,0.571,2.0,91.0,92.0,-1.0,L1,NBA Standings Pre Season 2012-13,3,0,1,3,1,1,2,2,4,3
Oklahoma City Thunder,4,3,0.571,2.0,99.7,95.7,4.0,W1,NBA Standings Pre Season 2012-13,4,0,0,3,1,1,3,2,4,3
an Antonio Spurs,4,3,0.571,2.0,102.1,96.1,6.0,W1,NBA Standings Pre Season 2012-13,3,1,1,2,1,0,1,1,4,3
Phoenix Suns,4,3,0.571,2.0,97.1,94.7,2.4,W1,NBA Standings Pre Season 2012-13,3,0,1,3,1,2,4,3,4,3
Miami Heat,4,4,0.5,2.5,94.0,92.4,1.6,L2,NBA Standings Pre Season 2012-13,2,3,2,1,1,2,2,2,4,4
Detroit Pistons,4,4,0.5,2.5,90.3,92.9,-2.6,W1,NBA Standings Pre Season 2012-13,4,0,0,4,0,1,4,3,4,4
Dallas Mavericks,4,4,0.5,2.5,93.4,92.6,0.8,W1,NBA Standings Pre Season 2012-13,3,1,1,3,2,0,2,2,4,4
ew Orleans Hornets,4,4,0.5,2.5,84.4,89.3,-4.9,W1,NBA Standings Pre Season 2012-13,2,1,2,3,0,3,0,3,4,4
Memphis Grizzlies,4,4,0.5,2.5,100.4,99.1,1.3,L1,NBA Standings Pre Season 2012-13,3,1,1,3,0,1,0,1,4,4
ew York Knicks,3,3,0.5,2.5,96.5,100.8,-4.3,W1,NBA Standings Pre Season 2012-13,0,0,3,3,2,3,3,3,3,3
Brooklyn Nets,3,3,0.5,2.5,96.5,101.2,-4.7,L3,NBA Standings Pre Season 2012-13,1,3,2,0,2,3,3,3,3,3
Atlanta Hawks,3,4,0.429,3.0,98.0,94.0,4.0,L1,NBA Standings Pre Season 2012-13,3,0,0,4,1,0,1,2,3,4
Cleveland Cavaliers,3,4,0.429,3.0,92.4,98.3,-5.9,L2,NBA Standings Pre Season 2012-13,2,3,1,1,1,2,2,4,3,4
Portland Trail Blazers,3,4,0.429,3.0,98.7,98.3,0.4,L1,NBA Standings Pre Season 2012-13,2,1,1,3,2,1,3,4,3,4
Denver Nuggets,3,4,0.429,3.0,93.4,98.9,-5.5,L4,NBA Standings Pre Season 2012-13,1,1,2,3,0,2,3,4,3,4
Washington Wizards,3,5,0.375,3.5,95.6,99.1,-3.5,L1,NBA Standings Pre Season 2012-13,0,1,3,4,1,1,3,4,3,5
Boston Celtics,3,5,0.375,3.5,95.6,93.1,2.5,L1,NBA Standings Pre Season 2012-13,1,3,2,2,2,4,2,4,3,5
Milwaukee Bucks,3,5,0.375,3.5,94.8,95.5,-0.7,L1,NBA Standings Pre Season 2012-13,1,3,2,2,2,1,3,3,3,5
Orlando Magic,2,6,0.25,4.5,97.5,104.0,-6.5,L2,NBA Standings Pre Season 2012-13,2,2,0,4,0,0,1,3,2,6
Charlotte Bobcats,1,7,0.125,5.5,88.9,97.1,-8.2,L7,NBA Standings Pre Season 2012-13,1,3,0,4,1,1,1,3,1,7
Los Angeles Lakers,0,8,0.0,6.5,85.9,101.1,-15.2,L8,NBA Standings Pre Season 2012-13,0,7,0,1,0,5,0,8,0,8
