Team Name,W,L,PCT,GB,PPG,OPP PPG,DIFF,STRK,Title,HOME-W,HOME-L,AWAY-W,AWAY-L,DIV-W,DIV-L,CONF-W,CONF-L,Last10-W,Last10-L
Toronto Raptors,7,1,0.875,0.0,97.3,92.0,5.3,W6,NBA Standings Pre Season 2014-15,4,0,3,1,4,0,4,0,7,1
Houston Rockets,6,2,0.75,1.0,97.3,94.9,2.4,W2,NBA Standings Pre Season 2014-15,4,0,2,2,3,1,5,1,6,2
olden State Warriors,6,2,0.75,1.0,110.9,99.9,11.0,W2,NBA Standings Pre Season 2014-15,3,0,3,2,4,0,6,1,6,2
Cleveland Cavaliers,5,2,0.714,1.5,104.9,99.1,5.8,L1,NBA Standings Pre Season 2014-15,4,1,1,1,3,0,4,0,5,2
Detroit Pistons,5,2,0.714,1.5,99.7,95.1,4.6,W2,NBA Standings Pre Season 2014-15,3,0,2,2,2,0,5,2,5,2
Minnesota Timberwolves,5,2,0.714,1.5,106.6,100.6,6.0,W4,NBA Standings Pre Season 2014-15,2,1,3,1,1,0,1,0,5,2
ew Orleans Pelicans,5,2,0.714,1.5,98.1,89.4,8.7,W4,NBA Standings Pre Season 2014-15,3,1,2,1,2,0,3,0,5,2
Phoenix Suns,5,2,0.714,1.5,104.9,96.9,8.0,W1,NBA Standings Pre Season 2014-15,3,0,2,2,1,1,4,2,5,2
Brooklyn Nets,4,2,0.667,2.0,102.0,98.2,3.8,L1,NBA Standings Pre Season 2014-15,3,1,1,1,1,2,1,2,4,2
Boston Celtics,5,3,0.625,2.0,98.5,91.9,6.6,W3,NBA Standings Pre Season 2014-15,3,2,2,1,5,3,5,3,5,3
HUtah Jazz,5,3,0.625,2.0,101.9,93.5,8.4,L1,NBA Standings Pre Season 2014-15,2,1,3,2,3,0,5,3,5,3
Atlanta Hawks,4,3,0.571,2.5,101.1,99.0,2.1,W2,NBA Standings Pre Season 2014-15,2,1,2,2,2,0,2,2,4,3
Portland Trail Blazers,4,3,0.571,2.5,99.4,92.4,7.0,W1,NBA Standings Pre Season 2014-15,2,1,2,2,1,2,3,3,4,3
Orlando Magic,4,4,0.5,3.0,96.4,96.3,0.1,L3,NBA Standings Pre Season 2014-15,2,2,2,2,1,1,3,2,4,4
Chicago Bulls,4,4,0.5,3.0,98.4,96.4,2.0,L2,NBA Standings Pre Season 2014-15,3,2,1,2,1,2,3,3,4,4
Dallas Mavericks,4,4,0.5,3.0,104.3,101.3,3.0,W1,NBA Standings Pre Season 2014-15,2,2,2,2,1,2,1,3,4,4
Washington Wizards,4,4,0.5,3.0,90.9,92.5,-1.6,L3,NBA Standings Pre Season 2014-15,2,2,2,2,0,2,2,3,4,4
Miami Heat,4,4,0.5,3.0,103.6,104.5,-0.9,W4,NBA Standings Pre Season 2014-15,2,4,2,0,0,2,0,3,4,4
Sacramento Kings,3,4,0.429,3.5,100.3,98.3,2.0,W1,NBA Standings Pre Season 2014-15,2,1,1,3,1,0,1,1,3,4
Milwaukee Bucks,3,4,0.429,3.5,95.3,98.4,-3.1,L1,NBA Standings Pre Season 2014-15,1,2,2,2,0,3,1,3,3,4
ew York Knicks,3,4,0.429,3.5,90.3,92.4,-2.1,L1,NBA Standings Pre Season 2014-15,1,2,2,2,2,3,3,4,3,4
Indiana Pacers,3,4,0.429,3.5,94.6,95.6,-1.0,W1,NBA Standings Pre Season 2014-15,2,1,1,3,0,1,1,2,3,4
Los Angeles Lakers,3,5,0.375,4.0,94.5,104.3,-9.8,L1,NBA Standings Pre Season 2014-15,3,5,0,0,0,4,3,5,3,5
Memphis Grizzlies,3,5,0.375,4.0,98.1,97.5,0.6,L1,NBA Standings Pre Season 2014-15,3,1,0,4,0,2,0,3,3,5
Charlotte Hornets,3,5,0.375,4.0,94.9,98.1,-3.2,L3,NBA Standings Pre Season 2014-15,2,2,1,3,3,1,3,5,3,5
Oklahoma City Thunder,2,5,0.286,4.5,99.6,110.9,-11.3,L4,NBA Standings Pre Season 2014-15,1,3,1,2,0,3,2,4,2,5
an Antonio Spurs,2,5,0.286,4.5,98.1,104.0,-5.9,L2,NBA Standings Pre Season 2014-15,1,2,1,3,0,1,1,2,2,5
Denver Nuggets,2,6,0.25,5.0,97.5,101.9,-4.4,L2,NBA Standings Pre Season 2014-15,1,1,1,5,1,1,2,5,2,6
LA Clippers,2,6,0.25,5.0,99.4,107.9,-8.5,L1,NBA Standings Pre Season 2014-15,2,3,0,3,1,2,2,6,2,6
Philadelphia 76ers,2,6,0.25,5.0,93.5,99.1,-5.6,L2,NBA Standings Pre Season 2014-15,2,2,0,4,0,4,2,5,2,6
