Team Name,W,L,PCT,GB,PPG,OPP PPG,DIFF,STRK,Title,HOME-W,HOME-L,AWAY-W,AWAY-L,DIV-W,DIV-L,CONF-W,CONF-L,Last10-W,Last10-L
Golden State Warriors,73,9,0.89,0.0,114.9,104.1,10.8,W4,NBA Standings Regular Season 2015-16,39,2,34,7,15,1,46,6,8,2
San Antonio Spurs,67,15,0.817,6.0,103.5,92.9,10.6,W2,NBA Standings Regular Season 2015-16,40,1,27,14,14,2,43,9,6,4
Cleveland Cavaliers,57,25,0.695,16.0,104.3,98.3,6.0,L1,NBA Standings Regular Season 2015-16,33,8,24,17,8,8,35,17,6,4
Toronto Raptors,56,26,0.683,17.0,102.7,98.2,4.5,W4,NBA Standings Regular Season 2015-16,32,9,24,17,14,2,39,13,7,3
Oklahoma City Thunder,55,27,0.671,18.0,110.2,102.9,7.3,L1,NBA Standings Regular Season 2015-16,32,9,23,18,13,3,37,15,5,5
LA Clippers,53,29,0.646,20.0,104.5,100.2,4.3,L1,NBA Standings Regular Season 2015-16,29,12,24,17,9,7,31,21,8,2
Miami Heat,48,34,0.585,25.0,100.0,98.4,1.6,L1,NBA Standings Regular Season 2015-16,28,13,20,21,10,6,31,21,6,4
Atlanta Hawks,48,34,0.585,25.0,102.8,99.2,3.6,L2,NBA Standings Regular Season 2015-16,27,14,21,20,8,8,29,23,6,4
Boston Celtics,48,34,0.585,25.0,105.7,102.5,3.2,W1,NBA Standings Regular Season 2015-16,28,13,20,21,10,6,31,21,6,4
Charlotte Hornets,48,34,0.585,25.0,103.4,100.7,2.7,W2,NBA Standings Regular Season 2015-16,30,11,18,23,8,8,33,19,7,3
Indiana Pacers,45,37,0.549,28.0,102.2,100.5,1.7,W3,NBA Standings Regular Season 2015-16,26,15,19,22,8,8,30,22,7,3
Portland Trail Blazers,44,38,0.537,29.0,105.1,104.3,0.8,W1,NBA Standings Regular Season 2015-16,28,13,16,25,11,5,29,23,7,3
Detroit Pistons,44,38,0.537,29.0,102.0,101.4,0.6,W1,NBA Standings Regular Season 2015-16,26,15,18,23,10,6,29,23,6,4
Dallas Mavericks,42,40,0.512,31.0,102.3,102.6,-0.3,L1,NBA Standings Regular Season 2015-16,23,18,19,22,7,9,27,25,7,3
Memphis Grizzlies,42,40,0.512,31.0,99.1,101.3,-2.2,L4,NBA Standings Regular Season 2015-16,26,15,16,25,7,9,25,27,1,9
Chicago Bulls,42,40,0.512,31.0,101.6,103.1,-1.5,W3,NBA Standings Regular Season 2015-16,26,15,16,25,10,6,25,27,6,4
Houston Rockets,41,41,0.5,32.0,106.5,106.4,0.1,W3,NBA Standings Regular Season 2015-16,23,18,18,23,8,8,28,24,6,4
Washington Wizards,41,41,0.5,32.0,104.1,104.6,-0.5,W3,NBA Standings Regular Season 2015-16,22,19,19,22,10,6,30,22,6,4
Utah Jazz,40,42,0.488,33.0,97.7,95.9,1.8,L2,NBA Standings Regular Season 2015-16,24,17,16,25,8,8,24,28,5,5
Orlando Magic,35,47,0.427,38.0,102.1,103.7,-1.6,L1,NBA Standings Regular Season 2015-16,23,18,12,29,4,12,21,31,6,4
Sacramento Kings,33,49,0.402,40.0,106.6,109.1,-2.5,L1,NBA Standings Regular Season 2015-16,18,23,15,26,8,8,19,33,5,5
Denver Nuggets,33,49,0.402,40.0,101.9,105.0,-3.1,L2,NBA Standings Regular Season 2015-16,18,23,15,26,4,12,18,34,3,7
Milwaukee Bucks,33,49,0.402,40.0,99.0,103.2,-4.2,L2,NBA Standings Regular Season 2015-16,23,18,10,31,4,12,21,31,3,7
New York Knicks,32,50,0.39,41.0,98.4,101.1,-2.7,L2,NBA Standings Regular Season 2015-16,18,23,14,27,8,8,21,31,3,7
New Orleans Pelicans,30,52,0.366,43.0,102.7,106.5,-3.8,L3,NBA Standings Regular Season 2015-16,21,20,9,32,4,12,20,32,4,6
Minnesota Timberwolves,29,53,0.354,44.0,102.4,106.0,-3.6,W1,NBA Standings Regular Season 2015-16,14,27,15,26,4,12,18,34,5,5
Phoenix Suns,23,59,0.28,50.0,100.9,107.5,-6.6,W1,NBA Standings Regular Season 2015-16,14,27,9,32,6,10,17,35,3,7
Brooklyn Nets,21,61,0.256,52.0,98.6,106.0,-7.4,L10,NBA Standings Regular Season 2015-16,14,27,7,34,6,10,12,40,0,10
Los Angeles Lakers,17,65,0.207,56.0,97.3,106.9,-9.6,W1,NBA Standings Regular Season 2015-16,12,29,5,36,2,14,8,44,2,8
Philadelphia 76ers,10,72,0.122,63.0,97.4,107.6,-10.2,L4,NBA Standings Regular Season 2015-16,7,34,3,38,2,14,3,49,1,9
