Team Name,W,L,PCT,GB,PPG,OPP PPG,DIFF,STRK,Title,HOME-W,HOME-L,AWAY-W,AWAY-L,DIV-W,DIV-L,CONF-W,CONF-L,Last10-W,Last10-L
Orlando Magic,8,0,1.0,0.0,109.6,91.9,17.7,W8,NBA Standings Pre Season 2009-10,4,0,4,0,2,0,4,0,8,0
Los Angeles Lakers,6,2,0.75,2.0,104.5,101.6,2.9,L1,NBA Standings Pre Season 2009-10,6,2,0,0,4,1,5,2,6,2
Boston Celtics,6,2,0.75,2.0,97.9,90.1,7.8,W1,NBA Standings Pre Season 2009-10,3,0,3,2,5,1,6,1,6,2
HUtah Jazz,6,2,0.75,2.0,102.6,95.0,7.6,W3,NBA Standings Pre Season 2009-10,2,0,4,2,3,0,4,1,6,2
Chicago Bulls,6,2,0.75,2.0,95.4,91.9,3.5,W1,NBA Standings Pre Season 2009-10,4,1,2,1,2,1,3,2,6,2
LA Clippers,6,2,0.75,2.0,103.1,99.3,3.8,W2,NBA Standings Pre Season 2009-10,5,0,1,2,1,2,5,2,6,2
Atlanta Hawks,5,2,0.714,2.5,101.1,99.0,2.1,L1,NBA Standings Pre Season 2009-10,3,0,2,2,3,1,3,2,5,2
Dallas Mavericks,5,2,0.714,2.5,101.7,98.9,2.8,W1,NBA Standings Pre Season 2009-10,3,1,2,1,2,0,2,0,5,2
ew York Knicks,5,2,0.714,2.5,97.6,95.9,1.7,W4,NBA Standings Pre Season 2009-10,4,1,1,1,4,2,4,2,5,2
Philadelphia 76ers,5,3,0.625,3.0,97.9,95.4,2.5,L2,NBA Standings Pre Season 2009-10,2,1,3,2,4,1,4,2,5,3
an Antonio Spurs,4,3,0.571,3.5,101.9,98.3,3.6,L1,NBA Standings Pre Season 2009-10,2,2,2,1,0,1,1,2,4,3
Portland Trail Blazers,4,4,0.5,4.0,97.5,96.9,0.6,W1,NBA Standings Pre Season 2009-10,2,2,2,2,1,2,4,4,4,4
Detroit Pistons,4,4,0.5,4.0,98.6,102.8,-4.2,W1,NBA Standings Pre Season 2009-10,3,2,1,2,2,0,4,1,4,4
Houston Rockets,4,4,0.5,4.0,102.3,99.8,2.5,L1,NBA Standings Pre Season 2009-10,2,2,2,2,1,1,2,1,4,4
olden State Warriors,4,4,0.5,4.0,108.4,105.1,3.3,W1,NBA Standings Pre Season 2009-10,2,0,2,4,3,4,4,4,4,4
Washington Wizards,4,4,0.5,4.0,96.8,101.5,-4.7,L1,NBA Standings Pre Season 2009-10,1,1,3,3,0,1,3,3,4,4
Cleveland Cavaliers,4,4,0.5,4.0,95.9,93.3,2.6,L1,NBA Standings Pre Season 2009-10,3,2,1,2,0,0,2,2,4,4
Phoenix Suns,4,4,0.5,4.0,109.0,108.4,0.6,L1,NBA Standings Pre Season 2009-10,3,3,1,1,1,1,2,3,4,4
Denver Nuggets,4,4,0.5,4.0,106.8,102.5,4.3,W1,NBA Standings Pre Season 2009-10,3,0,1,4,1,2,2,3,4,4
Indiana Pacers,3,4,0.429,4.5,107.0,111.0,-4.0,W1,NBA Standings Pre Season 2009-10,3,1,0,3,0,1,0,2,3,4
Milwaukee Bucks,3,5,0.375,5.0,96.0,96.4,-0.4,L2,NBA Standings Pre Season 2009-10,2,1,1,4,1,3,1,4,3,5
Memphis Grizzlies,3,5,0.375,5.0,97.5,100.5,-3.0,W1,NBA Standings Pre Season 2009-10,2,2,1,3,0,1,1,1,3,5
Minnesota Timberwolves,3,5,0.375,5.0,100.6,105.3,-4.7,W2,NBA Standings Pre Season 2009-10,2,2,1,3,0,1,0,1,3,5
Miami Heat,2,5,0.286,5.5,90.9,90.6,0.3,L1,NBA Standings Pre Season 2009-10,2,2,0,3,0,2,0,3,2,5
Sacramento Kings,2,5,0.286,5.5,97.3,100.9,-3.6,L1,NBA Standings Pre Season 2009-10,1,2,1,3,1,2,2,5,2,5
Oklahoma City Thunder,2,5,0.286,5.5,93.1,101.6,-8.5,L3,NBA Standings Pre Season 2009-10,2,2,0,3,0,0,1,5,2,5
Charlotte Bobcats,2,6,0.25,6.0,94.6,98.1,-3.5,L1,NBA Standings Pre Season 2009-10,2,3,0,3,0,1,1,3,2,6
Toronto Raptors,2,6,0.25,6.0,95.4,101.3,-5.9,L4,NBA Standings Pre Season 2009-10,1,3,1,3,0,4,1,4,2,6
ew Orleans Hornets,2,6,0.25,6.0,93.3,103.3,-10.0,L2,NBA Standings Pre Season 2009-10,2,1,0,5,0,0,1,2,2,6
ew Jersey Nets,1,6,0.143,6.5,95.9,96.3,-0.4,W1,NBA Standings Pre Season 2009-10,1,2,0,4,1,6,1,6,1,6
