Team Name,W,L,PCT,GB,PPG,OPP PPG,DIFF,STRK,Title,HOME-W,HOME-L,AWAY-W,AWAY-L,DIV-W,DIV-L,CONF-W,CONF-L,Last10-W,Last10-L
CLECleveland Cavaliers,66,16,0.805,0.0,100.3,91.4,8.9,L1,NBA Standings Regular Season 2008-09,39,2,27,14,13,3,40,12,7,3
LALLos Angeles Lakers,65,17,0.793,1.0,106.9,99.3,7.6,W2,NBA Standings Regular Season 2008-09,36,5,29,12,14,2,44,8,7,3
BOSBoston Celtics,62,20,0.756,4.0,100.9,93.4,7.5,W2,NBA Standings Regular Season 2008-09,35,6,27,14,15,1,41,11,8,2
ORLOrlando Magic,59,23,0.72,7.0,101.0,94.4,6.6,W1,NBA Standings Regular Season 2008-09,32,9,27,14,14,2,37,15,5,5
DENDenver Nuggets,54,28,0.659,12.0,104.3,100.9,3.4,L1,NBA Standings Regular Season 2008-09,33,8,21,20,12,4,35,17,8,2
SASan Antonio Spurs,54,28,0.659,12.0,97.0,93.3,3.7,W4,NBA Standings Regular Season 2008-09,28,13,26,15,10,6,36,16,6,4
PORPortland Trail Blazers,54,28,0.659,12.0,99.4,94.1,5.3,W6,NBA Standings Regular Season 2008-09,34,7,20,21,11,5,32,20,9,1
HOUHouston Rockets,53,29,0.646,13.0,98.4,94.4,4.0,L1,NBA Standings Regular Season 2008-09,33,8,20,21,9,7,35,17,6,4
DALDallas Mavericks,50,32,0.61,16.0,101.7,99.8,1.9,W2,NBA Standings Regular Season 2008-09,32,9,18,23,7,9,29,23,7,3
NONew Orleans Hornets,49,33,0.598,17.0,95.8,94.3,1.5,L2,NBA Standings Regular Season 2008-09,28,13,21,20,9,7,30,22,4,6
UTAHUtah Jazz,48,34,0.585,18.0,103.6,100.9,2.7,L1,NBA Standings Regular Season 2008-09,33,8,15,26,10,6,33,19,3,7
ATLAtlanta Hawks,47,35,0.573,19.0,98.1,96.5,1.6,L1,NBA Standings Regular Season 2008-09,31,10,16,25,11,5,30,22,5,5
Phoenix Suns,46,36,0.561,20.0,109.4,107.5,1.9,W3,NBA Standings Regular Season 2008-09,28,13,18,23,11,5,30,22,6,4
MIAMiami Heat,43,39,0.524,23.0,98.3,98.0,0.3,W1,NBA Standings Regular Season 2008-09,28,13,15,26,9,7,28,24,5,5
PHIPhiladelphia 76ers,41,41,0.5,25.0,97.4,97.3,0.1,W1,NBA Standings Regular Season 2008-09,24,17,17,24,6,10,25,27,4,6
CHIChicago Bulls,41,41,0.5,25.0,102.2,102.5,-0.3,L1,NBA Standings Regular Season 2008-09,28,13,13,28,9,7,24,28,7,3
DETDetroit Pistons,39,43,0.476,27.0,94.2,94.7,-0.5,L3,NBA Standings Regular Season 2008-09,21,20,18,23,7,9,26,26,4,6
Indiana Pacers,36,46,0.439,30.0,105.1,106.2,-1.1,W1,NBA Standings Regular Season 2008-09,25,16,11,30,7,9,23,29,6,4
Charlotte Bobcats,35,47,0.427,31.0,93.6,94.9,-1.3,L4,NBA Standings Regular Season 2008-09,23,18,12,29,5,11,20,32,3,7
ew Jersey Nets,34,48,0.415,32.0,98.1,100.5,-2.4,L1,NBA Standings Regular Season 2008-09,19,22,15,26,8,8,23,29,4,6
Milwaukee Bucks,34,48,0.415,32.0,99.3,100.4,-1.1,L1,NBA Standings Regular Season 2008-09,22,19,12,29,4,12,21,31,3,7
Toronto Raptors,33,49,0.402,33.0,99.0,101.9,-2.9,W3,NBA Standings Regular Season 2008-09,18,23,15,26,6,10,22,30,6,4
ew York Knicks,32,50,0.39,34.0,105.2,107.8,-2.6,W1,NBA Standings Regular Season 2008-09,20,21,12,29,5,11,20,32,3,7
olden State Warriors,29,53,0.354,37.0,108.6,112.3,-3.7,L2,NBA Standings Regular Season 2008-09,21,20,8,33,6,10,18,34,4,6
Minnesota Timberwolves,24,58,0.293,42.0,97.8,102.7,-4.9,L3,NBA Standings Regular Season 2008-09,11,30,13,28,3,13,13,39,4,6
Memphis Grizzlies,24,58,0.293,42.0,93.9,99.3,-5.4,W1,NBA Standings Regular Season 2008-09,16,25,8,33,5,11,14,38,6,4
Oklahoma City Thunder,23,59,0.28,43.0,97.0,103.1,-6.1,W1,NBA Standings Regular Season 2008-09,15,26,8,33,4,12,15,37,3,7
LA Clippers,19,63,0.232,47.0,95.1,103.9,-8.8,L3,NBA Standings Regular Season 2008-09,11,30,8,33,2,14,10,42,1,9
Washington Wizards,19,63,0.232,47.0,96.1,103.5,-7.4,L2,NBA Standings Regular Season 2008-09,13,28,6,35,1,15,10,42,3,7
Sacramento Kings,17,65,0.207,49.0,100.6,109.3,-8.7,W1,NBA Standings Regular Season 2008-09,11,30,6,35,7,9,16,36,1,9
