Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Detroit Pistons,18,88.5,33.8,72.9,46.4,4.4,13.5,32.5,16.4,22.8,72.2,10.3,29.3,39.7,17.3,5.8,4.3,14.3,23.8,NBA Team Postseason Stats 2005-06
2,Miami Heat,23,92.5,33.0,76.8,42.9,6.2,19.2,32.4,20.3,27.2,74.8,10.0,29.1,39.1,17.5,6.5,2.9,14.3,25.7,NBA Team Postseason Stats 2005-06
3,Indiana Pacers,6,93.0,33.7,75.2,44.8,4.7,16.2,28.9,21.0,26.3,79.7,10.5,27.7,38.2,23.3,7.2,3.2,11.8,25.2,NBA Team Postseason Stats 2005-06
4,Cleveland Cavaliers,13,93.5,32.8,75.2,43.7,6.5,17.8,36.2,21.4,29.8,71.8,11.5,28.2,39.7,17.3,6.7,5.4,12.8,21.0,NBA Team Postseason Stats 2005-06
5,Denver Nuggets,5,95.0,34.2,74.0,46.2,4.6,12.8,35.9,22.0,27.4,80.3,8.4,34.0,42.4,22.4,5.6,5.8,17.4,27.0,NBA Team Postseason Stats 2005-06
6,New Jersey Nets,11,95.1,32.9,70.6,46.6,7.2,19.7,36.4,22.1,30.6,72.1,8.3,30.2,38.5,17.5,6.7,3.7,14.8,24.0,NBA Team Postseason Stats 2005-06
7,Dallas Mavericks,23,95.7,34.8,74.0,47.0,5.3,15.4,34.5,20.7,29.1,71.2,8.7,29.5,38.3,16.1,6.1,4.8,14.3,24.4,NBA Team Postseason Stats 2005-06
8,Memphis Grizzlies,4,98.3,34.8,76.8,45.3,5.3,14.8,35.6,23.5,27.5,85.5,13.8,29.3,43.0,18.3,6.8,4.5,12.8,28.0,NBA Team Postseason Stats 2005-06
9,San Antonio Spurs,13,100.8,35.8,78.5,45.6,4.6,13.4,34.5,24.5,30.5,80.6,11.8,27.8,39.6,14.2,6.5,4.2,12.5,26.6,NBA Team Postseason Stats 2005-06
10,Chicago Bulls,6,101.3,36.5,78.7,46.4,7.8,23.2,33.8,20.5,29.5,69.5,11.2,32.0,43.2,19.3,6.8,5.3,15.8,26.2,NBA Team Postseason Stats 2005-06
11,Washington Wizards,6,101.5,37.3,81.5,45.8,5.0,14.3,34.9,21.8,28.7,76.2,12.8,31.5,44.3,17.2,7.7,4.3,15.5,26.8,NBA Team Postseason Stats 2005-06
12,LA Clippers,12,101.9,37.8,86.8,43.5,7.7,22.6,33.9,18.8,24.3,77.3,11.0,27.5,38.5,24.3,6.6,4.2,11.1,22.4,NBA Team Postseason Stats 2005-06
13,Phoenix Suns,20,106.0,40.3,84.8,47.5,5.4,16.1,33.6,20.1,25.3,79.4,12.6,32.7,45.3,17.4,6.0,4.3,13.6,21.7,NBA Team Postseason Stats 2005-06
14,Sacramento Kings,6,106.8,38.3,74.8,51.2,8.0,18.5,43.2,22.2,28.2,78.7,8.7,30.2,38.8,22.0,6.0,5.7,13.3,22.8,NBA Team Postseason Stats 2005-06
15,Milwaukee Bucks,5,107.2,36.4,75.2,48.4,9.0,21.0,42.9,25.4,34.0,74.7,11.0,29.2,40.2,24.2,6.2,4.4,10.6,20.0,NBA Team Postseason Stats 2005-06
16,Los Angeles Lakers,7,107.3,39.1,80.3,48.8,8.9,22.0,40.3,20.1,22.6,89.2,5.7,30.0,35.7,22.3,6.0,3.4,11.7,21.4,NBA Team Postseason Stats 2005-06
