Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Utah Jazz,82,96.8,36.3,82.0,44.3,8.2,22.9,35.8,16.0,20.7,76.9,9.0,31.1,40.2,17.8,7.3,3.8,11.5,20.2,NBA Team Regular Season Stats 2016-17
2,San Antonio Spurs,82,98.1,37.0,83.4,44.3,8.1,23.7,34.4,16.0,20.8,77.1,9.8,31.7,41.5,21.4,7.5,4.1,13.8,19.8,NBA Team Regular Season Stats 2016-17
3,Memphis Grizzlies,82,100.0,34.9,78.8,44.3,9.9,28.0,35.4,20.2,26.9,75.3,9.3,32.8,42.1,20.1,7.0,5.0,13.6,20.8,NBA Team Regular Season Stats 2016-17
4,Dallas Mavericks,82,100.8,37.0,79.0,46.9,9.6,25.3,38.0,17.2,22.3,77.2,8.9,35.6,44.5,21.3,6.5,3.4,14.5,19.4,NBA Team Regular Season Stats 2016-17
5,Miami Heat,82,102.1,37.9,84.2,45.0,7.8,22.7,34.3,18.5,23.7,78.2,10.2,33.4,43.6,19.6,6.8,4.9,13.0,18.7,NBA Team Regular Season Stats 2016-17
6,Chicago Bulls,82,102.4,39.5,86.6,45.6,8.9,25.9,34.5,14.6,19.0,77.0,10.3,32.9,43.2,23.6,7.3,4.6,12.9,18.8,NBA Team Regular Season Stats 2016-17
7,Detroit Pistons,82,102.5,38.3,83.3,46.0,9.4,25.6,36.6,16.4,21.0,78.0,8.0,34.9,42.9,23.5,6.7,4.2,12.2,17.5,NBA Team Regular Season Stats 2016-17
8,Toronto Raptors,82,102.6,37.2,82.9,44.9,9.7,27.3,35.4,18.5,23.8,78.0,10.1,32.0,42.1,21.8,6.7,4.8,14.0,20.3,NBA Team Regular Season Stats 2016-17
9,Milwaukee Bucks,82,103.8,38.0,83.0,45.8,10.0,28.2,35.3,17.9,23.2,77.1,10.3,32.1,42.5,24.1,7.4,4.6,14.0,19.3,NBA Team Regular Season Stats 2016-17
10,Atlanta Hawks,82,104.0,38.8,87.3,44.4,10.9,30.5,35.7,15.6,20.2,77.2,10.7,33.2,43.9,23.4,9.0,5.2,14.7,21.6,NBA Team Regular Season Stats 2016-17
11,Golden State Warriors,82,104.3,38.8,89.2,43.5,9.0,27.8,32.4,17.7,23.2,76.1,11.7,31.8,43.5,22.7,8.6,3.8,14.8,19.4,NBA Team Regular Season Stats 2016-17
12,LA Clippers,82,104.4,38.6,85.4,45.2,9.2,26.3,35.0,18.0,23.4,77.2,10.2,32.9,43.1,23.1,7.0,3.1,12.6,22.4,NBA Team Regular Season Stats 2016-17
13,Charlotte Hornets,82,104.7,39.5,86.5,45.6,11.6,31.4,36.9,14.2,18.2,77.6,8.9,35.5,44.4,24.5,6.6,5.5,12.4,19.9,NBA Team Regular Season Stats 2016-17
14,Indiana Pacers,82,105.3,38.0,84.3,45.1,10.4,29.1,35.5,19.0,24.1,78.9,10.7,33.5,44.3,22.3,8.1,5.0,14.3,19.5,NBA Team Regular Season Stats 2016-17
15,Boston Celtics,82,105.4,38.6,85.8,45.0,9.0,27.0,33.2,19.1,24.9,76.9,10.8,33.8,44.5,22.6,7.6,5.2,13.4,20.3,NBA Team Regular Season Stats 2016-17
16,Oklahoma City Thunder,82,105.8,39.2,85.3,45.9,8.8,24.8,35.6,18.6,24.3,76.4,9.1,31.5,40.6,21.4,8.5,5.5,13.2,20.7,NBA Team Regular Season Stats 2016-17
17,New Orleans Pelicans,82,106.4,40.1,89.0,45.0,10.5,29.8,35.3,15.8,20.7,76.2,10.6,37.7,48.3,23.4,7.4,4.2,13.4,19.3,NBA Team Regular Season Stats 2016-17
18,Sacramento Kings,82,106.7,38.5,83.2,46.2,10.9,30.0,36.4,18.9,24.2,77.8,10.1,32.8,42.9,23.7,8.5,5.1,13.3,20.1,NBA Team Regular Season Stats 2016-17
19,Minnesota Timberwolves,82,106.7,39.6,83.3,47.5,9.9,27.0,36.6,17.6,22.9,76.8,9.8,30.6,40.4,23.1,7.7,5.0,13.8,20.5,NBA Team Regular Season Stats 2016-17
20,Cleveland Cavaliers,82,107.2,40.6,88.8,45.8,10.4,28.7,36.1,15.5,20.0,77.3,11.0,33.2,44.2,24.7,7.3,4.3,12.0,20.6,NBA Team Regular Season Stats 2016-17
21,Washington Wizards,82,107.4,39.7,85.1,46.6,9.9,27.1,36.4,18.2,24.2,75.1,10.6,32.5,43.0,22.8,7.4,4.6,14.8,19.8,NBA Team Regular Season Stats 2016-17
22,Orlando Magic,82,107.6,40.3,86.4,46.7,9.7,26.3,36.8,17.4,22.7,76.6,9.7,35.8,45.5,23.6,7.6,5.1,12.4,18.7,NBA Team Regular Season Stats 2016-17
23,New York Knicks,82,108.0,39.7,87.3,45.5,9.8,28.2,34.8,18.7,24.2,77.1,11.6,33.1,44.7,21.8,7.5,4.6,12.4,18.5,NBA Team Regular Season Stats 2016-17
24,Philadelphia 76ers,82,108.1,39.6,85.9,46.1,8.9,24.9,35.7,20.1,26.0,77.3,10.8,34.2,45.0,22.7,8.6,5.4,14.5,19.6,NBA Team Regular Season Stats 2016-17
25,Portland Trail Blazers,82,108.5,39.2,86.2,45.5,9.3,25.1,37.0,20.8,26.5,78.5,10.1,33.9,44.0,20.6,7.7,5.3,12.4,19.8,NBA Team Regular Season Stats 2016-17
26,Houston Rockets,82,109.6,41.2,88.9,46.3,10.0,29.1,34.3,17.3,22.2,77.8,10.7,33.4,44.1,24.1,8.5,5.0,14.4,20.4,NBA Team Regular Season Stats 2016-17
27,Denver Nuggets,82,111.2,42.1,88.4,47.7,9.9,26.3,37.5,17.1,21.9,78.2,9.4,31.4,40.8,24.0,8.3,4.9,11.5,20.2,NBA Team Regular Season Stats 2016-17
28,Los Angeles Lakers,82,111.5,41.5,86.0,48.3,10.1,27.4,37.0,18.3,24.0,76.2,10.3,34.2,44.4,25.7,8.5,5.4,14.0,18.5,NBA Team Regular Season Stats 2016-17
29,Brooklyn Nets,82,112.5,41.6,90.8,45.8,10.0,27.2,36.6,19.3,25.0,77.2,11.0,36.2,47.2,23.0,9.5,5.6,12.9,20.4,NBA Team Regular Season Stats 2016-17
30,Phoenix Suns,82,113.3,40.2,86.2,46.7,10.1,26.3,38.2,22.8,29.1,78.3,10.2,33.8,44.0,22.2,8.1,5.3,14.5,22.2,NBA Team Regular Season Stats 2016-17
