Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Detroit Pistons,82,87.7,33.5,76.5,43.8,3.5,10.2,34.4,17.2,23.1,74.6,10.5,30.8,41.3,18.3,6.9,4.3,14.0,23.2,NBA Team Regular Season Stats 2002-03
2,New Jersey Nets,82,90.1,33.6,78.8,42.7,5.2,14.5,35.9,17.7,23.7,74.9,11.4,30.0,41.4,19.6,8.5,5.2,16.6,22.9,NBA Team Regular Season Stats 2002-03
3,San Antonio Spurs,82,90.4,34.9,81.7,42.7,4.3,12.7,33.9,16.3,21.2,76.8,12.5,28.3,40.9,19.0,8.1,5.1,15.0,23.4,NBA Team Regular Season Stats 2002-03
4,Miami Heat,82,90.6,33.1,75.7,43.7,5.0,14.0,35.3,19.5,26.0,75.1,10.6,31.5,42.2,18.1,7.6,5.3,14.3,20.4,NBA Team Regular Season Stats 2002-03
5,New Orleans Hornets,82,91.8,34.8,79.5,43.8,4.1,12.2,33.8,18.0,23.5,76.6,11.1,28.9,40.0,19.9,7.9,5.2,14.6,21.4,NBA Team Regular Season Stats 2002-03
6,Seattle SuperSonics,82,92.3,35.0,78.3,44.7,5.8,16.7,34.4,16.5,22.2,74.2,11.4,30.0,41.5,20.8,6.1,5.0,14.7,20.4,NBA Team Regular Season Stats 2002-03
7,Utah Jazz,82,92.3,33.5,77.4,43.3,5.3,15.3,34.9,19.8,26.1,75.9,12.3,25.9,38.2,19.5,8.8,5.2,15.9,23.8,NBA Team Regular Season Stats 2002-03
8,Houston Rockets,82,92.3,35.3,81.5,43.3,4.7,13.6,34.7,17.1,22.0,77.5,11.9,28.7,40.6,20.5,8.1,4.6,13.2,21.9,NBA Team Regular Season Stats 2002-03
9,Denver Nuggets,82,92.4,32.9,74.2,44.3,5.1,13.8,37.0,21.6,28.5,75.7,10.5,29.8,40.3,21.5,9.0,6.6,17.1,21.8,NBA Team Regular Season Stats 2002-03
10,Washington Wizards,82,92.5,35.1,79.4,44.2,5.5,15.1,36.2,16.9,21.9,77.1,11.6,29.8,41.4,21.7,7.5,4.4,14.3,22.0,NBA Team Regular Season Stats 2002-03
11,Portland Trail Blazers,82,92.5,35.9,79.8,45.0,5.3,15.7,34.1,15.5,20.2,76.4,11.1,28.0,39.1,22.7,8.3,4.8,15.5,20.4,NBA Team Regular Season Stats 2002-03
12,Boston Celtics,82,93.1,34.2,78.7,43.5,5.6,17.1,33.1,19.0,25.4,74.9,11.4,33.5,45.0,22.2,7.5,4.5,16.0,21.9,NBA Team Regular Season Stats 2002-03
13,Indiana Pacers,82,93.3,34.9,81.6,42.8,5.0,14.6,34.0,18.6,24.3,76.7,12.3,30.0,42.2,20.7,7.6,6.3,15.3,23.5,NBA Team Regular Season Stats 2002-03
14,Phoenix Suns,82,94.4,35.5,81.2,43.8,5.3,16.6,32.0,18.0,23.6,76.6,12.6,30.3,42.9,22.2,7.8,5.5,16.0,21.5,NBA Team Regular Season Stats 2002-03
15,Philadelphia 76ers,82,94.5,35.1,77.6,45.2,5.5,15.6,35.4,18.9,24.8,76.0,11.1,29.3,40.3,22.1,7.8,6.4,17.1,23.0,NBA Team Regular Season Stats 2002-03
16,Dallas Mavericks,82,95.2,35.7,81.5,43.8,5.8,17.1,34.0,18.0,24.8,72.7,12.7,32.7,45.5,21.7,6.7,3.9,16.0,21.3,NBA Team Regular Season Stats 2002-03
17,Sacramento Kings,82,95.2,36.5,86.9,42.0,4.5,14.2,32.0,17.7,23.9,74.1,14.0,31.9,45.8,21.5,8.3,4.3,15.4,19.9,NBA Team Regular Season Stats 2002-03
18,Minnesota Timberwolves,82,96.0,36.6,83.8,43.7,5.8,16.6,34.7,17.0,22.6,75.2,11.9,29.8,41.7,22.8,7.0,4.9,13.6,20.6,NBA Team Regular Season Stats 2002-03
19,Toronto Raptors,82,96.8,37.0,80.4,46.1,4.5,12.0,37.5,18.2,24.0,75.9,11.9,31.7,43.6,21.1,7.4,5.0,13.7,20.8,NBA Team Regular Season Stats 2002-03
20,New York Knicks,82,97.2,36.1,79.0,45.7,4.4,12.8,34.0,20.6,26.7,77.1,11.4,31.9,43.3,21.1,7.6,3.8,14.4,19.9,NBA Team Regular Season Stats 2002-03
21,Atlanta Hawks,82,97.6,36.8,84.2,43.6,5.4,15.2,35.9,18.7,24.5,76.0,13.1,29.5,42.6,21.6,9.0,5.0,13.0,20.3,NBA Team Regular Season Stats 2002-03
22,LA Clippers,82,97.9,37.0,82.8,44.7,5.5,15.2,36.5,18.4,23.7,77.4,12.8,30.0,42.8,22.4,8.0,5.1,14.0,22.5,NBA Team Regular Season Stats 2002-03
23,Los Angeles Lakers,82,98.0,36.3,82.0,44.3,5.7,14.9,38.0,19.8,26.0,76.0,11.7,30.4,42.1,21.4,7.9,3.8,14.5,23.4,NBA Team Regular Season Stats 2002-03
24,Orlando Magic,82,98.4,36.7,80.5,45.5,4.9,14.8,33.4,20.1,26.2,76.7,11.8,31.7,43.5,22.4,7.8,5.0,16.4,22.2,NBA Team Regular Season Stats 2002-03
25,Milwaukee Bucks,82,99.3,37.1,81.0,45.8,5.8,15.6,37.5,19.2,25.8,74.5,12.5,31.0,43.4,23.1,6.6,4.1,14.4,20.5,NBA Team Regular Season Stats 2002-03
26,Chicago Bulls,82,100.1,36.5,83.1,43.9,5.3,16.3,32.3,21.9,29.2,74.9,13.6,31.4,45.0,23.8,9.4,5.0,14.7,21.9,NBA Team Regular Season Stats 2002-03
27,Memphis Grizzlies,82,100.7,39.3,85.5,46.0,5.3,14.5,36.3,16.8,22.2,75.9,13.7,31.2,44.9,24.3,8.7,5.2,14.8,21.7,NBA Team Regular Season Stats 2002-03
28,Cleveland Cavaliers,82,101.0,37.5,82.8,45.3,5.2,14.6,35.8,20.9,27.1,77.2,11.4,30.4,41.7,24.0,9.8,6.0,14.2,20.8,NBA Team Regular Season Stats 2002-03
29,Golden State Warriors,82,103.6,39.5,87.5,45.2,5.3,14.4,37.2,19.2,25.4,75.6,14.7,29.1,43.8,23.6,8.7,6.0,13.7,23.6,NBA Team Regular Season Stats 2002-03
