Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Charlotte Bobcats,82,93.8,35.7,79.7,44.8,7.0,20.7,33.8,15.5,20.9,74.3,10.6,29.0,39.6,20.3,7.5,6.1,15.3,22.0,NBA Team Regular Season Stats 2009-10
2,Miami Heat,82,94.2,34.3,78.1,43.9,6.4,18.7,34.2,19.2,25.5,75.4,10.4,30.3,40.7,18.8,6.3,4.3,14.4,20.0,NBA Team Regular Season Stats 2009-10
3,Portland Trail Blazers,82,94.8,36.0,77.5,46.4,5.9,17.1,34.3,17.0,22.8,74.5,9.8,28.3,38.1,19.3,5.9,4.1,13.5,21.5,NBA Team Regular Season Stats 2009-10
4,Orlando Magic,82,95.3,36.0,82.2,43.8,6.4,17.5,36.3,16.8,22.3,75.4,9.8,30.3,40.0,18.9,6.7,3.5,12.8,22.2,NBA Team Regular Season Stats 2009-10
5,Boston Celtics,82,95.6,35.1,77.9,45.1,5.7,16.8,34.2,19.6,26.2,74.6,10.6,29.5,40.1,19.3,7.0,4.7,15.6,21.7,NBA Team Regular Season Stats 2009-10
6,Cleveland Cavaliers,82,95.6,35.8,80.9,44.2,6.4,18.4,34.7,17.6,23.3,75.7,9.7,28.9,38.5,20.3,6.6,4.0,12.7,20.8,NBA Team Regular Season Stats 2009-10
7,Milwaukee Bucks,82,96.0,35.0,77.6,45.1,5.3,15.6,34.3,20.6,27.0,76.5,9.6,33.2,42.8,19.3,7.0,5.1,15.3,20.3,NBA Team Regular Season Stats 2009-10
8,San Antonio Spurs,82,96.3,36.9,81.6,45.2,5.0,14.6,34.3,17.5,23.1,75.6,9.9,29.6,39.5,19.2,6.9,5.1,12.6,20.4,NBA Team Regular Season Stats 2009-10
9,Los Angeles Lakers,82,97.0,37.2,83.4,44.6,6.3,19.3,32.8,16.2,21.7,75.0,11.1,31.0,42.2,21.9,7.0,4.4,14.1,21.2,NBA Team Regular Season Stats 2009-10
10,Atlanta Hawks,82,97.0,37.2,80.8,46.0,5.9,17.0,34.5,16.8,22.6,74.5,11.2,30.1,41.4,21.0,6.2,4.4,13.8,19.3,NBA Team Regular Season Stats 2009-10
11,Oklahoma City Thunder,82,98.0,36.7,81.9,44.8,5.9,17.2,34.0,18.8,24.6,76.4,11.4,29.2,40.7,19.7,7.5,4.7,15.1,21.4,NBA Team Regular Season Stats 2009-10
12,Utah Jazz,82,98.9,35.5,78.9,44.9,6.7,19.0,35.4,21.2,27.9,76.2,10.2,29.0,39.2,19.9,7.7,5.4,15.1,22.2,NBA Team Regular Season Stats 2009-10
13,Chicago Bulls,82,99.1,37.1,84.0,44.2,7.1,20.5,34.8,17.8,23.9,74.4,11.2,31.6,42.7,20.9,7.0,5.3,13.3,20.0,NBA Team Regular Season Stats 2009-10
14,Detroit Pistons,82,99.1,36.2,75.3,48.0,6.9,18.5,37.5,19.9,25.9,76.7,9.9,29.5,39.4,23.1,6.7,4.9,14.3,20.8,NBA Team Regular Season Stats 2009-10
15,Dallas Mavericks,82,99.3,37.9,83.0,45.7,6.4,18.5,34.7,17.1,22.5,75.8,11.2,31.6,42.9,20.2,6.9,4.1,14.6,20.1,NBA Team Regular Season Stats 2009-10
16,Washington Wizards,82,101.0,37.6,81.3,46.3,6.4,17.9,36.0,19.4,25.5,76.1,11.4,30.9,42.3,21.6,6.9,5.1,13.6,20.5,NBA Team Regular Season Stats 2009-10
17,New Jersey Nets,82,101.5,38.7,80.4,48.1,5.7,15.6,36.6,18.4,24.6,74.8,11.3,32.7,44.0,23.9,7.8,5.1,14.0,20.1,NBA Team Regular Season Stats 2009-10
18,Philadelphia 76ers,82,101.6,37.9,80.2,47.2,7.4,18.8,39.3,18.5,24.2,76.6,10.8,30.1,41.0,22.1,7.6,4.0,14.5,18.7,NBA Team Regular Season Stats 2009-10
19,LA Clippers,82,102.1,38.9,82.8,47.0,6.5,17.8,36.3,17.7,23.3,76.2,10.7,30.4,41.1,23.5,8.4,4.4,12.9,19.4,NBA Team Regular Season Stats 2009-10
