Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Miami Heat,82,88.7,32.5,76.6,42.5,4.6,13.5,34.2,19.1,25.9,73.6,10.9,30.3,41.2,17.8,7.6,4.3,13.8,20.8,NBA Team Regular Season Stats 2001-02
2,Philadelphia 76ers,82,89.4,33.8,79.3,42.6,5.3,16.1,33.1,16.5,21.9,75.1,12.0,28.6,40.6,21.6,8.0,5.6,14.7,22.3,NBA Team Regular Season Stats 2001-02
3,San Antonio Spurs,82,90.5,35.2,82.6,42.6,4.6,13.5,33.8,15.6,20.1,77.7,12.2,29.6,41.9,18.8,7.7,5.2,14.5,23.1,NBA Team Regular Season Stats 2001-02
4,Toronto Raptors,82,91.8,34.4,77.9,44.1,4.6,13.3,34.6,18.5,24.5,75.2,12.1,29.7,41.8,19.9,7.7,4.8,15.2,19.7,NBA Team Regular Season Stats 2001-02
5,New Jersey Nets,82,92.0,34.9,81.3,42.9,5.0,14.3,34.8,17.4,23.0,75.3,12.2,30.7,42.9,19.1,8.2,5.4,16.1,20.3,NBA Team Regular Season Stats 2001-02
6,Detroit Pistons,82,92.2,35.7,79.8,44.7,4.4,12.1,36.2,16.5,21.8,75.5,12.1,30.6,42.7,20.0,7.9,4.1,15.5,22.9,NBA Team Regular Season Stats 2001-02
7,Charlotte Hornets,82,92.9,34.8,80.4,43.2,5.3,14.1,37.5,18.1,23.6,76.8,11.7,29.3,41.0,20.0,7.6,5.1,13.9,20.8,NBA Team Regular Season Stats 2001-02
8,Portland Trail Blazers,82,93.7,36.0,79.4,45.3,5.7,15.7,36.3,16.0,21.6,74.1,10.9,28.4,39.2,23.7,7.5,5.0,14.7,20.1,NBA Team Regular Season Stats 2001-02
9,Boston Celtics,82,94.1,34.1,80.2,42.5,6.3,18.4,34.0,19.7,25.5,77.1,11.6,34.2,45.9,22.0,7.6,5.8,16.3,21.1,NBA Team Regular Season Stats 2001-02
10,Los Angeles Lakers,82,94.1,35.0,82.6,42.4,4.9,15.4,31.7,19.2,25.3,76.1,12.4,30.8,43.2,20.0,7.2,4.3,14.0,23.0,NBA Team Regular Season Stats 2001-02
11,Washington Wizards,82,94.2,36.0,79.7,45.2,5.1,14.5,35.4,17.0,22.5,75.5,11.7,29.0,40.7,22.2,7.0,5.0,13.4,20.9,NBA Team Regular Season Stats 2001-02
12,Seattle SuperSonics,82,94.7,36.2,80.5,44.9,5.8,16.8,34.4,16.6,22.5,73.9,13.3,28.4,41.7,22.3,6.9,4.9,15.3,19.8,NBA Team Regular Season Stats 2001-02
13,Utah Jazz,82,95.1,33.9,75.8,44.7,5.7,14.8,38.3,21.7,28.1,77.1,11.3,26.9,38.2,19.3,9.1,6.7,16.7,25.2,NBA Team Regular Season Stats 2001-02
14,New York Knicks,82,95.6,35.7,80.1,44.5,5.4,15.3,35.3,18.9,25.0,75.7,11.7,31.0,42.7,21.5,8.4,4.7,13.5,20.4,NBA Team Regular Season Stats 2001-02
15,Phoenix Suns,82,95.8,36.1,81.3,44.4,5.3,14.7,35.8,18.4,24.5,75.1,12.6,30.4,43.0,22.2,8.4,5.8,15.4,18.5,NBA Team Regular Season Stats 2001-02
16,Minnesota Timberwolves,82,96.0,36.1,81.1,44.5,6.0,16.1,37.2,17.7,23.9,74.2,11.1,28.4,39.5,22.6,6.6,5.0,13.4,20.4,NBA Team Regular Season Stats 2001-02
17,LA Clippers,82,96.1,37.5,83.7,44.8,5.0,14.0,35.5,16.2,21.7,74.5,13.0,29.0,42.0,22.7,7.5,5.4,12.9,21.6,NBA Team Regular Season Stats 2001-02
18,Indiana Pacers,82,96.5,36.3,82.9,43.8,5.1,14.6,34.8,18.8,25.1,74.9,12.8,30.7,43.4,21.6,7.5,5.7,14.3,22.6,NBA Team Regular Season Stats 2001-02
19,Sacramento Kings,82,97.0,38.1,86.7,44.0,4.7,14.0,33.7,16.0,21.5,74.4,13.0,31.9,44.9,22.4,7.7,4.7,15.2,22.3,NBA Team Regular Season Stats 2001-02
20,Houston Rockets,82,97.2,38.9,83.8,46.4,4.5,12.5,36.0,14.9,19.8,75.2,12.7,30.6,43.3,22.4,7.0,5.1,12.0,20.1,NBA Team Regular Season Stats 2001-02
21,Memphis Grizzlies,82,97.3,38.0,83.3,45.7,4.9,13.6,35.8,16.4,21.8,75.3,13.8,31.2,45.1,23.9,9.5,5.6,14.7,21.8,NBA Team Regular Season Stats 2001-02
22,Milwaukee Bucks,82,97.7,36.8,83.5,44.1,6.0,16.8,35.8,18.2,24.0,75.7,12.8,29.7,42.5,23.0,7.3,4.4,12.9,20.0,NBA Team Regular Season Stats 2001-02
23,Chicago Bulls,82,98.0,36.9,79.4,46.5,5.1,14.4,35.8,19.0,25.5,74.6,11.5,31.1,42.6,25.2,8.3,4.9,14.4,21.0,NBA Team Regular Season Stats 2001-02
24,Denver Nuggets,82,98.0,36.6,79.8,45.9,5.2,14.3,36.1,19.5,26.1,74.7,12.1,30.8,43.0,24.0,8.2,6.8,14.3,20.1,NBA Team Regular Season Stats 2001-02
25,Atlanta Hawks,82,98.3,37.4,81.4,45.9,5.8,16.2,35.5,17.8,23.9,74.4,12.2,30.8,43.0,22.6,8.6,6.2,15.1,20.1,NBA Team Regular Season Stats 2001-02
26,Cleveland Cavaliers,82,98.6,37.2,81.4,45.7,5.8,14.6,39.4,18.4,24.6,74.8,11.3,29.0,40.4,24.3,7.3,5.6,13.0,20.0,NBA Team Regular Season Stats 2001-02
