Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,New York Knicks,5,104.0,37.6,84.8,44.3,12.8,35.6,36.0,16.0,19.2,83.3,8.0,36.2,44.2,20.6,4.8,6.8,10.2,19.0,NBA Team Postseason Stats 2020-21
2,Los Angeles Lakers,6,104.0,37.5,81.8,45.8,11.7,32.5,35.9,17.3,20.7,83.9,8.0,33.8,41.8,24.3,7.2,5.0,11.7,21.0,NBA Team Postseason Stats 2020-21
3,Phoenix Suns,22,104.5,38.1,86.6,44.0,11.5,34.5,33.3,16.8,22.5,74.7,10.9,32.7,43.6,20.9,6.6,3.6,11.0,18.5,NBA Team Postseason Stats 2020-21
4,Milwaukee Bucks,23,105.2,39.6,87.2,45.4,12.0,34.2,35.2,13.9,17.2,80.8,8.1,33.3,41.4,20.9,7.3,3.8,12.6,20.1,NBA Team Postseason Stats 2020-21
5,Brooklyn Nets,12,106.2,39.0,88.9,43.9,11.3,34.9,32.2,16.9,22.5,75.2,11.4,33.7,45.1,19.3,6.5,6.2,12.1,18.6,NBA Team Postseason Stats 2020-21
6,LA Clippers,19,107.5,39.3,85.3,46.1,14.1,36.1,39.1,14.8,19.4,76.4,9.7,32.1,41.8,20.5,5.3,2.7,10.9,21.3,NBA Team Postseason Stats 2020-21
7,Atlanta Hawks,18,107.8,39.8,87.1,45.8,10.9,31.2,35.1,17.2,23.8,72.2,11.1,34.6,45.7,22.9,7.7,4.3,12.2,20.3,NBA Team Postseason Stats 2020-21
8,Philadelphia 76ers,12,108.8,39.5,87.8,45.0,9.2,28.8,31.9,20.6,26.8,76.9,9.6,33.2,42.8,20.8,6.0,3.8,12.0,23.8,NBA Team Postseason Stats 2020-21
9,Dallas Mavericks,7,111.1,39.0,80.0,48.8,13.4,36.0,37.3,19.7,23.4,84.1,8.9,33.1,42.0,22.6,6.9,5.0,10.1,20.6,NBA Team Postseason Stats 2020-21
10,Utah Jazz,11,117.7,42.9,88.5,48.5,13.5,34.7,39.0,18.4,22.3,82.4,10.0,30.2,40.2,21.4,7.9,4.3,9.6,21.1,NBA Team Postseason Stats 2020-21
11,Miami Heat,4,118.5,44.3,94.5,46.8,13.3,40.5,32.7,16.8,22.3,75.3,15.3,43.8,59.0,26.8,7.5,3.0,14.5,20.0,NBA Team Postseason Stats 2020-21
12,Denver Nuggets,10,120.3,43.0,87.5,49.1,14.8,35.5,41.7,19.5,22.4,87.1,8.2,35.0,43.2,23.8,5.8,4.9,11.3,20.3,NBA Team Postseason Stats 2020-21
13,Portland Trail Blazers,6,120.8,43.0,91.2,47.2,15.2,37.3,40.6,19.7,24.3,80.8,11.7,32.7,44.3,26.0,6.2,4.5,10.5,20.2,NBA Team Postseason Stats 2020-21
14,Boston Celtics,5,123.4,42.0,84.6,49.6,14.4,33.8,42.6,25.0,27.4,91.2,10.4,31.2,41.6,24.0,7.2,6.6,10.2,23.4,NBA Team Postseason Stats 2020-21
15,Memphis Grizzlies,5,123.4,42.2,86.4,48.8,16.8,41.4,40.6,22.2,26.2,84.7,9.8,35.8,45.6,23.0,5.2,6.2,12.8,19.2,NBA Team Postseason Stats 2020-21
16,Washington Wizards,5,124.0,45.8,89.6,51.1,11.4,30.2,37.7,21.0,29.8,70.5,9.6,35.2,44.8,26.6,8.6,7.2,11.2,23.8,NBA Team Postseason Stats 2020-21
