Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Chicago Bulls,12,92.6,34.2,84.0,40.7,7.6,22.6,33.6,16.7,21.8,76.6,11.7,31.9,43.6,19.7,8.1,7.1,12.5,20.3,NBA Team Postseason Stats 2014-15
2,Cleveland Cavaliers,20,95.0,34.9,83.1,41.9,7.9,25.5,31.0,17.4,22.9,76.1,10.1,31.4,41.5,20.2,6.8,4.7,11.7,22.5,NBA Team Postseason Stats 2014-15
3,Golden State Warriors,21,95.5,34.8,83.4,41.7,6.8,22.4,30.4,19.0,26.1,73.0,11.1,32.6,43.7,19.9,8.5,4.7,14.3,20.9,NBA Team Postseason Stats 2014-15
4,Memphis Grizzlies,11,96.0,35.1,80.5,43.6,10.4,27.8,37.3,15.5,19.9,77.6,9.7,33.9,43.6,20.2,5.8,5.6,14.6,20.4,NBA Team Postseason Stats 2014-15
5,Washington Wizards,10,97.2,36.8,87.1,42.3,8.2,25.8,31.8,15.4,20.2,76.2,10.5,31.7,42.2,22.9,8.0,4.8,13.3,21.9,NBA Team Postseason Stats 2014-15
6,Atlanta Hawks,16,98.2,36.6,85.0,43.0,9.4,25.2,37.5,15.6,22.1,70.8,11.5,35.6,47.1,21.3,6.8,4.3,14.0,19.2,NBA Team Postseason Stats 2014-15
7,Portland Trail Blazers,5,100.6,37.2,85.0,43.8,4.6,12.4,37.1,21.6,25.4,85.0,9.6,35.0,44.6,18.8,7.2,6.2,8.2,20.0,NBA Team Postseason Stats 2014-15
8,Milwaukee Bucks,6,100.8,36.5,83.5,43.7,11.2,28.0,39.9,16.7,23.0,72.5,11.3,38.7,50.0,26.2,7.7,7.0,17.5,18.8,NBA Team Postseason Stats 2014-15
9,Brooklyn Nets,6,101.8,38.3,87.0,44.1,11.2,31.5,35.4,14.0,18.0,77.8,10.0,35.7,45.7,25.7,10.0,4.7,13.3,18.5,NBA Team Postseason Stats 2014-15
10,San Antonio Spurs,7,103.0,38.7,83.0,46.6,7.0,21.0,33.3,18.6,28.7,64.7,9.4,35.4,44.9,21.0,7.4,6.1,12.4,20.9,NBA Team Postseason Stats 2014-15
11,Boston Celtics,4,104.0,35.0,80.0,43.8,9.8,30.5,32.0,24.3,31.5,77.0,12.0,35.0,47.0,16.8,7.8,7.8,12.5,23.3,NBA Team Postseason Stats 2014-15
12,LA Clippers,14,106.4,37.6,84.4,44.6,10.0,28.1,35.5,21.1,32.4,65.3,11.6,35.6,47.3,23.1,7.2,4.9,14.1,25.1,NBA Team Postseason Stats 2014-15
13,New Orleans Pelicans,4,108.8,39.3,87.5,44.9,11.8,31.0,37.9,18.5,26.5,69.8,14.0,32.5,46.5,25.8,7.3,6.3,12.3,19.8,NBA Team Postseason Stats 2014-15
14,Toronto Raptors,4,110.3,39.5,82.0,48.2,10.8,24.3,44.3,20.5,28.5,71.9,11.0,37.3,48.3,26.3,6.5,6.5,14.5,20.5,NBA Team Postseason Stats 2014-15
15,Houston Rockets,17,110.6,41.1,89.4,46.0,9.6,28.6,33.7,18.8,26.6,70.4,12.0,34.8,46.8,24.1,8.6,5.4,14.4,27.2,NBA Team Postseason Stats 2014-15
16,Dallas Mavericks,5,114.2,40.0,85.8,46.6,9.2,26.2,35.1,25.0,36.8,67.9,11.2,34.8,46.0,23.4,7.8,5.2,14.4,24.6,NBA Team Postseason Stats 2014-15
