Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Miami Heat,18,100.4,34.7,77.8,44.6,11.5,34.0,33.8,19.6,23.9,81.7,8.1,32.3,40.4,20.6,6.2,4.6,14.9,21.4,NBA Team Postseason Stats 2021-22
2,Milwaukee Bucks,12,101.3,36.6,86.9,42.1,13.5,39.7,34.0,14.6,18.1,80.6,7.8,35.4,43.3,24.0,6.7,5.5,12.1,20.2,NBA Team Postseason Stats 2021-22
3,Boston Celtics,24,102.0,37.6,86.2,43.6,11.2,33.6,33.2,15.6,20.0,78.0,10.2,32.1,42.3,20.9,8.2,4.7,12.5,21.7,NBA Team Postseason Stats 2021-22
4,Philadelphia 76ers,12,104.2,38.5,84.7,45.5,9.7,32.3,29.9,17.5,21.8,80.5,10.0,30.0,40.0,21.1,7.1,4.2,10.7,20.5,NBA Team Postseason Stats 2021-22
5,Utah Jazz,6,104.7,35.8,80.7,44.4,15.5,41.8,37.1,17.5,22.2,78.9,6.0,31.7,37.7,19.3,6.5,2.3,8.0,23.2,NBA Team Postseason Stats 2021-22
6,Dallas Mavericks,18,105.6,38.9,81.7,47.7,10.2,29.0,35.2,17.5,21.9,79.9,10.2,34.9,45.1,23.5,5.1,3.6,12.8,22.1,NBA Team Postseason Stats 2021-22
7,Golden State Warriors,22,106.8,37.5,85.5,43.9,14.2,37.8,37.5,17.5,23.0,76.1,9.9,31.8,41.7,24.1,7.3,4.9,13.0,19.3,NBA Team Postseason Stats 2021-22
8,Phoenix Suns,13,108.6,38.2,82.6,46.2,12.7,33.2,38.3,19.6,25.3,77.5,10.9,29.7,40.6,19.3,7.7,3.0,12.1,21.2,NBA Team Postseason Stats 2021-22
9,Atlanta Hawks,5,109.4,39.8,85.6,46.5,13.2,38.4,34.4,16.6,21.2,78.3,8.2,31.8,40.0,25.4,9.4,3.0,12.6,23.4,NBA Team Postseason Stats 2021-22
10,Chicago Bulls,5,109.8,40.6,86.0,47.2,14.0,36.8,38.0,14.6,21.2,68.9,8.2,43.6,51.8,23.4,6.4,4.8,15.0,17.8,NBA Team Postseason Stats 2021-22
11,Memphis Grizzlies,12,110.1,39.1,86.6,45.1,13.7,37.6,36.4,18.3,22.8,80.2,9.6,35.7,45.3,25.0,6.8,6.8,17.3,23.8,NBA Team Postseason Stats 2021-22
12,New Orleans Pelicans,6,111.3,43.3,82.8,52.3,8.7,27.2,31.9,16.0,19.8,80.7,7.5,28.2,35.7,26.8,7.8,4.0,10.2,22.7,NBA Team Postseason Stats 2021-22
13,Toronto Raptors,6,111.5,38.2,78.2,48.8,13.7,33.5,40.8,21.5,25.3,84.9,8.3,33.5,41.8,24.0,5.2,4.8,13.3,20.3,NBA Team Postseason Stats 2021-22
14,Brooklyn Nets,4,113.5,41.3,84.3,49.0,12.3,34.5,35.5,18.8,22.8,82.4,11.0,28.5,39.5,25.8,8.8,4.0,13.8,24.5,NBA Team Postseason Stats 2021-22
15,Minnesota Timberwolves,6,114.7,39.8,87.8,45.4,11.5,31.7,36.3,23.5,32.3,72.7,12.5,33.8,46.3,25.8,8.2,6.2,15.0,23.2,NBA Team Postseason Stats 2021-22
16,Denver Nuggets,5,118.0,42.0,81.6,51.5,15.2,36.0,42.2,18.8,26.8,70.1,7.0,28.8,35.8,28.6,9.4,6.2,12.2,23.2,NBA Team Postseason Stats 2021-22
