Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Indiana Pacers,7,92.3,32.4,82.4,39.3,7.1,25.3,28.2,20.3,26.6,76.3,14.7,29.7,44.4,16.1,7.6,4.6,13.9,21.7,NBA Team Postseason Stats 2015-16
2,San Antonio Spurs,10,92.9,34.9,81.3,42.9,6.2,20.1,30.8,16.9,21.8,77.5,12.5,31.1,43.6,18.1,6.9,4.7,15.0,19.9,NBA Team Postseason Stats 2015-16
3,Miami Heat,14,93.7,34.0,81.9,41.5,5.9,18.6,31.9,19.8,25.4,77.8,8.5,30.4,38.9,14.2,7.1,3.4,10.9,19.6,NBA Team Postseason Stats 2015-16
4,Cleveland Cavaliers,21,96.1,35.3,79.6,44.4,10.5,29.7,35.3,15.0,20.6,72.9,8.7,29.3,38.0,20.6,6.3,4.5,13.0,21.0,NBA Team Postseason Stats 2015-16
5,LA Clippers,6,97.3,35.3,86.3,40.9,10.0,29.7,33.7,16.7,23.0,72.5,14.0,36.8,50.8,21.3,5.7,3.5,13.2,23.8,NBA Team Postseason Stats 2015-16
6,Toronto Raptors,20,97.7,35.6,77.3,46.1,8.2,22.5,36.3,18.3,23.1,79.4,8.7,32.3,41.0,17.6,7.2,4.9,13.8,20.5,NBA Team Postseason Stats 2015-16
7,Charlotte Hornets,7,99.1,37.9,81.3,46.6,8.3,20.4,40.6,15.1,20.6,73.6,9.4,37.7,47.1,19.1,4.1,7.1,12.1,21.6,NBA Team Postseason Stats 2015-16
8,Boston Celtics,6,100.5,37.0,87.2,42.4,9.8,32.0,30.7,16.7,21.3,78.1,8.5,39.0,47.5,22.7,8.0,8.7,14.8,20.0,NBA Team Postseason Stats 2015-16
9,Atlanta Hawks,10,101.1,36.4,88.0,41.4,12.9,34.1,37.8,15.4,21.0,73.3,11.8,34.1,45.9,22.9,7.0,5.5,14.1,20.9,NBA Team Postseason Stats 2015-16
10,Oklahoma City Thunder,18,101.1,37.9,85.1,44.6,9.0,24.3,37.1,16.2,22.2,73.0,9.3,29.8,39.1,21.3,8.2,4.0,12.4,21.2,NBA Team Postseason Stats 2015-16
11,Memphis Grizzlies,4,103.0,37.0,76.3,48.5,10.3,21.8,47.1,18.8,22.8,82.4,8.0,34.0,42.0,21.5,9.8,9.3,13.8,17.5,NBA Team Postseason Stats 2015-16
12,Golden State Warriors,24,103.3,37.3,86.9,42.9,9.2,27.0,33.9,19.7,27.0,72.8,12.5,33.4,45.8,19.7,8.5,5.2,14.8,22.1,NBA Team Postseason Stats 2015-16
13,Detroit Pistons,4,103.5,38.5,83.5,46.1,14.3,34.5,41.3,12.3,16.8,73.1,10.0,31.0,41.0,22.0,5.8,2.5,8.5,20.3,NBA Team Postseason Stats 2015-16
14,Portland Trail Blazers,11,107.5,39.7,87.2,45.6,8.9,24.8,35.9,19.2,27.2,70.6,11.3,35.5,46.8,21.5,7.7,5.9,11.1,21.8,NBA Team Postseason Stats 2015-16
15,Houston Rockets,5,110.0,40.8,84.4,48.3,11.6,28.8,40.3,16.8,25.2,66.7,9.8,33.8,43.6,28.8,9.2,5.4,14.2,22.2,NBA Team Postseason Stats 2015-16
16,Dallas Mavericks,5,112.0,39.4,82.8,47.6,10.2,28.0,36.4,23.0,29.4,78.2,13.6,33.6,47.2,21.4,7.6,4.6,13.0,22.4,NBA Team Postseason Stats 2015-16
