Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Washington Wizards,11,89.5,32.9,76.5,43.0,6.3,17.0,36.9,17.4,23.5,73.7,8.5,30.3,38.7,19.2,6.2,4.3,12.6,21.2,NBA Team Postseason Stats 2013-14
2,Indiana Pacers,19,92.6,33.5,76.9,43.5,8.8,25.1,35.3,16.8,21.7,77.4,9.3,30.6,39.9,18.5,6.8,4.3,13.6,21.6,NBA Team Postseason Stats 2013-14
3,Atlanta Hawks,7,93.4,34.4,76.6,45.0,7.7,21.3,36.2,16.9,22.7,74.2,9.4,35.6,45.0,20.4,8.0,6.3,14.9,22.6,NBA Team Postseason Stats 2013-14
4,Chicago Bulls,5,94.6,35.2,80.0,44.0,6.2,16.2,38.3,18.0,25.6,70.3,11.4,31.6,43.0,20.4,8.2,6.6,10.4,22.2,NBA Team Postseason Stats 2013-14
5,Miami Heat,20,95.5,35.2,73.5,47.8,9.0,22.3,40.4,16.2,22.4,72.5,9.2,28.8,38.0,20.1,5.8,2.8,13.8,19.6,NBA Team Postseason Stats 2013-14
6,Brooklyn Nets,12,96.8,33.6,72.4,46.4,7.5,22.6,33.2,22.2,26.7,83.1,8.3,29.9,38.3,17.3,6.2,4.0,12.9,22.6,NBA Team Postseason Stats 2013-14
7,San Antonio Spurs,23,97.0,36.6,82.2,44.5,7.7,22.0,35.0,16.2,21.1,76.9,9.6,30.6,40.2,17.7,6.6,3.7,14.2,21.6,NBA Team Postseason Stats 2013-14
8,Toronto Raptors,7,97.7,34.6,75.0,46.1,6.7,22.1,30.3,21.9,29.4,74.3,9.4,27.7,37.1,18.3,8.4,3.6,11.7,24.1,NBA Team Postseason Stats 2013-14
9,Charlotte Bobcats,4,101.8,36.3,76.0,47.7,9.5,22.0,43.2,19.8,26.0,76.0,5.3,31.5,36.8,21.0,7.3,4.5,10.5,19.8,NBA Team Postseason Stats 2013-14
10,Memphis Grizzlies,7,102.1,36.1,83.1,43.5,8.0,24.7,32.4,21.9,25.9,84.5,13.4,34.7,48.1,18.6,6.0,7.6,15.6,23.0,NBA Team Postseason Stats 2013-14
11,Dallas Mavericks,7,103.1,38.6,77.6,49.7,7.0,18.3,38.3,19.0,25.4,74.7,8.9,32.7,41.6,19.9,7.1,3.6,13.7,19.6,NBA Team Postseason Stats 2013-14
12,Oklahoma City Thunder,19,103.5,38.7,87.6,44.2,7.6,21.7,35.0,18.6,24.7,75.1,11.8,30.1,41.9,22.8,8.5,3.1,11.5,22.2,NBA Team Postseason Stats 2013-14
13,LA Clippers,13,106.8,38.0,81.3,46.7,8.7,24.5,35.5,22.1,28.5,77.4,11.9,32.1,44.0,22.5,6.4,4.8,16.4,24.1,NBA Team Postseason Stats 2013-14
14,Portland Trail Blazers,11,110.5,41.9,90.3,46.4,7.9,22.7,34.8,18.8,25.3,74.5,13.5,33.3,46.8,19.8,7.8,4.3,11.8,23.3,NBA Team Postseason Stats 2013-14
15,Golden State Warriors,7,110.9,38.7,82.3,47.0,9.6,26.3,36.4,23.9,32.0,74.6,11.4,29.6,41.0,23.7,10.1,5.1,14.3,23.0,NBA Team Postseason Stats 2013-14
16,Houston Rockets,6,111.7,39.8,87.8,45.4,9.3,25.7,36.4,22.7,28.2,80.5,12.2,30.5,42.7,18.5,7.3,9.2,11.8,24.8,NBA Team Postseason Stats 2013-14
