Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Indiana Pacers,4,99.3,35.5,80.0,44.4,11.8,29.5,39.8,16.5,21.8,75.9,7.5,40.3,47.8,20.3,5.5,3.0,16.0,19.5,NBA Team Postseason Stats 2018-19
2,Toronto Raptors,24,101.1,35.3,83.2,42.4,11.1,33.8,32.9,19.4,25.0,77.5,9.8,35.5,45.3,23.6,6.5,5.0,15.4,21.8,NBA Team Postseason Stats 2018-19
3,Boston Celtics,9,103.6,36.9,87.6,42.1,12.3,36.2,34.0,17.4,24.4,71.4,8.8,37.4,46.2,22.1,7.2,4.3,12.2,21.0,NBA Team Postseason Stats 2018-19
4,Milwaukee Bucks,15,104.0,36.5,90.0,40.6,12.3,36.1,34.1,18.6,23.2,80.2,8.5,36.5,45.1,22.6,7.0,4.7,12.1,23.3,NBA Team Postseason Stats 2018-19
5,San Antonio Spurs,7,105.1,40.0,87.0,46.0,9.7,27.0,36.0,15.4,20.9,74.0,10.4,33.6,44.0,26.0,4.6,3.6,9.1,20.0,NBA Team Postseason Stats 2018-19
6,Houston Rockets,11,105.4,38.0,86.6,43.9,10.5,34.4,30.7,18.8,24.7,76.1,11.1,32.0,43.1,24.3,8.2,4.6,14.5,21.5,NBA Team Postseason Stats 2018-19
7,Philadelphia 76ers,12,105.7,37.1,86.4,42.9,10.3,33.2,30.9,21.3,26.3,81.0,9.5,30.6,40.1,19.4,7.9,3.4,12.7,22.1,NBA Team Postseason Stats 2018-19
8,Orlando Magic,5,106.4,40.4,84.4,47.9,12.0,32.6,36.8,13.6,16.0,85.0,7.0,37.6,44.6,26.2,8.4,4.2,12.2,23.0,NBA Team Postseason Stats 2018-19
9,Utah Jazz,5,107.0,36.6,84.2,43.5,15.4,42.2,36.5,18.4,24.4,75.4,8.6,35.6,44.2,18.4,9.2,7.0,15.2,21.4,NBA Team Postseason Stats 2018-19
10,Denver Nuggets,14,107.3,39.9,89.0,44.9,8.6,25.9,33.1,18.9,24.9,75.9,11.6,34.7,46.4,20.0,5.4,4.7,9.6,21.9,NBA Team Postseason Stats 2018-19
11,Golden State Warriors,22,110.8,38.4,86.1,44.6,13.1,36.3,36.1,21.0,25.9,81.0,10.1,30.8,41.0,22.5,7.8,3.9,14.7,22.3,NBA Team Postseason Stats 2018-19
12,Oklahoma City Thunder,5,111.0,39.8,89.0,44.7,12.8,31.6,40.5,18.6,23.6,78.8,10.6,34.8,45.4,17.4,8.0,5.8,14.4,23.4,NBA Team Postseason Stats 2018-19
13,Portland Trail Blazers,16,111.1,39.9,89.6,44.6,10.3,30.3,33.9,20.9,26.3,79.6,12.9,35.4,48.3,24.0,7.3,5.9,13.0,22.8,NBA Team Postseason Stats 2018-19
14,Detroit Pistons,4,121.8,44.0,86.3,51.0,12.5,33.8,37.0,21.3,28.0,75.9,9.8,43.5,53.3,28.5,5.8,8.8,14.5,20.0,NBA Team Postseason Stats 2018-19
15,Brooklyn Nets,5,122.4,46.0,93.2,49.4,9.0,26.8,33.6,21.4,27.8,77.0,13.8,39.2,53.0,27.0,7.8,6.0,16.4,24.2,NBA Team Postseason Stats 2018-19
16,LA Clippers,6,124.5,44.7,89.0,50.2,12.8,32.2,39.9,22.3,25.8,86.5,10.3,35.7,46.0,31.2,7.0,7.5,14.3,25.8,NBA Team Postseason Stats 2018-19
