Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Indiana Pacers,7,94.9,33.1,76.3,43.4,10.4,32.4,32.2,18.1,23.9,76.0,9.1,29.6,38.7,17.1,6.6,3.6,14.4,20.3,NBA Team Postseason Stats 2017-18
2,Golden State Warriors,21,100.4,37.0,87.4,42.3,10.2,32.5,31.3,16.2,21.0,77.1,10.3,32.7,43.0,20.4,7.5,3.6,13.6,19.4,NBA Team Postseason Stats 2017-18
3,Boston Celtics,19,100.7,37.5,81.4,46.1,9.2,27.5,33.5,16.4,22.4,73.4,8.5,34.5,42.9,21.1,5.9,5.6,13.5,21.4,NBA Team Postseason Stats 2017-18
4,Milwaukee Bucks,7,102.4,37.0,83.6,44.3,10.1,29.0,35.0,18.3,24.3,75.3,10.7,32.4,43.1,21.6,6.6,4.1,13.0,19.4,NBA Team Postseason Stats 2017-18
5,Cleveland Cavaliers,22,102.9,38.3,82.0,46.7,10.2,29.5,34.7,16.0,20.6,77.5,8.2,31.9,40.0,22.4,6.5,4.4,11.8,21.9,NBA Team Postseason Stats 2017-18
6,Houston Rockets,17,103.1,38.5,82.6,46.5,10.6,27.9,38.2,15.5,20.7,75.0,8.5,35.1,43.6,21.4,6.8,4.4,14.0,19.5,NBA Team Postseason Stats 2017-18
7,Utah Jazz,11,104.5,37.9,86.6,43.8,11.7,32.3,36.3,17.0,21.1,80.6,8.5,35.7,44.2,18.2,9.4,5.5,12.6,20.9,NBA Team Postseason Stats 2017-18
8,Philadelphia 76ers,10,104.9,37.1,83.2,44.6,11.4,29.9,38.1,19.3,26.7,72.3,8.6,32.6,41.2,22.2,8.0,5.9,13.8,25.5,NBA Team Postseason Stats 2017-18
9,Oklahoma City Thunder,6,105.5,38.2,84.2,45.3,11.3,31.5,36.0,17.8,26.0,68.6,11.3,35.5,46.8,20.0,8.7,5.5,15.2,20.7,NBA Team Postseason Stats 2017-18
10,San Antonio Spurs,5,105.6,39.6,82.8,47.8,9.4,28.0,33.6,17.0,20.4,83.3,10.4,37.0,47.4,26.8,6.0,5.0,13.6,19.8,NBA Team Postseason Stats 2017-18
11,Washington Wizards,6,109.2,39.2,82.8,47.3,11.0,26.8,41.0,19.8,24.8,79.9,8.8,31.7,40.5,22.2,7.5,6.2,14.2,21.3,NBA Team Postseason Stats 2017-18
12,Minnesota Timberwolves,5,110.4,39.2,88.0,44.5,15.0,43.4,34.6,17.0,22.8,74.6,9.0,34.2,43.2,20.8,6.8,6.2,8.4,17.6,NBA Team Postseason Stats 2017-18
13,New Orleans Pelicans,9,110.8,42.3,92.4,45.8,10.4,31.9,32.8,15.7,19.8,79.2,10.1,36.7,46.8,25.6,9.2,4.9,13.8,19.0,NBA Team Postseason Stats 2017-18
14,Toronto Raptors,10,111.7,41.8,86.0,48.6,9.4,24.3,38.7,18.7,22.9,81.7,8.1,31.1,39.2,23.7,7.3,4.8,11.3,20.3,NBA Team Postseason Stats 2017-18
15,Miami Heat,5,114.2,39.2,87.4,44.9,11.4,31.4,36.3,24.4,31.8,76.7,13.2,36.8,50.0,26.6,9.0,4.2,16.0,24.0,NBA Team Postseason Stats 2017-18
16,Portland Trail Blazers,4,114.5,43.8,83.8,52.2,10.0,25.0,40.0,17.0,21.8,78.2,7.5,35.8,43.3,26.5,8.3,6.5,14.0,19.5,NBA Team Postseason Stats 2017-18
