Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Chicago Bulls,66,88.2,34.6,82.1,42.1,4.6,14.2,32.5,14.3,19.4,74.0,11.4,28.6,40.0,18.9,7.4,5.2,13.3,17.7,NBA Team Regular Season Stats 2011-12
2,Boston Celtics,66,89.3,33.4,79.7,41.9,5.2,16.9,30.8,17.2,22.7,76.0,11.8,31.4,43.2,18.7,7.8,4.6,15.7,18.4,NBA Team Regular Season Stats 2011-12
3,Philadelphia 76ers,66,89.4,34.3,80.3,42.7,5.4,16.2,33.4,15.4,20.5,75.2,10.7,33.0,43.7,19.6,5.9,4.8,13.9,16.2,NBA Team Regular Season Stats 2011-12
4,Miami Heat,66,92.5,34.6,79.8,43.4,7.3,20.0,36.3,16.0,22.1,72.5,11.0,28.7,39.8,19.7,8.3,4.2,16.8,20.5,NBA Team Regular Season Stats 2011-12
5,Memphis Grizzlies,66,93.0,34.5,77.8,44.4,6.3,18.3,34.5,17.6,23.1,76.4,11.0,29.6,40.7,19.3,7.8,5.5,17.1,19.3,NBA Team Regular Season Stats 2011-12
6,Atlanta Hawks,66,93.2,36.1,81.3,44.4,5.9,17.2,34.4,15.1,20.1,75.3,10.8,31.5,42.3,20.5,7.5,4.7,15.1,19.1,NBA Team Regular Season Stats 2011-12
7,Orlando Magic,66,93.4,35.9,80.1,44.9,6.3,18.1,34.7,15.2,19.7,77.2,10.1,31.2,41.3,20.5,7.5,4.1,13.1,19.8,NBA Team Regular Season Stats 2011-12
8,New Orleans Hornets,66,93.4,34.9,78.6,44.4,6.4,20.3,31.7,17.1,22.5,75.9,11.1,28.9,40.0,20.9,7.9,5.8,13.9,18.7,NBA Team Regular Season Stats 2011-12
9,Toronto Raptors,66,94.0,33.8,77.7,43.5,6.1,18.5,32.8,20.2,27.2,74.4,10.3,30.3,40.5,20.1,7.2,4.9,13.2,18.4,NBA Team Regular Season Stats 2011-12
10,Indiana Pacers,66,94.4,34.9,80.4,43.5,6.7,19.1,35.1,17.9,24.5,72.9,12.0,30.3,42.3,19.6,6.6,6.0,14.9,21.6,NBA Team Regular Season Stats 2011-12
11,New York Knicks,66,94.7,35.1,79.4,44.2,6.7,18.8,35.9,17.7,24.1,73.6,10.9,31.0,41.8,18.9,8.1,5.1,17.0,21.8,NBA Team Regular Season Stats 2011-12
12,Dallas Mavericks,66,94.8,35.6,81.7,43.5,7.2,20.7,34.6,16.5,22.1,75.0,11.0,32.9,43.9,20.5,8.5,4.0,14.7,18.4,NBA Team Regular Season Stats 2011-12
13,LA Clippers,66,95.0,34.5,77.2,44.7,7.0,19.1,36.5,19.0,25.4,74.6,10.8,29.0,39.8,20.7,6.0,4.5,14.6,21.2,NBA Team Regular Season Stats 2011-12
14,Detroit Pistons,66,95.7,36.0,78.0,46.2,6.0,16.9,35.5,17.6,23.0,76.5,10.7,30.1,40.7,22.5,8.5,5.3,14.5,19.4,NBA Team Regular Season Stats 2011-12
15,Los Angeles Lakers,66,95.9,37.8,86.4,43.7,6.7,19.3,34.8,13.7,18.4,74.2,11.5,29.5,41.0,21.9,8.4,4.6,11.3,20.2,NBA Team Regular Season Stats 2011-12
16,San Antonio Spurs,66,96.5,38.1,84.2,45.2,6.2,17.7,35.3,14.1,18.7,75.6,10.3,30.9,41.2,19.6,7.4,5.0,13.7,18.8,NBA Team Regular Season Stats 2011-12
