Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Miami Heat,7,87.3,31.0,73.4,42.2,6.1,18.0,34.1,19.1,25.6,74.9,11.0,26.3,37.3,16.9,6.9,3.6,12.1,21.3,NBA Team Postseason Stats 2008-09
2,Cleveland Cavaliers,14,89.1,32.4,74.9,43.3,7.0,19.1,36.6,17.2,22.9,75.3,8.4,26.4,34.7,17.9,6.2,3.3,12.1,22.6,NBA Team Postseason Stats 2008-09
3,Atlanta Hawks,11,91.1,32.6,70.5,46.3,7.3,19.9,36.5,18.5,24.3,76.4,10.5,30.4,40.8,16.1,6.5,5.5,13.6,21.1,NBA Team Postseason Stats 2008-09
4,Portland Trail Blazers,6,92.5,34.8,73.7,47.3,6.5,17.5,37.1,16.3,21.7,75.4,8.3,31.7,40.0,17.3,5.7,3.3,12.2,20.0,NBA Team Postseason Stats 2008-09
5,Houston Rockets,13,92.9,35.3,78.5,45.0,5.8,16.1,36.4,16.5,22.2,74.3,11.0,29.5,40.5,15.9,7.8,7.1,11.6,21.4,NBA Team Postseason Stats 2008-09
6,Detroit Pistons,4,93.5,32.0,69.5,46.0,5.3,17.0,30.9,24.3,31.0,78.2,9.5,30.5,40.0,21.0,6.3,4.5,11.0,15.8,NBA Team Postseason Stats 2008-09
7,Orlando Magic,24,95.1,35.4,78.7,45.0,6.0,18.0,33.3,18.3,24.0,76.1,8.9,30.2,39.1,19.2,6.7,3.8,13.0,24.3,NBA Team Postseason Stats 2008-09
8,Los Angeles Lakers,23,95.2,33.7,78.6,42.9,6.6,20.8,31.7,21.2,28.3,74.7,11.0,29.9,40.9,19.8,7.7,4.3,14.5,23.1,NBA Team Postseason Stats 2008-09
9,Philadelphia 76ers,6,96.2,35.3,76.0,46.5,7.5,21.7,34.6,18.0,24.7,73.0,10.0,29.5,39.5,18.0,7.2,5.0,12.8,20.2,NBA Team Postseason Stats 2008-09
10,San Antonio Spurs,5,96.4,34.2,73.8,46.3,7.8,20.4,38.2,20.2,24.0,84.2,8.8,32.6,41.4,17.2,7.2,4.6,11.6,18.6,NBA Team Postseason Stats 2008-09
11,Denver Nuggets,16,99.3,33.9,75.7,44.8,6.8,19.9,34.0,24.7,31.4,78.7,10.0,29.8,39.8,19.2,6.3,4.4,15.6,25.5,NBA Team Postseason Stats 2008-09
12,Boston Celtics,14,102.1,36.4,81.7,44.6,7.6,21.2,36.0,21.6,28.1,76.9,9.2,32.4,41.6,19.7,6.7,6.5,14.4,22.7,NBA Team Postseason Stats 2008-09
13,Dallas Mavericks,10,102.5,37.4,77.6,48.2,6.7,19.0,35.3,21.0,28.5,73.7,9.2,28.1,37.3,19.8,7.6,4.1,11.1,23.7,NBA Team Postseason Stats 2008-09
14,Utah Jazz,5,106.6,38.6,78.2,49.4,8.2,18.4,44.6,21.2,29.0,73.1,10.6,30.2,40.8,22.4,8.4,5.6,15.6,24.4,NBA Team Postseason Stats 2008-09
15,New Orleans Hornets,5,108.4,38.2,76.6,49.9,9.8,20.2,48.5,22.2,29.2,76.0,10.0,31.8,41.8,25.0,9.4,5.2,12.6,24.8,NBA Team Postseason Stats 2008-09
16,Chicago Bulls,7,112.6,41.0,91.3,44.9,8.4,20.0,42.1,22.1,28.7,77.1,12.9,32.4,45.3,23.1,8.7,6.7,13.6,23.6,NBA Team Postseason Stats 2008-09
