Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Dallas Mavericks,82,7.7,2.8,3.5,1.5,1.9,3.2,4.0,0.1,-2.9,10.1,-1.6,-1.6,-3.3,0.6,1.4,1.5,-4.4,-0.1,NBA Team Regular Season Stats 2002-03
2,Sacramento Kings,82,6.5,3.0,-1.6,4.4,1.4,1.4,6.1,-1.0,-1.5,0.5,-2.9,1.6,-1.3,3.3,0.6,1.2,-0.8,0.3,NBA Team Regular Season Stats 2002-03
3,San Antonio Spurs,82,5.4,0.5,-4.9,3.4,1.1,2.7,1.4,3.1,5.5,-4.2,-1.0,2.8,1.7,0.9,-0.4,1.3,0.7,-2.9,NBA Team Regular Season Stats 2002-03
4,New Jersey Nets,82,5.2,1.8,1.5,1.4,-0.9,-1.7,-2.6,2.5,3.0,0.8,0.7,0.8,1.5,3.4,0.2,-0.5,-1.7,-1.3,NBA Team Regular Season Stats 2002-03
5,Detroit Pistons,82,3.6,-0.5,0.0,-0.7,2.9,7.9,1.3,1.7,1.5,2.5,0.2,-1.0,-0.7,1.4,-0.1,1.3,-0.5,-1.9,NBA Team Regular Season Stats 2002-03
6,Indiana Pacers,82,3.4,0.6,-1.0,1.3,-0.3,-0.9,-0.1,2.5,3.4,0.0,0.0,2.0,1.9,2.6,0.9,-0.8,-0.5,-1.3,NBA Team Regular Season Stats 2002-03
7,Portland Trail Blazers,82,2.6,0.5,-0.5,1.0,-0.7,-1.6,-1.1,2.2,3.5,-1.8,0.9,1.0,2.0,0.0,0.5,-0.9,-0.2,-0.4,NBA Team Regular Season Stats 2002-03
8,Utah Jazz,82,2.3,1.7,-1.9,3.4,-2.5,-7.4,0.0,1.5,2.5,-1.4,0.1,3.1,3.3,6.1,-0.1,0.4,0.8,-1.3,NBA Team Regular Season Stats 2002-03
9,Los Angeles Lakers,82,2.3,1.4,1.5,0.8,0.2,1.7,-2.4,-0.7,0.0,-2.6,1.4,0.7,2.1,1.9,0.0,1.9,0.0,-0.5,NBA Team Regular Season Stats 2002-03
10,Philadelphia 76ers,82,2.3,1.2,3.3,-0.3,-2.5,-5.9,-4.3,2.4,2.6,1.4,1.6,0.1,1.8,-0.4,2.5,-2.8,-2.3,-0.9,NBA Team Regular Season Stats 2002-03
11,New Orleans Hornets,82,2.1,0.6,2.1,-0.3,0.8,0.9,3.8,0.0,-0.1,0.2,2.2,1.3,3.5,2.1,0.1,-0.4,0.1,0.1,NBA Team Regular Season Stats 2002-03
12,Minnesota Timberwolves,82,2.0,2.0,-0.7,2.8,-2.1,-6.8,2.1,0.1,-0.3,1.7,-0.1,2.0,1.8,2.4,-0.2,0.3,0.0,0.2,NBA Team Regular Season Stats 2002-03
13,Houston Rockets,82,1.4,-0.6,-2.6,0.6,0.6,1.8,0.0,2.0,2.9,-0.7,0.5,2.5,3.1,-2.1,-0.8,1.3,2.3,-2.3,NBA Team Regular Season Stats 2002-03
14,Phoenix Suns,82,1.1,1.1,1.4,0.5,-0.5,-2.5,2.2,-0.5,0.0,-2.3,0.2,-0.5,-0.3,-1.2,0.3,-0.5,-1.2,0.4,NBA Team Regular Season Stats 2002-03
15,Milwaukee Bucks,82,0.2,0.0,0.3,-0.1,1.2,3.0,0.8,-1.1,-2.4,3.1,-1.7,-2.1,-3.8,-0.8,0.9,0.1,-1.6,1.6,NBA Team Regular Season Stats 2002-03
16,Orlando Magic,82,0.1,-0.7,1.9,-1.9,1.9,4.6,2.2,-0.3,-0.8,1.0,-0.1,-2.4,-2.6,-1.9,0.6,-1.3,-2.0,0.7,NBA Team Regular Season Stats 2002-03
17,Seattle SuperSonics,82,-0.1,0.1,2.1,-0.9,-0.1,-0.9,0.8,-0.3,-0.5,0.2,0.3,-0.9,-0.6,0.8,2.1,-1.3,-1.5,0.5,NBA Team Regular Season Stats 2002-03
18,Boston Celtics,82,-0.3,-1.2,0.7,-1.9,3.1,9.2,0.2,-0.9,-1.0,-0.6,-1.0,-3.4,-4.4,-3.0,1.2,-0.7,-2.0,-0.4,NBA Team Regular Season Stats 2002-03
19,Washington Wizards,82,-1.0,-0.7,-1.3,-0.1,-2.3,-5.2,-4.9,2.8,3.4,0.7,-0.3,-0.6,-1.0,-2.0,0.1,0.3,-0.9,-1.9,NBA Team Regular Season Stats 2002-03
20,Golden State Warriors,82,-1.1,-2.1,-2.8,-1.0,-0.1,0.7,-2.8,3.3,3.6,2.2,0.9,1.9,2.9,-2.7,-1.4,0.1,2.1,-1.8,NBA Team Regular Season Stats 2002-03
21,New York Knicks,82,-1.3,0.0,3.0,-1.5,3.0,6.4,4.3,-4.5,-6.9,4.3,-1.1,-2.8,-4.0,0.8,-0.5,-0.6,-0.3,3.1,NBA Team Regular Season Stats 2002-03
22,Memphis Grizzlies,82,-3.2,-2.1,-3.2,-0.7,0.4,1.1,0.2,0.5,1.4,-2.0,-2.2,-1.0,-3.3,-1.2,-0.7,0.8,0.5,-1.2,NBA Team Regular Season Stats 2002-03
23,Atlanta Hawks,82,-3.5,-1.9,-5.7,0.7,-0.5,-1.2,-0.6,0.7,0.0,3.2,-1.6,1.6,0.0,-1.1,-1.5,0.7,3.6,1.4,NBA Team Regular Season Stats 2002-03
24,LA Clippers,82,-4.1,-2.4,-3.6,-1.0,-0.7,-0.8,-3.3,1.5,2.8,-2.4,-0.4,0.0,-0.4,-2.8,-0.9,0.5,1.6,-0.7,NBA Team Regular Season Stats 2002-03
25,Miami Heat,82,-5.0,-0.3,3.7,-2.4,-0.7,-0.5,-3.6,-3.7,-5.3,1.4,0.9,-1.5,-0.5,0.2,-0.4,-1.3,0.0,2.2,NBA Team Regular Season Stats 2002-03
