Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Golden State Warriors,82,11.6,4.2,-2.0,5.9,2.9,3.4,5.9,0.0,-0.6,2.6,-2.3,3.2,0.9,7.6,0.9,2.9,-0.3,0.0,NBA Team Regular Season Stats 2016-17
2,San Antonio Spurs,82,7.1,2.3,0.2,2.6,1.0,-0.1,4.6,1.5,1.2,2.6,0.2,2.1,2.4,2.4,0.5,1.8,-0.9,-1.5,NBA Team Regular Season Stats 2016-17
3,Houston Rockets,82,5.7,-0.8,-1.6,-0.1,4.4,11.1,1.3,3.0,4.3,-1.2,0.1,0.1,0.3,1.1,-0.3,-0.6,0.1,-0.4,NBA Team Regular Season Stats 2016-17
4,LA Clippers,82,4.2,0.9,-2.1,2.3,1.0,1.1,2.5,1.2,2.5,-2.6,-1.2,1.0,-0.1,-0.5,0.4,1.0,-0.1,-2.5,NBA Team Regular Season Stats 2016-17
5,Toronto Raptors,82,4.2,1.9,1.4,1.5,-0.8,-2.9,0.8,1.1,0.9,1.6,0.4,0.6,1.1,-3.2,1.5,0.0,-2.1,0.5,NBA Team Regular Season Stats 2016-17
6,Utah Jazz,82,3.9,0.6,-2.5,2.2,1.4,3.0,1.3,1.1,2.1,-2.1,0.3,2.6,3.0,2.2,-0.5,1.1,1.4,-1.3,NBA Team Regular Season Stats 2016-17
7,Cleveland Cavaliers,82,3.1,-0.7,-3.9,1.2,2.6,5.1,2.2,1.9,3.2,-2.5,-1.6,1.1,-0.4,-2.0,-0.7,-0.2,1.1,-2.4,NBA Team Regular Season Stats 2016-17
8,Boston Celtics,82,2.6,0.0,-0.6,0.3,3.0,6.4,2.7,-0.4,-1.6,3.8,-1.6,-0.8,-2.5,2.6,0.0,-1.0,-0.7,0.2,NBA Team Regular Season Stats 2016-17
9,Washington Wizards,82,1.8,1.6,1.9,0.8,-0.6,-2.3,0.8,-0.8,-2.0,3.2,-0.3,0.1,-0.1,1.0,1.0,-0.4,-1.3,1.5,NBA Team Regular Season Stats 2016-17
10,Miami Heat,82,1.0,1.1,1.6,0.4,2.0,4.2,2.2,-3.2,-2.0,-7.6,0.4,-0.3,0.0,1.5,0.3,0.8,-0.4,1.8,NBA Team Regular Season Stats 2016-17
11,Oklahoma City Thunder,82,0.7,0.2,2.0,-0.7,-0.3,0.9,-2.8,0.6,1.4,-1.8,3.0,2.9,5.9,-0.4,-0.6,-0.5,1.4,0.2,NBA Team Regular Season Stats 2016-17
12,Denver Nuggets,82,0.5,-0.9,-0.6,-0.7,0.7,2.5,-0.7,1.6,2.3,-0.8,2.3,3.1,5.5,1.2,-1.3,-0.9,2.9,-1.0,NBA Team Regular Season Stats 2016-17
13,Memphis Grizzlies,82,0.4,1.4,4.7,-0.7,-0.5,-1.5,0.0,-1.8,-3.4,3.1,1.5,-0.8,0.6,1.2,0.9,-0.8,-1.2,1.6,NBA Team Regular Season Stats 2016-17
14,Chicago Bulls,82,0.4,-0.8,0.5,-1.2,-1.3,-3.5,-0.4,3.3,3.5,2.7,1.9,1.2,3.1,-1.0,0.5,0.1,0.0,-1.0,NBA Team Regular Season Stats 2016-17
15,Charlotte Hornets,82,0.1,-1.7,-1.1,-1.4,-1.5,-2.8,-1.7,5.2,5.5,3.8,-0.1,-0.6,-0.8,-1.4,0.3,-0.7,-1.4,-3.3,NBA Team Regular Season Stats 2016-17
16,Milwaukee Bucks,82,-0.1,0.8,-1.0,1.5,-1.1,-4.4,1.6,-0.6,-0.7,-0.2,-1.5,-0.5,-2.0,0.1,0.6,0.7,-0.5,0.9,NBA Team Regular Season Stats 2016-17
17,Indiana Pacers,82,-0.2,1.2,0.2,1.3,-1.7,-6.1,2.0,-1.0,-1.9,2.1,-1.6,-0.5,-2.2,0.1,0.0,0.0,-1.0,0.0,NBA Team Regular Season Stats 2016-17
18,Portland Trail Blazers,82,-0.5,0.3,-0.1,0.4,1.0,2.6,0.4,-2.3,-2.8,-0.5,0.0,-0.3,-0.3,0.5,-0.7,-0.2,0.7,1.3,NBA Team Regular Season Stats 2016-17
