Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,San Antonio Spurs,82,8.4,1.6,-1.6,3.1,2.7,5.6,4.6,2.2,2.7,1.0,-0.8,2.4,1.5,4.8,0.0,0.9,-0.4,-1.8,NBA Team Regular Season Stats 2006-07
2,Phoenix Suns,82,7.3,1.8,-2.8,3.7,3.4,7.0,3.6,0.2,-0.9,4.0,-3.3,0.9,-2.3,7.0,-0.1,1.0,-0.6,-1.2,NBA Team Regular Season Stats 2006-07
3,Dallas Mavericks,82,7.2,2.6,2.4,2.0,1.9,4.0,3.1,0.0,-2.0,5.8,0.9,2.7,3.7,1.9,0.0,1.1,-0.6,0.3,NBA Team Regular Season Stats 2006-07
4,Chicago Bulls,82,5.0,3.0,3.0,2.1,0.0,-1.8,3.9,-1.1,-1.6,0.3,1.0,1.7,2.7,1.9,0.3,0.1,-1.4,0.0,NBA Team Regular Season Stats 2006-07
5,Houston Rockets,82,4.8,1.3,0.3,1.5,2.8,6.6,2.1,-0.7,-1.1,0.4,0.9,1.5,2.5,1.4,0.1,-0.1,0.0,0.9,NBA Team Regular Season Stats 2006-07
6,Detroit Pistons,82,4.1,1.5,1.7,0.8,0.4,1.2,0.4,0.6,-0.2,3.4,-0.3,-0.3,-0.6,1.4,0.7,2.2,-2.4,0.0,NBA Team Regular Season Stats 2006-07
7,Cleveland Cavaliers,82,3.8,1.7,3.9,0.0,1.0,2.1,2.2,-0.6,0.4,-3.8,2.8,0.8,3.6,0.7,1.0,0.0,-0.9,-0.2,NBA Team Regular Season Stats 2006-07
8,Utah Jazz,82,2.8,3.0,3.4,1.8,-1.8,-4.4,-2.0,-1.3,-0.8,-2.3,2.6,2.8,5.4,5.7,-0.5,-1.2,0.5,0.6,NBA Team Regular Season Stats 2006-07
9,Denver Nuggets,82,1.6,-1.1,-3.4,0.5,-0.8,-1.5,-1.6,4.7,6.1,0.6,0.0,1.1,1.1,-1.0,0.0,0.1,0.1,-2.3,NBA Team Regular Season Stats 2006-07
10,Toronto Raptors,82,0.9,-0.2,-0.5,0.0,0.0,-0.3,0.5,1.4,0.8,3.4,-1.1,-1.9,-3.0,0.9,1.1,0.0,-1.6,-1.3,NBA Team Regular Season Stats 2006-07
