Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Chicago Bulls,66,8.1,2.7,0.6,3.0,1.7,2.6,5.0,0.9,1.7,-1.7,2.5,4.1,6.6,4.2,-0.5,0.6,0.7,-0.4,NBA Team Regular Season Stats 2011-12
2,San Antonio Spurs,66,7.1,1.5,-1.4,2.6,2.1,3.6,3.9,2.0,2.9,-0.8,0.0,1.7,1.7,3.5,0.0,-0.5,-0.1,-1.5,NBA Team Regular Season Stats 2011-12
3,Oklahoma City Thunder,66,6.1,0.8,-6.0,4.3,0.7,1.3,1.6,3.6,3.4,3.7,-1.6,4.0,2.4,-1.3,-0.6,3.3,2.1,0.4,NBA Team Regular Season Stats 2011-12
4,Miami Heat,66,5.9,2.4,-0.8,3.5,-1.6,-4.3,-0.4,2.7,2.1,4.9,-0.6,2.4,1.8,0.3,0.5,1.1,-1.5,-1.1,NBA Team Regular Season Stats 2011-12
5,Philadelphia 76ers,66,4.2,3.1,3.2,2.1,-0.1,-1.6,2.8,-1.9,-2.3,-1.0,0.0,-0.5,-0.5,2.4,2.0,0.3,-2.7,1.3,NBA Team Regular Season Stats 2011-12
6,Atlanta Hawks,66,3.4,0.7,-0.2,1.0,1.5,2.9,2.6,0.4,0.9,-1.2,-0.9,-0.1,-1.1,1.9,0.6,-0.1,-1.1,-1.2,NBA Team Regular Season Stats 2011-12
7,Indiana Pacers,66,3.3,0.7,1.0,0.3,-0.7,-2.9,1.7,2.5,1.6,5.3,0.4,1.0,1.5,-0.9,1.3,-0.6,-0.9,0.0,NBA Team Regular Season Stats 2011-12
8,New York Knicks,66,3.1,0.7,1.4,0.1,1.1,4.5,-2.2,0.6,0.6,0.4,0.3,-0.5,-0.1,1.2,1.3,-0.8,-1.0,-0.6,NBA Team Regular Season Stats 2011-12
9,Denver Nuggets,66,2.8,0.4,-2.5,1.9,-2.0,-2.6,-5.1,4.0,6.1,-2.4,0.1,2.6,2.8,0.8,0.2,-1.6,-0.1,-2.3,NBA Team Regular Season Stats 2011-12
10,LA Clippers,66,2.5,2.4,4.0,0.7,0.8,2.7,-0.8,-3.1,-2.1,-6.5,1.3,0.4,1.7,0.2,2.4,0.2,-1.3,0.0,NBA Team Regular Season Stats 2011-12
11,Boston Celtics,66,2.5,2.0,-2.6,4.0,0.2,-1.9,5.9,-1.8,-2.8,1.7,-4.1,-0.2,-4.4,4.9,-0.2,0.8,-0.8,1.4,NBA Team Regular Season Stats 2011-12
12,Memphis Grizzlies,66,2.0,2.2,4.3,0.3,-2.1,-5.4,-1.8,-0.3,-0.2,-0.4,1.5,-0.1,1.3,0.2,1.7,-0.2,-2.6,0.6,NBA Team Regular Season Stats 2011-12
13,Los Angeles Lakers,66,1.4,-0.9,-5.8,1.9,-1.2,-2.4,-2.2,4.5,5.6,1.4,0.6,4.6,5.2,0.5,-2.5,0.7,3.8,-3.3,NBA Team Regular Season Stats 2011-12
14,Dallas Mavericks,66,0.9,0.7,0.3,0.7,0.3,1.4,-0.6,-0.9,-1.8,2.1,-0.9,-0.2,-1.1,0.4,0.0,1.0,-0.6,0.1,NBA Team Regular Season Stats 2011-12
15,Orlando Magic,66,0.7,-1.4,-1.8,-0.7,3.8,8.9,2.8,-0.1,3.1,-11.2,1.1,0.0,1.1,-0.4,-0.6,0.0,1.7,-2.1,NBA Team Regular Season Stats 2011-12
16,Utah Jazz,66,0.6,1.8,3.3,0.3,-2.3,-6.2,-1.6,-0.6,-0.8,0.0,2.0,1.0,3.0,1.2,0.7,0.1,-0.4,1.1,NBA Team Regular Season Stats 2011-12
17,Milwaukee Bucks,66,0.2,0.8,3.0,-0.6,0.0,0.2,-0.6,-1.3,-1.8,0.4,0.1,-2.3,-2.2,1.7,0.7,0.5,-1.8,0.0,NBA Team Regular Season Stats 2011-12
18,Houston Rockets,66,0.2,0.2,1.7,-0.6,1.6,2.9,3.4,-1.8,-2.8,1.6,0.6,-0.2,0.4,1.2,0.0,-0.3,-0.2,2.0,NBA Team Regular Season Stats 2011-12
19,Phoenix Suns,66,-0.2,-0.1,-0.9,0.3,0.6,2.4,-0.9,-0.6,-0.7,-0.4,-1.2,-0.4,-1.7,1.0,-1.4,1.1,0.0,-0.9,NBA Team Regular Season Stats 2011-12
20,Portland Trail Blazers,66,-0.6,-1.1,1.0,-1.9,0.5,2.5,-1.7,1.0,0.0,4.8,0.0,-1.7,-1.6,-0.6,0.4,0.1,-0.7,-0.8,NBA Team Regular Season Stats 2011-12
21,Minnesota Timberwolves,66,-2.1,-3.2,-3.3,-2.1,1.0,3.4,-0.7,3.3,3.9,1.5,0.3,-0.1,0.2,-2.0,-1.7,-1.2,1.9,-3.3,NBA Team Regular Season Stats 2011-12
22,Toronto Raptors,66,-3.3,0.5,0.3,0.4,-0.5,-2.2,1.1,-3.7,-5.8,2.5,0.3,1.1,1.4,0.8,-0.7,0.0,1.9,4.8,NBA Team Regular Season Stats 2011-12
23,Golden State Warriors,66,-3.4,0.4,0.1,0.4,0.8,1.0,2.2,-5.1,-7.4,2.3,-3.4,-3.1,-6.6,-0.8,0.4,0.5,-0.9,4.7,NBA Team Regular Season Stats 2011-12
24,New Orleans Hornets,66,-3.7,0.0,-1.2,0.6,-2.5,-8.5,1.6,-1.0,-1.3,-0.2,-0.1,1.2,1.1,-0.1,-0.5,-0.9,1.6,1.3,NBA Team Regular Season Stats 2011-12
25,Detroit Pistons,66,-4.7,-1.3,1.2,-2.4,-1.1,-3.0,-0.8,-0.9,-0.8,-1.3,1.0,-1.5,-0.4,-3.8,-1.5,-1.0,1.1,0.1,NBA Team Regular Season Stats 2011-12
26,Washington Wizards,66,-4.8,-0.1,1.8,-1.1,-1.2,-2.1,-3.0,-3.3,-3.5,-3.1,-0.5,-1.3,-1.8,-2.3,0.1,1.7,0.0,2.6,NBA Team Regular Season Stats 2011-12
