Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,San Antonio Spurs,82,7.7,2.8,-1.6,4.2,2.0,3.1,4.4,0.0,-0.5,2.5,-1.2,2.2,1.0,4.8,-0.2,0.5,0.7,-1.0,NBA Team Regular Season Stats 2013-14
2,LA Clippers,82,6.9,1.7,-2.4,3.3,1.1,2.1,2.0,2.3,4.0,-2.4,-1.8,1.1,-0.7,1.3,1.6,1.3,-1.3,-1.8,NBA Team Regular Season Stats 2013-14
3,Oklahoma City Thunder,82,6.3,2.5,-0.7,3.4,-0.5,-1.5,0.2,1.7,-0.3,7.8,-0.1,3.9,3.8,0.1,0.1,2.5,0.3,2.2,NBA Team Regular Season Stats 2013-14
4,Golden State Warriors,82,4.8,2.6,1.0,2.5,2.4,4.6,3.6,-2.9,-3.5,-1.2,0.2,1.8,2.0,2.7,0.0,0.7,0.4,2.4,NBA Team Regular Season Stats 2013-14
5,Miami Heat,82,4.7,2.2,-2.4,4.3,-0.3,-1.0,0.1,0.6,0.6,0.9,-3.1,-0.2,-3.4,1.1,0.7,1.3,-1.3,-0.9,NBA Team Regular Season Stats 2013-14
6,Houston Rockets,82,4.5,-0.9,-7.5,2.9,1.3,3.5,0.4,5.1,8.5,-4.4,-0.6,4.3,3.6,-0.8,-1.0,0.0,2.0,-3.8,NBA Team Regular Season Stats 2013-14
7,Indiana Pacers,82,4.4,1.2,-2.5,2.8,0.1,-0.2,1.2,1.8,1.6,2.4,-0.2,3.7,3.5,1.5,-0.5,0.8,1.2,-1.4,NBA Team Regular Season Stats 2013-14
8,Portland Trail Blazers,82,3.9,-0.5,-0.8,-0.1,2.8,6.9,1.6,2.1,1.2,4.8,0.9,2.0,2.9,2.7,-2.2,1.0,1.7,-1.4,NBA Team Regular Season Stats 2013-14
9,Toronto Raptors,82,3.2,0.4,1.7,-0.4,1.7,4.1,1.1,0.6,-0.1,3.0,0.9,0.5,1.5,0.2,-0.2,-0.1,-0.8,0.8,NBA Team Regular Season Stats 2013-14
10,Minnesota Timberwolves,82,2.6,-1.6,1.5,-2.6,-0.7,-0.7,-2.2,6.6,8.0,2.1,1.4,-0.8,0.5,1.0,0.9,-1.9,-2.5,-5.2,NBA Team Regular Season Stats 2013-14
11,Phoenix Suns,82,2.6,0.6,0.0,0.7,2.5,5.1,3.1,-1.2,-1.3,-0.7,0.0,0.1,0.2,-1.2,0.9,0.5,0.1,0.5,NBA Team Regular Season Stats 2013-14
