Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,San Antonio Spurs,82,7.8,2.5,1.1,2.6,2.2,6.2,-0.3,0.4,2.0,-4.3,1.1,1.0,2.1,4.7,0.2,1.4,-1.3,-2.1,NBA Team Regular Season Stats 2004-05
2,Phoenix Suns,82,7.1,0.2,-5.6,3.2,3.6,6.7,5.8,2.8,3.7,0.4,-3.2,1.2,-2.0,2.2,-0.6,1.3,0.0,-2.2,NBA Team Regular Season Stats 2004-05
3,Miami Heat,82,6.5,2.8,-4.1,5.9,0.4,-0.1,2.9,0.4,4.0,-8.7,-0.4,2.9,2.5,2.0,-1.0,2.5,0.5,-2.5,NBA Team Regular Season Stats 2004-05
4,Dallas Mavericks,82,5.7,1.4,-0.2,1.8,0.1,-1.1,3.3,2.7,2.3,3.4,-1.0,0.7,-0.2,-1.2,1.5,0.7,-2.1,-0.8,NBA Team Regular Season Stats 2004-05
5,Houston Rockets,82,4.0,1.5,0.0,1.9,1.2,2.1,2.5,-0.2,-1.5,3.8,-0.2,1.9,1.6,0.4,-0.5,0.5,0.5,0.4,NBA Team Regular Season Stats 2004-05
6,Detroit Pistons,82,3.8,0.7,-0.9,1.4,-0.5,-1.9,0.6,2.9,4.3,-1.2,1.5,2.2,3.8,2.0,-0.4,1.5,0.0,-2.5,NBA Team Regular Season Stats 2004-05
7,Seattle SuperSonics,82,2.2,-0.6,1.4,-1.5,2.3,6.1,0.8,1.1,0.0,4.0,1.3,1.6,3.0,-2.5,0.5,-0.6,0.3,0.0,NBA Team Regular Season Stats 2004-05
8,Memphis Grizzlies,82,2.2,1.4,0.6,1.4,1.2,3.3,0.6,-1.8,-1.8,-1.6,-1.2,-0.9,-2.2,1.0,1.0,0.0,-1.2,0.6,NBA Team Regular Season Stats 2004-05
9,Sacramento Kings,82,2.1,0.2,0.4,0.0,0.6,0.9,1.6,1.1,0.0,4.8,-0.9,-0.9,-1.9,2.9,0.6,-0.5,-1.5,-0.9,NBA Team Regular Season Stats 2004-05
10,Denver Nuggets,82,2.0,1.0,0.1,1.2,-1.7,-4.9,-0.4,1.6,1.5,1.7,0.0,0.3,0.2,2.1,1.3,0.3,-1.4,-1.0,NBA Team Regular Season Stats 2004-05
