Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Miami Heat,23,7.0,1.4,-1.6,2.9,1.3,1.2,4.7,2.8,4.4,-2.0,-0.4,1.5,1.0,1.6,0.4,1.1,-1.3,-3.3,NBA Team Postseason Stats 2011-12
2,San Antonio Spurs,14,5.9,1.5,-2.8,3.6,3.7,7.2,4.6,-0.9,-0.6,-1.9,-2.1,1.0,-1.0,3.5,-2.2,-2.3,1.0,-0.5,NBA Team Postseason Stats 2011-12
3,Oklahoma City Thunder,20,4.0,2.7,1.7,2.3,-0.9,-1.0,-2.8,-0.4,-1.0,1.4,-1.0,0.3,-0.6,0.2,2.4,2.7,-2.5,1.5,NBA Team Postseason Stats 2011-12
4,Indiana Pacers,11,1.3,0.4,2.0,-0.5,-0.4,-1.4,0.0,0.9,-0.3,5.0,1.9,2.5,4.4,0.0,0.0,0.0,1.7,1.6,NBA Team Postseason Stats 2011-12
5,Boston Celtics,20,1.0,0.3,-1.0,1.1,-1.1,-1.5,-3.8,1.3,-0.7,8.8,-2.6,0.2,-2.3,1.6,1.6,0.5,-0.6,1.8,NBA Team Postseason Stats 2011-12
6,Memphis Grizzlies,7,0.7,-0.7,2.5,-2.4,-2.7,-5.7,-6.0,4.8,3.8,7.3,4.1,1.5,5.7,0.0,-2.1,-1.2,0.2,-2.2,NBA Team Postseason Stats 2011-12
7,Denver Nuggets,7,0.4,1.4,2.4,0.4,-0.8,-0.4,-3.7,-1.5,-2.2,0.3,-0.7,0.9,0.2,-0.5,1.1,-2.5,-0.8,2.2,NBA Team Postseason Stats 2011-12
8,Philadelphia 76ers,13,-1.2,-1.4,0.1,-1.9,-0.3,-1.6,0.7,2.0,4.0,-4.2,1.3,-3.2,-1.8,-4.0,0.8,-0.6,-2.7,-2.3,NBA Team Postseason Stats 2011-12
9,Chicago Bulls,6,-1.6,2.3,2.8,1.4,1.0,-0.8,9.5,-7.3,-7.1,-10.4,1.6,3.9,5.6,5.3,-2.3,0.3,4.5,1.6,NBA Team Postseason Stats 2011-12
10,Los Angeles Lakers,12,-4.1,-2.7,-2.4,-2.0,0.0,-0.5,0.8,1.3,1.5,0.4,0.8,-0.8,0.0,-0.3,-2.0,0.3,2.2,-2.0,NBA Team Postseason Stats 2011-12
11,LA Clippers,11,-4.6,-0.2,-1.1,0.3,0.5,0.9,1.3,-4.6,-4.0,-7.1,-2.7,-2.4,-5.1,-2.8,2.1,1.5,-0.3,2.5,NBA Team Postseason Stats 2011-12
12,Atlanta Hawks,6,-4.6,-1.3,2.6,-3.1,1.5,4.1,1.4,-3.4,-4.0,-1.8,3.0,-1.6,1.3,-2.3,-3.5,-2.8,2.5,1.0,NBA Team Postseason Stats 2011-12
13,Dallas Mavericks,4,-6.5,-4.2,1.5,-6.3,0.0,0.5,-0.8,2.0,2.7,-1.1,3.2,-2.0,1.2,-2.0,-0.7,-3.7,1.7,-3.5,NBA Team Postseason Stats 2011-12
14,Orlando Magic,5,-10.7,-5.3,-4.0,-4.6,2.6,6.4,2.2,-2.5,-1.8,-6.3,-3.3,-5.0,-8.3,1.0,-1.4,-1.8,0.0,0.0,NBA Team Postseason Stats 2011-12
15,New York Knicks,5,-14.0,-2.3,1.0,-3.8,-3.0,-3.6,-9.2,-6.1,-8.3,0.6,2.5,-0.8,1.7,-6.4,-3.1,-1.5,4.7,4.3,NBA Team Postseason Stats 2011-12
16,Utah Jazz,4,-16.0,-5.7,5.7,-9.9,-6.0,-9.0,-20.7,1.5,3.7,-5.0,8.2,-1.5,6.7,-4.7,-0.7,1.2,1.7,0.5,NBA Team Postseason Stats 2011-12
